role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
individual,,Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities with $6 million.,Decarbonize Affordable Multifamily Buildings        | $6 million         | Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities. This programwill support existing building retrofits andin-unit inter - ventions led by Chicago's Department of Housing.,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"This is a funded, quantified retrofit commitment with a clear implementation mechanism. It qualifies independently as a policy.",Resource Efficiency,True,direct,Mitigation
individual,,Retrofit and decarbonize 250 low- or moderate-income homes in underserved communities with $15 million.,Low- or Moderate-Income (LMI) Housing Retrofits     | $15 million        | Retrofitanddecarbonize250LMIhomesinunderservedcommunities.Thisprogram willsupportexistingbuildingretrofitsandin-homeinterventionsledbytheDepartment of Housing.,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded and quantified housing retrofit commitment. It clearly meets the extraction criteria.,Resource Efficiency,True,direct,Mitigation
individual,,Complete deep retrofits in at least 10 community anchor buildings and develop a network of resiliency hubs through the Neighborhood Power Project Expansion.,Neighborhood Power Project Expansion                | $10 million        | Completedeepretrofits in at least 10 communityanchorbuildings in neighborhoods that lack access to existing capital improvement funds. The project will decrease the energy burden on organizations and provide critical services to underserved communities.Thisprogramaimstodevelopanetworkofresiliencyhubsthroughout Chicagoandprovideenergyeducationservicesandshelterduringextremeweather.,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded program with quantified deliverables and explicit resilience functions. It combines retrofit and adaptation objectives.,Adaptation,True,direct,Resource Efficiency
individual,,Retrofit up to 10 Chicago Public Libraries and install solar panels through the Library Power Project.,"Library Power Project                               | $5 million         | Enable retrofits and install solar panels at up to 10 Chicago Public Libraries, mini - mizingutilitycostsandensuringthatwesustainourlibraryassetsforthelongterm.",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded program with a quantified target and named interventions. It is a concrete climate-related investment.,Mitigation,True,direct,Resource Efficiency
individual,,"Generate community solar power on industrial roofs to serve hundreds of households, prioritizing subscriptions in environmental justice and underserved communities.","CommunitySolar on Industrial Roofs                  | $5 million         | Generate solar energy to power at least hundreds of households via a community solarinanindustrialcommunity.Communitysolarsubscriptionstobeprioritizedin environmental justice, frontline, and/or underserved communities that are in close proximity to the site (s).",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded renewable energy deployment program with a defined beneficiary group. It is a concrete mitigation policy.,Mitigation,True,direct,
individual,,"Plant 75,000 trees over 5 years in underserved community areas through the Expand Canopy Coverage investment.","Expand Canopy Coverage                              | $46 million        | Plant 75,000 trees over 5 years in underserved community areas.",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"This is a funded, quantified tree-planting commitment with a timeline and target geography. It clearly qualifies as a policy.",Nature-Based Solutions,True,direct,
individual,,Install green alleys and targeted green infrastructure flood mitigation projects in flood-burdened communities.,CommunityGreenInfrastructure Investments            | $5 million         | Install green alleys anddeveloptargeted green infrastructure flood mitigation projects in flood-burdened communities.,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded infrastructure commitment with a specific intervention and target communities. It is a clear adaptation policy using ecological infrastructure.,Adaptation,True,direct,Nature-Based Solutions
individual,,Install new community compost collection hubs in neighborhoods underserved by organics collection services.,CommunityComposting Pilot                           | $45 thousand       | Install new community compost collection hubs in neighborhoods underserved by organics collection services.,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded pilot with a named intervention. It qualifies as a policy despite the small budget.,Resource Efficiency,True,direct,Nature-Based Solutions
individual,,"Invest in municipal fleet electrification and EV charging, prioritizing pollution-burdened neighborhoods.",City Fleet and Building Decarbonization             | $8.3 million       | Invest in municipal fleet electrification combinedwithelectric vehicle charging. This program will prioritize fleet electrification in pollution-burdened neighborhoods.,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded decarbonization investment with a specific intervention and prioritization criterion. It clearly qualifies as a policy.,Mitigation,True,direct,
individual,,"Expand bike and micromobility infrastructure and provide 5,000 bikes, helmets, and locks to underserved Chicagoans.","Low-Carbon Mobility Projects                        | $10 million        | Expansion of bike and micromobility infrastructure and walkability investments in priority communities. This project will provide 5,000 bikes, helmets, and locks to underserved Chicagoans.",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,This is a funded mobility investment with specific deliverables. It is a concrete transportation climate policy.,Resource Efficiency,True,direct,Mitigation
individual,,Invest in a citywide air monitoring network and partial remediation of the former Schroud Superfund site.,Air Quality Monitoring and Land Remediation Project | $24 million        | Investment in a Citywide air monitoring network and partial remediation of the former Schroud Superfund site.,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"This is a funded environmental health investment with named interventions. Climate relevance is indirect because air monitoring and remediation are not solely climate-focused, but they are included in the CAP.",Adaptation,True,indirect,
individual,,Reduce Chicago's GHG emissions by at least 62% by 2040 from 2017 levels.,"The 2022 CAP aims to chart an equitable path to reduce Chicago's GHG emissions by a minimum of 62% by 2040. Following the principles defined in this plan, this pathway prioritizes improving the lives of all Chicagoans by promoting environmental justice, generating household savings, improving community health, transitioning away from fossil-fuel dependency, and ensuring that all Chicago communities are prepared for the undeniable impacts of climate change, by 2040.",GHG REDUCTION TARGETS,This is the plan's headline quantified emissions target with a deadline. It is a core climate policy target.,Mitigation,False,direct,Adaptation
individual,,Do not count carbon offsets toward Chicago's 62% GHG reduction goal.,"Chicago will not count offset credits toward its 62% GHG reduction goal achievement. Furthermore, the City will reduce its own emissions before taking action beyond its borders.",CHICAGO GHG EMISSIONS REDUCTION TARGET PATHWAY,"This is a clear policy rule governing target accounting. It is not a project, but it is a binding methodological commitment relevant to climate governance.",Mitigation,False,direct,
parent,,"Retrofit buildings across residential, industrial, city-owned, and commercial sectors to reduce energy use and emissions.","## RETROFIT BUILDINGS

Chicago's residential, commercial, and industrial buildings account for nearly 69% of the City's carbon footprint. Reducing building energy use through efficiency will reduce the city's GHG emissions, save residents and businesses money, and improve the city's resiliency to climate shocks and stressors.",RETROFIT BUILDINGS,"This is a named strategy with multiple lettered actions beneath it, so it should be extracted as a parent policy.",Resource Efficiency,False,direct,Mitigation
sub,Retrofit buildings,"Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 2040, prioritizing low- or moderate-income households.","## Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 2040, prioritizing low- or moderate-income households

Smaller residential buildings, including the city's nearly 400,000 single-family homes and small multifamily properties, generated 14% of the city's total carbon emissions in 2017. To reach the City's 2030 goal, 78,500 smaller residential buildings must be retrofitted, and to reach the City's 2050 goal, 196,000 smaller residential buildings must be retrofitted.",ACTIONS,This is a quantified action under the Retrofit Buildings strategy. It has explicit percentages and deadlines.,Resource Efficiency,False,direct,Mitigation
sub,Retrofit buildings,Retrofit 20% of total 5+ unit residential buildings by 2030.,"## Retrofit 20% of total 5+ unit residential buildings by 2030

This action will bring improved efficiency and living conditions to nearly 140,000 units in large multifamily buildings. Utility costs are among the largest operating expenses for multifamily buildings in Chicago, and this portion of Chicago's housing stock accounted for 12.9% of the city's total carbon footprint in 2017.",ACTIONS,This is a quantified retrofit target under a named parent strategy. It clearly qualifies as a policy action.,Resource Efficiency,False,direct,Mitigation
sub,Retrofit buildings,Retrofit 20% of total industrial buildings by 2030.,"## Retrofit 20% of total industrial buildings by 2030

Industrial buildings use large amounts of energy for manufacturing and other processes, comprising 16.6% of the City's 2017 carbon footprint. The same energy-intensive industrial processes can also generate other types of air pollution that directly affect the health of local residents, illustrating the importance of the role retrofits can play in addressing both carbon and overall pollution.",ACTIONS,This is a quantified industrial retrofit target under the parent strategy. It is a concrete policy action.,Resource Efficiency,False,direct,Mitigation
sub,Retrofit buildings,Retrofit 90% of total city-owned and sister agency-owned buildings by 2035.,"## Retrofit 90% of total city-owned and sister agency-owned buildings by 2035

City and sister agency buildings include public schools, community centers, libraries, fire and police stations, offices, and other buildings that serve the public. Although they generated only 1% of the city's total carbon footprint in 2017, it is important for the City to lead by example and bring energy efficiency technology to its own facilities.",ACTIONS,This is a quantified target with a deadline under the parent retrofit strategy. It is a clear policy commitment.,Resource Efficiency,False,direct,Mitigation
sub,Retrofit buildings,Retrofit 20% of total commercial buildings by 2035.,"## Retrofit 20% of total commercial buildings by 2035

Commercial buildings include offices, restaurants, and stores. These facilities accounted for 23.5% of the city's carbon footprint in 2017, or nearly as much as residential buildings of all sizes.",ACTIONS,This is a quantified commercial retrofit target under the parent strategy. It clearly qualifies as a policy action.,Resource Efficiency,False,direct,Mitigation
parent,,"Connect communities to renewable energy through community-owned solar, expanded community renewables, and subscription access for low-income residents.","## CONNECT COMMUNITIES TO RENEWABLE ENERGY

Expanding innovative community ownership models for renewable energy projects on City property and utilizing state funding will help Chicago achieve 100% clean renewable energy community-wide by 2035. The City will support the development of renewable energy generation to bring the economic and pollution-reduction benefits of renewable energy to Chicago homes and businesses.",CONNECT COMMUNITIES TO RENEWABLE ENERGY,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Mitigation,False,direct,
sub,Connect communities to renewable energy,Install 5 megawatts of co-owned community solar projects by 2025.,"## Install 5 megawatts of co-owned community solar projects by 2025

By 2025, 5 megawatts of co-owned community solar projects will be installed within city limits, prioritizing households with the highest energy burden. This amount of solar can power more than 1,100 Chicago homes each year.",ACTIONS,This is a quantified renewable energy deployment target under a named parent strategy. It is a clear policy action.,Mitigation,False,direct,
sub,Connect communities to renewable energy,Increase Chicago-based community renewables to 20 megawatts by 2025.,"## Increase Chicago-based community renewables to 20 megawatts by 2025

By 2025, the City will increase Chicago-based community renewables to 20 megawatts. Expanding access to renewable energy for all Chicagoans starts by building energy infrastructure within the city limits.",ACTIONS,This is a quantified renewable energy target under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
sub,Connect communities to renewable energy,Increase community renewables subscriptions so that 25% are subscribed by low-income and/or environmental justice low-income residents by 2030.,"## Increase community renewables subscriptions to achieve 25% subscribed by low-income and/ or environmental justice low-income residents by 2030

By 2030, the City will increase community renewable subscriptions to achieve a 25% subscription rate by low-income and/or environmental justice low-income residents. Community renewable subscriptions allow residents to take advantage of reduced energy rates and clean energy without having to install or own a solar array on their property.",ACTIONS,This is a quantified access target under the parent renewable energy strategy. It is a concrete policy action.,Mitigation,False,direct,
parent,,"Reduce waste and landfilling through organics collection, source prevention, diversion targets, and design for reuse.","## REDUCE WASTE AND LANDFILLING

Acknowledging that reducing overall waste provides the greatest benefits, it is also important to improve the convenience and effectiveness of waste management infrastructure, so that it is easier for individuals and businesses to divert waste from landfills. Reusing durable materials for as long as possible, improving recycling rates and addressing contamination issues, and composting organic waste are key starting points.",REDUCE WASTE AND LANDFILLING,"This is a named strategy with multiple lettered actions beneath it, so it should be treated as a parent policy.",Resource Efficiency,False,direct,
sub,Reduce waste and landfilling,Introduce community-wide organic waste collection and decomposition by 2025.,"## Introduce community-wide organic waste collection and decomposition by 2025

In households and restaurants, food waste is typically the largest portion of the waste stream. When sent to landfills, food waste causes detrimental methane emissions.",ACTIONS,"This is a dated, specific intervention under the waste strategy. It clearly qualifies as a policy action.",Resource Efficiency,False,direct,
sub,Reduce waste and landfilling,Implement equitable waste source prevention strategies by 2030.,"## Implement equitable waste source prevention strategies by 2030

Eliminating waste, particularly by avoiding single-use products, brings many benefits. These single-use products are the materials most likely to 'leak' out of the waste collection system, causing pollution and negative health effects, clogging stormwater management systems, and hampering quality of life.",ACTIONS,"This is a dated action under the waste strategy with a specific intervention focus. It qualifies as a policy, though implementation details remain broad.",Resource Efficiency,False,indirect,
sub,Reduce waste and landfilling,"Divert 90% of commercial, industrial, and institutional waste by 2030.","## Divert 90% of commercial, industrial, and institutional waste by 2030

To achieve a 90% diversion goal by 2030, the City will help commercial and industrial businesses implement new source reduction and prevention techniques and improve reuse and recycling.",ACTIONS,This is a quantified diversion target with a deadline under the waste strategy. It clearly qualifies as a policy action.,Resource Efficiency,False,direct,
sub,Reduce waste and landfilling,Divert 75% of construction and demolition waste by 2030.,"## Divert 75% of construction and demolition waste by 2030

By 2030, the city will divert 75% of construction and demolition waste from landfills and incineration. Current construction and demolition waste disposal practices contribute significantly to resource loss through material degradation, increased raw materials extraction, and increased waste transportation emissions.",ACTIONS,This is a quantified diversion target with a deadline under the parent strategy. It is a clear policy action.,Resource Efficiency,False,direct,
sub,Reduce waste and landfilling,Enable building design for disassembly and reuse by 2035.,"## Enable building design for disassembly and reuse by 2035

Buildings can be designed as high performing and durable modular material assemblies that can be easily deconstructed by skilled professionals. Once disassembled, material assemblies can be installed in new projects.",ACTIONS,This is a dated design-oriented intervention under the waste strategy. It qualifies as a policy action despite some vagueness about the mechanism.,Resource Efficiency,False,indirect,
sub,Reduce waste and landfilling,Divert 90% of residential waste by 2040.,"## Divert 90% of residential waste by 2040

This patchwork of practices creates challenges and can be improved by standardizing recycling practices and expanding composting options.",ACTIONS,This is a quantified diversion target with a deadline under the waste strategy. It clearly qualifies as a policy action.,Resource Efficiency,False,direct,
parent,,"Make walking, biking, or transit viable options for all trips through bikeway expansion, micromobility growth, and mode-share targets.","## MAKE WALKING, BIKING, OR TRANSIT VIABLE OPTIONS FOR ALL TRIPS

Every neighborhood should have streets with the necessary infrastructure to ensure safe and comfortable travel for everyone. Sidewalk condition assessments must be conducted, prioritizing historically underserved communities.","MAKE WALKING, BIKING, OR TRANSIT VIABLE OPTIONS FOR ALL TRIPS","This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Resource Efficiency,False,direct,
sub,"Make walking, biking, or transit viable options for all trips",Expand high-quality and low-stress on-street bikeways and off-street trails.,"## Expand high-quality and low-stress on-street bikeways and off-street trails

To continue improving community mobility and support citywide transportation emissions reductions, by the end of 2024 the City aims to add 25 more miles of protected bike lanes, 25 more miles of neighborhood greenways, and meet the CDOT Strategic Plan goal of eliminating 15 miles of gaps in the citywide bikeways network.",ACTIONS,This is a specific infrastructure expansion action with quantified near-term targets under the parent strategy.,Resource Efficiency,False,direct,Mitigation
sub,"Make walking, biking, or transit viable options for all trips",Increase Divvy bikes and shared micromobility trips 30% by 2030.,"## Increase Divvy bikes and shared micromobility trips 30% by 2030

By the end of 2022, the Divvy bike network will expand to serve the entire city with 16,500 bikes. The City targets achieving a ridership of at least 1.5 Divvy bike trips per day from May to October for every thousand residents in five economic hardship areas.",ACTIONS,This is a quantified mobility target under the parent strategy. It clearly qualifies as a policy action.,Resource Efficiency,False,direct,Mitigation
sub,"Make walking, biking, or transit viable options for all trips","Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45% of all trips by 2040.","## Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45% of all trips by 2040

The City will invest in the lowest carbon and highest efficiency modes of transportation to increase walking, biking, transit, and shared micro-mobility use to 45% of all trips by 2040, and should continue to measure how various modes are used to evaluate the effectiveness of its strategies to increase the use of these lower-carbon modes of travel.",ACTIONS,This is a quantified mode-share target with a deadline under the parent strategy. It is a clear policy action.,Resource Efficiency,False,direct,Mitigation
parent,,"Increase transit performance and encourage equitable transit-oriented development through land use reform, commuter benefits, TDM plans, parking reform, and ridership growth.","## INCREASE TRANSIT PERFORMANCE AND ENCOURAGE EQUITABLE TRANSIT-ORIENTED DEVELOPMENT

By increasing access to reliable transit, Chicagoans can reduce the number or distance of vehicle trips and related emissions. Walkable neighborhoods, accessible sidewalks, and transit-supportive improvements on key bus and rail corridors will increase transit ridership, reduce congestion and travel times, and improve air quality.",INCREASE TRANSIT PERFORMANCE AND ENCOURAGE EQUITABLE TRANSIT-ORIENTED DEVELOPMENT,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Resource Efficiency,False,direct,Mitigation
sub,Increase transit performance and encourage equitable transit-oriented development,"Update land use policies to encourage sustainable development, accessibility, and street safety by 2023.","## Update land use policies to encourage sustainable development, accessibility, and street safety by 2023

Chicago can expand and strengthen this land use policy to apply across the city more equitably and to promote a diversity of housing options and mixed-use developments near transit.",ACTIONS,This is a dated land-use reform action under the parent strategy. It is a concrete policy commitment.,Resource Efficiency,False,indirect,Mitigation
sub,Increase transit performance and encourage equitable transit-oriented development,Expand use of commuter benefits by 2024.,"## Expand use of commuter benefits by 2024

Providing incentives for workers to take transit can increase transit ridership. By encouraging greater utilization of transit benefits, Chicago's business community can actively partner in increasing ridership to pre-pandemic levels and stabilize investment in this critical infrastructure for Chicago.",ACTIONS,This is a dated intervention under the parent strategy. It is somewhat broad on mechanism but still a specific named action.,Resource Efficiency,False,indirect,
sub,Increase transit performance and encourage equitable transit-oriented development,Require transportation demand management plans for new development by 2025.,"## Require transportation demand management plans for new development by 2025

By requiring or incentivizing new larger development to develop TDM plans, our planning and development strategies can intentionally support sustainable transportation and local ETOD policy implementation.",ACTIONS,This is a dated regulatory/planning action under the parent strategy. It clearly qualifies as a policy action.,Resource Efficiency,False,direct,Mitigation
sub,Increase transit performance and encourage equitable transit-oriented development,Update citywide car and bike parking requirements by 2025.,"## Update citywide car and bike parking requirements by 2025

Chicago will use this opportunity to modernize parking standards to establish a better balance between all transportation modes (including biking and micromobility options) and make the city safer for pedestrians. Updated car and bike parking regulations will be critical to meeting the City's climate goals.",ACTIONS,This is a dated regulatory reform action under the parent strategy. It clearly qualifies as a policy action.,Resource Efficiency,False,direct,Mitigation
sub,Increase transit performance and encourage equitable transit-oriented development,Increase CTA ridership 20% by 2030.,"## Increase CTA ridership 20% by 2030

The 20% increase that this action targets is based on pre-pandemic ridership (2019) though. CTA ridership must first rebound to pre-pandemic ridership levels before increasing.",ACTIONS,This is a quantified transit target with a deadline under the parent strategy. It is a clear policy action.,Resource Efficiency,False,indirect,
parent,,"Enable zero-emission transit and fleets through freight charging, fleet electrification, and zero-emission transit targets.","## ENABLE ZERO-EMISSION TRANSIT AND FLEETS

Shifting to electric taxis, ride hail fleet, and City vehicles will replace approximately 50,000 combustion-engine vehicles. This fleet electrification will reduce citywide emissions, reduce vehicle operating and maintenance costs, and improve air quality across the city.",ENABLE ZERO-EMISSION TRANSIT AND FLEETS,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Mitigation,False,direct,
sub,Enable zero-emission transit and fleets,"Enable electric freight loading docks at commercial and industrial buildings, addressing new buildings by 2025 and existing buildings by 2030.","## Enable electric freight loading docks at commercial and industrial buildings, addressing new buildings by 2025 and existing buildings by 2030

For new buildings, electric vehicle chargers must be considered during initial design and construction stages where implementation is easiest and most cost-effective. Existing commercial and industrial buildings must be evaluated for loading dock electrification feasibility.",ACTIONS,This is a dated infrastructure-enabling action under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
sub,Enable zero-emission transit and fleets,Support equitable electrification of ride-hail and taxi fleets by 2030.,"## Support equitable electrification of ride-hail and taxi fleets by 2030

Ride-hail and taxi fleet electrification will reduce citywide emissions, reduce fuel costs for ride hail and taxi drivers, and improve air quality across the city.",ACTIONS,"This is a dated fleet electrification action under the parent strategy. It is a clear policy commitment, though the exact mechanism is not specified.",Mitigation,False,direct,
sub,Enable zero-emission transit and fleets,Enable 100% electrification of delivery fleets by 2035.,"## Enable 100% electrification of delivery fleets by 2035

Major delivery companies, including FedEx, UPS, and Amazon have all committed to delivering 100% zero-emission fleets. The City will enable fleet elec -trification to ensure these providers and others to meet their fleet electrification targets.",ACTIONS,This is a dated fleet electrification target under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
sub,Enable zero-emission transit and fleets,Electrify 100% of the City's fleet by 2035.,"## Electrify 100% of the City's fleet by 2035

Currently, AIS is projected to convert 182 light-duty vehicles (25% of its fleet) by 2023. The City continues to explore technical and financial support for the transition of medium- and heavy-duty vehicles, such as street sweepers and snowplows.",ACTIONS,This is a quantified municipal fleet electrification target with a deadline under the parent strategy. It is a clear policy action.,Mitigation,False,direct,
sub,Enable zero-emission transit and fleets,Achieve zero-emission transit fleets across Chicagoland by 2040.,"## Achieve zero-emission transit fleets across Chicagoland by 2040

In 2019, the CTA committed to electrifying its entire bus fleet by 2040. Today, the #66 Chicago route carries passengers on its electric buses, and further investment in the bus fleet charging infrastructure will enable CTA to expand the number of electric buses across their routes.",ACTIONS,This is a quantified transit fleet target with a deadline under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
parent,,"Achieve 100% clean renewable energy through regional aggregation, city property installations, and community-wide clean power.","## 100% CLEAN RENEWABLE ENERGY

We can make our electric grid 'cleaner' and enhance power reliability by investing in the development of new renewable energy generation sources and storage. Installing renewable projects on city property and utilizing state funding will help Chicago achieve its goal to achieve 100% clean, renewable energy community-wide by 2035.",100% CLEAN RENEWABLE ENERGY,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Mitigation,False,direct,
sub,100% clean renewable energy,"Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030.","## Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030

By 2030, Chicago will bolster its relationships with surrounding counties to promote the growth of clean renewable energy, aligned with Illinois' goal of reaching 100% clean energy statewide by 2050.",ACTIONS,This is a quantified renewable energy target with a deadline under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
sub,100% clean renewable energy,Install 30 megawatts of clean renewable energy projects on City property by 2030.,"## Install 30 megawatts of clean renewable energy projects on City property by 2030

Installing solar arrays on City-owned properties will ensure that previously underutilized space can reduce energy costs, increase local job opportunities, and improve citywide energy resiliency.",ACTIONS,This is a quantified city-property renewable energy target under the parent strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,
sub,100% clean renewable energy,Achieve 100% clean renewable energy community-wide by 2035.,"## Achieve 100% clean renewable energy communitywide by 2035

By 2035, the City will work with utilities to provide 100% clean renewable energy community-wide. The City will prioritize local generation and provide communities shared leadership in determining where renewable projects are constructed.",ACTIONS,This is a quantified community-wide clean energy target with a deadline under the parent strategy. It is a core climate policy action.,Mitigation,False,direct,
parent,,"Enable building and personal vehicle electrification through supportive policies, building electrification targets, and EV charging expansion.","## ENABLE BUILDING AND PERSONAL VEHICLE ELECTRIFICATION

Electrification refers to transitioning away from direct fossil-fuel combustion in equipment and vehicles by replacing fossil-fuel-powered equipment with alternatives that run on electricity. When paired with renewable electricity, equipment electrification significantly reduces GHG emissions.",ENABLE BUILDING AND PERSONAL VEHICLE ELECTRIFICATION,"This is a named strategy with multiple lettered actions beneath it, so it is a parent policy.",Mitigation,False,direct,
sub,Enable building and personal vehicle electrification,Enact policies that support electrified renovations and new construction by 2023.,"## Enact policies that support electrified renovations and new construction by 2023

By 2023, the City will enable electrified renovations for all existing building types (residen -tial, commercial, and industrial) and new construction. Enacting electrification incentives will send a strong signal to Chicago's construction workforce that they need to prepare for a rapid transition to all electric appliances and equipment.",ACTIONS,This is a dated policy reform action under the parent electrification strategy. It clearly qualifies as a policy action.,Mitigation,False,direct,Resource Efficiency
