location,metric,value
Miami_Dade_US,parent_attribution_accuracy,1.0
Miami_Dade_US,primary_cat_agreement,0.6667
Miami_Dade_US,financial_instrument_agreement,1.0
Miami_Dade_US,secondary_category_agreement,0.0
Miami_Dade_US,plus_one_coverage,0.7037
Miami_Dade_US,matched,27
Miami_Dade_US,unmatched_ext,63
Miami_Dade_US,unmatched_gt,0
Miami_Dade_US,Mitigation_score,-0.4386
Miami_Dade_US,Mitigation_recall,0.6667
Miami_Dade_US,Mitigation_fpr,0.8333
Miami_Dade_US,Adaptation_score,-1.0
Miami_Dade_US,Adaptation_recall,1.0
Miami_Dade_US,Adaptation_fpr,1.0
Miami_Dade_US,Resource_Efficiency_score,-0.913
Miami_Dade_US,Resource_Efficiency_recall,1.0
Miami_Dade_US,Resource_Efficiency_fpr,0.7812
Miami_Dade_US,Nature_Based_Solutions_score,0.0
Miami_Dade_US,Nature_Based_Solutions_recall,0.8
Miami_Dade_US,Nature_Based_Solutions_fpr,0.5556
Portugal_PT,composite_score,0.3628
Portugal_PT,extraction_f1,0.2051
Portugal_PT,extraction_precision,0.1538
Portugal_PT,extraction_recall,0.3077
Portugal_PT,role_agreement,1.0
Portugal_PT,parent_attribution_accuracy,1.0
Portugal_PT,primary_cat_agreement,0.0
Portugal_PT,financial_instrument_agreement,0.0
Portugal_PT,secondary_category_agreement,0.0
Portugal_PT,plus_one_coverage,0.3077
Portugal_PT,matched,13
Portugal_PT,unmatched_ext,13
Portugal_PT,unmatched_gt,0
Portugal_PT,Mitigation_score,1.0
Portugal_PT,Mitigation_recall,1.0
Portugal_PT,Mitigation_fpr,0.0
Portugal_PT,Adaptation_score,0.1818
Portugal_PT,Adaptation_recall,0.1818
Portugal_PT,Adaptation_fpr,0.0
Portugal_PT,Resource_Efficiency_score,1.0
Portugal_PT,Resource_Efficiency_recall,1.0
Portugal_PT,Resource_Efficiency_fpr,0.0
Portugal_PT,Nature_Based_Solutions_score,0.0
Portugal_PT,Nature_Based_Solutions_recall,1.0
Portugal_PT,Nature_Based_Solutions_fpr,0.0
Seattle_US,composite_score,0.53
Seattle_US,extraction_f1,0.2
Seattle_US,extraction_precision,0.1154
Seattle_US,extraction_recall,0.75
Seattle_US,role_agreement,1.0
Seattle_US,parent_attribution_accuracy,1.0
Seattle_US,primary_cat_agreement,0.5
Seattle_US,financial_instrument_agreement,0.5
Seattle_US,secondary_category_agreement,0.0
Seattle_US,plus_one_coverage,0.75
Seattle_US,matched,4
Seattle_US,unmatched_ext,22
Seattle_US,unmatched_gt,0
Seattle_US,Mitigation_score,-0.6111
Seattle_US,Mitigation_recall,0.75
Seattle_US,Mitigation_fpr,0.875
Seattle_US,Adaptation_score,0.0
Seattle_US,Adaptation_recall,1.0
Seattle_US,Adaptation_fpr,0.0
Seattle_US,Resource_Efficiency_score,-1.0
Seattle_US,Resource_Efficiency_recall,1.0
Seattle_US,Resource_Efficiency_fpr,0.9
Seattle_US,Nature_Based_Solutions_score,0.0
Seattle_US,Nature_Based_Solutions_recall,1.0
Seattle_US,Nature_Based_Solutions_fpr,0.0
