location,role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
Austin_US,individual,,"By 2027, preserve and produce 135,000 housing units, including 60,000 affordable units, with 75% of new housing within one-half mile of activity centers and corridors.","By 2027, preserve and produce 135,000 housing units, including 60,000 affordable housing units*, with 75% of new housing located within ½ mile of Imagine Austin activity centers and corridors.

*This goal is based on the Council-adopted Austin Strategic Housing Blueprint.",TRANSPORTATION AND LAND USE,This is a quantified housing and location target with a deadline and adopted-plan basis.,Mitigation,False,indirect,
Austin_US,individual,,Engage directly with displacement-vulnerable communities and extend affordability periods for at-risk affordable housing properties.,Engage directly with communities that are vulnerable to displacement and connect them with services. Proactively monitor affordable housing properties at risk of losing their affordability status to extend the period of affordability.,Strategy 1: Offer immediate affordable housing assistance,"This is a specific anti-displacement housing intervention. Climate relevance is indirect because housing location affects transport emissions and resilience, but climate is not the sole objective.",Adaptation,False,indirect,
Austin_US,individual,,Increase funding for the Housing Trust Fund and support capacity building for community development corporations.,Increase funding for the City's current Housing Trust Fund and support capacity building for community development corporations.,Strategy 2: Fund affordable housing,This is a direct funding commitment and therefore a financial instrument.,Adaptation,True,indirect,
Austin_US,individual,,"Include directly affected low-income communities, communities of color, and people with disabilities in affordable housing and anti-displacement program design.","Include low-income communities, communities of color, and people with disabilities directly affected by systemic inequalities in the City's Housing Investment Review Committee activities and when creating anti-displacement programs. Enhance direct outreach of Housing and Planning Department-subsidized affordable units in gentrifying areas with culturally relevant communication strategies.",Strategy 3: Enhance community engagement for affordable housing and antidisplacement programs,This is a specific governance and outreach commitment tied to housing programs.,Adaptation,False,peripheral,
Austin_US,individual,,"By 2030, make 50% of trips in Austin by public transit, biking, walking, carpooling, or avoided through working from home.","By 2030, 50% of trips in Austin are made using public transit, biking, walking, carpooling, or avoided altogether by working from home*.

*Based on City of Austin and Capital Metro data, includes all trips, and was approximately 20% in 2019.",TRANSPORTATION AND LAND USE,This is a quantified mode-shift target with a deadline and baseline context.,Mitigation,False,direct,Resource Efficiency
Austin_US,individual,,Implement Project Connect and expand and improve public transportation services.,Work with the Austin Transit Partnership to implement Project Connect and expand and improve public transportation services.,Strategy 1: Expand and improve public transportation,This is a specific transit implementation commitment tied to a named project.,Resource Efficiency,False,indirect,Mitigation
Austin_US,individual,,"Create comprehensive resources and expand free transportation options for low-income communities, communities of color, and people with disabilities.","Create comprehensive, user-friendly resources connecting community members with free transportation options.

Expand free transit options, including through Capital Metro, to provide increased transportation access for low-income communities, communities of color, and people with disabilities.",Strategy 2: Promote free transportation options,This is a concrete transit access intervention with explicit expansion of free options.,Resource Efficiency,True,indirect,
Austin_US,individual,,"Improve transit stops, stations, and access facilities in partnership with Capital Metro, developers, and community organizers.","Partner with Capital Metro, developers, and community organizers to engage low-income communities, communities of color, and people with disabilities to improve transit stops, stations, and access to these facilities.",Strategy 3: Enhance transit stations and stops,This is a specific infrastructure and accessibility commitment.,Resource Efficiency,False,indirect,
Austin_US,individual,,"Implement Proposition B transportation infrastructure for sidewalks, bikeways, trails, safety projects, and safe routes to school in low-income communities and communities of color.","Implement the 2020 Proposition B voter-approved general obligation bonds for transportation infrastructure, including sidewalks, transportation-related bikeways, urban trails, transportation safety projects, safe routes to school, and substandard streets in low-income communities and communities of color through a meaningful community engagement process.",Strategy 4: Prioritize bicycle networks,This is a funded infrastructure commitment tied to approved bonds and named project types.,Resource Efficiency,True,indirect,
Austin_US,individual,,"Provide free or reduced-price bicycles and bicycle training, and train police on bicycle laws and racial profiling.",Provide access to free or reduced-priced bicycles and basic bicycle training for communities of color and train police officers on bicycle laws and racial profiling to improve the comfort and safety of people of color riding bicycles.,Strategy 5: Enhance bicycle education and training,This is a specific intervention with named supports and training components.,Resource Efficiency,True,indirect,
Austin_US,individual,,Update the Sidewalk Plan and Urban Trails Plan with an emphasis on equity and meaningful community engagement.,"Update the City's Sidewalk Plan and Urban Trails Plan, emphasizing equity and meaningful community engagement.","Strategy 6: Improve sidewalks, urban trails, and crossings",This is a planning commitment tied to specific city plans and pedestrian infrastructure.,Resource Efficiency,False,indirect,Adaptation
Austin_US,individual,,"Promote remote work, telework, and flexible commute policies to reduce single-occupancy vehicle trips, including a City telework participation target of at least 85% of eligible employees.","Actively promote remote work, telework, and flexible commute policies to maintain and encourage further reductions in single-occupancy vehicle trips.

This should include a strategy to implement a City of Austin telework policy encouraging no less than 85% of eligible City of Austin employees to participate in telework.",Strategy 7: Promote remote and flexible work policies,This is a concrete operational policy with an explicit participation target.,Resource Efficiency,False,indirect,Mitigation
Austin_US,individual,,"By 2030, electrify 40% of total vehicle miles traveled in Austin and ensure EV ownership is culturally, geographically, and economically diverse.","By 2030, 40% of total vehicle miles traveled in Austin are electrified, and electric vehicle ownership is culturally, geographically, and economically diverse. This translates to approximately 460,000 electric vehicles on the road.",TRANSPORTATION ELECTRIFICATION,This is a quantified electrification target with a deadline and scale estimate.,Mitigation,False,direct,
Austin_US,individual,,Complete an EV Community Needs Assessment to inform an EV adoption growth plan supported by communications and incentives.,"Complete an Electric Vehicle Community Needs Assessment to identify the intersections of mobility challenges, transportation electrification, and racial and economic justice. The assessment will inform an EV adoption growth plan that will be supported by enhanced communications efforts and incentives.",Strategy 1: Conduct an EV Community Needs Assessment,This is a specific planning intervention tied to future EV adoption policy.,Mitigation,False,direct,
Austin_US,individual,,"Create inclusive and accessible incentives for buying or leasing EVs, prioritizing low-income communities and communities of color.","Collaborate with community partners to create inclusive and easily accessible incentives for buying or leasing electric vehicles. This strategy would supplement existing state and federal programs, prioritize low-income communities and communities of color, and focus on geographic areas with limited or no access to transit.",Strategy 2: Create equitable incentives for buying and leasing EVs,This is a clear incentive-based policy and therefore a financial instrument.,Mitigation,True,direct,
Austin_US,individual,,Offer reduced or eliminated toll rates for low-income communities and communities of color who drive EVs from the Eastern Crescent to central Austin.,Partner with highway and regional mobility authorities to offer a reduced or eliminated toll rate for low-income communities and communities of color who drive EVs on toll roads from the Eastern Crescent to central Austin.,Strategy 3: Reduce tolls for EVs in the Eastern Crescent,This is a specific pricing incentive for EV use and thus a financial instrument.,Mitigation,True,direct,
Austin_US,individual,,Create an electric bike and car-sharing program centered on low-income communities and communities of color.,"Create an electric bike and car-sharing program centered on low-income communities and communities of color to support functional, low-cost, zero-emissions mobility.",Strategy 4: Launch an e-bike and electric car-sharing program,This is a named mobility program with a clear zero-emissions objective.,Mitigation,False,direct,Resource Efficiency
Austin_US,individual,,"Encourage public sector fleets across the metro area to commit to buying 100% electric vehicles when available, cost-competitive, and operationally suitable.","Encourage vehicle fleets from public sector agencies in the Austin-Round Rock-San Marcos MSA, such as cities, counties, Capital Metro, and school districts, to commit to buying 100% electric vehicles when they are available, cost-competitive, and meet operational needs.",Strategy 5: Electrify public sector fleet vehicles,"This is a specific fleet procurement commitment, though conditional on availability and cost-competitiveness.",Mitigation,False,direct,
Austin_US,individual,,"By 2030, transition 100% of gig, rideshare, public health, and delivery vehicle fleets to electric, starting with private fleets in the Eastern Crescent.","By 2030, transition 100% of the gig, rideshare, public health, and delivery vehicle fleets to electric. Starting with private fleets in the Eastern Crescent, establish pilots, technical support, regulation, incentives, and education to support rapid electrification.",Strategy 6: Electrify private sector fleet vehicles,This is a quantified fleet electrification target with implementation mechanisms listed.,Mitigation,False,direct,
Austin_US,individual,,"By 2030, provide an equitably distributed mix of EV charging infrastructure sufficient to accommodate 40% of vehicle miles traveled, equivalent to 226 MW of load and more than 37,000 charging ports.","By 2030, Austin has a compelling and equitably distributed mix of level 1, 2, and DC fast charging infrastructure to accommodate 40% of total vehicle miles traveled in the city. This translates to 226 megawatts of electrical load and could mean more than 37,000 charging ports.",TRANSPORTATION ELECTRIFICATION,This is a quantified infrastructure target with a deadline and scale estimate.,Mitigation,False,direct,
Austin_US,individual,,"Continue incentivizing EV charging installation by public and private actors to create a convenient, reliable, low-cost network accessible to all.","Continue to incentivize the installation of EV charging infrastructure by the City, businesses, auto manufacturers, and third-party charging companies to create a compelling (convenient, reliable, and low-cost) network accessible to all.","Strategy 1: Create a network with more low-cost, accessible charging stations",This is a specific incentive-based infrastructure policy.,Mitigation,True,direct,
Austin_US,individual,,"Incentivize internet-connected smart charging infrastructure to support grid reliability, resilience, efficiency, emissions reduction, accessibility, and lower costs.","By 2030, the City will have a network of intelligent charging that supports grid reliability and resilience, maximized efficiency, reduced emissions, accessibility for all, and lower costs for all residents. Incentivize internet-connected charging infrastructure with the ability to manage the start and end time and charge rate across 24 hours while still meeting the driver's needs.",Strategy 2: Incentivize internet-connected smart charging,This is a specific incentive policy with explicit resilience and efficiency mechanisms.,Mitigation,True,direct,Adaptation
Austin_US,individual,,Adopt new energy and building codes that simplify EV charging deployment and lower barriers to installation.,Adopt new energy and building codes that address future EV charging needs and enable a more equitable approach by simplifying the charging network and lowering barriers to entry for installing EV charging.,Strategy 3: Adopt new energy and building codes,This is a regulatory commitment involving code adoption.,Mitigation,False,direct,
Austin_US,individual,,Expand culturally competent outreach on EV charging incentives and installation to systematically excluded groups.,"Expand outreach to community groups, professional organizations, unions, and property managers using culturally competent information about EV charging incentives and installation. Collaborate with and learn from existing community and City partnerships.",Strategy 4: Expand outreach to systematically excluded groups,This is a specific outreach intervention tied to EV charging adoption.,Mitigation,False,indirect,
Austin_US,individual,,Make the Austin-Round Rock-San Marcos area a leader in transportation electrification through policies and technologies that maximize economic and health benefits.,The Austin-Round Rock-San Marcos area is a leader in transportation electrification by adopting policies and technologies that maximize economic and health benefits while supporting the growth of this emerging industry.,TRANSPORTATION ELECTRIFICATION,"This is a named regional goal, though less quantified than others. It still qualifies because it commits to adopting policies and technologies.",Mitigation,False,direct,
Austin_US,individual,,"Create a regional coalition of government, business, and community stakeholders to support EV adoption across the five-county metro area.","The City will take the lead in creating a regional coalition to support EV adoption within the fivecounty MSA. The coalition will consist of an inclusive group of government, business, and community stakeholders.",Strategy 1: Create a regional coalition to support EVs,This is a specific coalition-building commitment with a defined geography and stakeholder set.,Mitigation,False,direct,
Austin_US,individual,,Pilot and early-adopt emerging transportation electrification technologies while ensuring benefits reach low-income communities and communities of color first.,Austin will continue to pilot and be an early adopter of emerging technologies for transportation electrification and ensure that low-income communities and communities of color can access the benefits first.,Strategy 2: Pilot and adopt new technology,This is a concrete innovation and deployment commitment.,Mitigation,False,direct,
Austin_US,individual,,"Lead a just transition to an electrified regional transportation system through collaboration with labor, grassroots organizations, and businesses.","Austin will be a leader in the just transition to an electrified regional transportation system by collaborating with community and workforce leadership groups like labor unions, grassroots organizations, and businesses. We will ensure that low-income communities and communities of color are positioned to benefit from the switch to electric transportation.",Strategy 3: Prioritize a just transition,This is a specific transition strategy tied to transportation electrification and workforce benefits.,Mitigation,False,indirect,
Austin_US,individual,,Support economic development for local EV supply-chain companies to build a robust electric transportation business cluster in Central Texas.,"Create a robust electric transportation economic cluster in Central Texas by supporting economic development for new and existing local companies focused on the EV supply chain, including battery technology, vehicle manufacturing, and software.",Strategy 4: Expand the EV-related business ecosystem,This is a specific economic development intervention tied to EV deployment.,Mitigation,False,indirect,
Austin_US,individual,,"By 2030, ensure all Austinites can access a community-driven food system that addresses food insecurity, prioritizes regenerative agriculture, promotes plant-based foods, and minimizes food waste.","By 2030, ensure all Austinites can access a food system that is communitydriven, addresses food insecurity, prioritizes regenerative agriculture, supports dietary and health agency, promotes plant-based foods, and minimizes food waste.",FOOD AND PRODUCT CONSUMPTION,This is a broad but concrete 2030 goal with multiple named interventions and a deadline.,Mitigation,False,direct,Nature-Based Solutions
Austin_US,individual,,"Apply a purchasing framework and build regional food system infrastructure to increase institutional and corporate procurement of pro-climate, pro-health food options.","Apply a purchasing framework, support supply-chain infrastructure, and build a regional food system network to bolster institutional and corporate food procurement of proclimate, pro-health options.",Strategy 1: Support institutional food purchasing,This is a specific procurement and supply-chain intervention.,Mitigation,False,direct,
Austin_US,individual,,"Implement community-driven programs and incentives to promote affordable, culturally relevant pro-climate, pro-health food choices while minimizing displacement.","Implement community-driven programs to incentivize and promote more affordable and culturally relevant pro-climate, pro-health choices in prepared and retail food options, focusing on minimizing displacement.",Strategy 2: Promote and fund community-driven food retail programs,This is a specific incentive-based food retail policy.,Mitigation,True,direct,
Austin_US,individual,,"Develop community-driven programs and tools to equitably empower affordable and culturally relevant pro-climate, pro-health food choices.","Develop a variety of community-driven programs and tools to equitably engage and empower the full spectrum of Austin's communities to make affordable and culturally relevant pro-climate, prohealth food choices.","Strategy 3: Incentivize pro-climate, prohealth food choices",This is a named intervention with explicit climate and health framing.,Mitigation,False,direct,
Austin_US,individual,,Conduct a food waste root cause analysis and implement changes to increase food waste reduction practices by 50%.,"Conduct a food waste root cause analysis and implement changes informed by the analysis to increase food waste reduction practices by 50%. These practices should support the U.S. EPA Food Recovery Hierarchy's highest and best-use model and include single-family, multi-family, and commercial properties.",Strategy 4: Conduct a food waste root cause analysis,This is a quantified waste reduction commitment with a named analytical and implementation mechanism.,Resource Efficiency,False,indirect,Mitigation
Austin_US,individual,,"By 2030, reduce greenhouse gas emissions from institutional, commercial, and government purchasing by at least 50%.","By 2030, reduce greenhouse gas emissions from institutional, commercial, and government purchasing by at least 50%.",FOOD AND PRODUCT CONSUMPTION,This is a quantified emissions reduction target with a deadline.,Mitigation,False,direct,
Austin_US,individual,,Develop a methodology and baseline to measure lifecycle greenhouse gas emissions and other impacts from non-residential purchasing.,Develop a methodology to measure lifecycle greenhouse gas emissions and other environmental and social impacts from non-residential purchasing and identify a baseline for tracking progress.,Strategy 1: Measure institutional lifecycle emissions,This is a concrete measurement and baseline-setting commitment supporting procurement emissions policy.,Mitigation,False,direct,
Austin_US,individual,,Strengthen the City of Austin's Sustainable Procurement Program to model environmentally and socially sustainable purchasing.,Strengthen the City of Austin's Sustainable Procurement Program to serve as a model for others locally and nationally.,Strategy 2: Strengthen the City's sustainable purchasing program,"This is a named procurement policy intervention, though details are broad.",Mitigation,False,direct,Resource Efficiency
