location,metric,value
Dakar_SN,Mitigation_fpr,0.8
Dakar_SN,Adaptation_score,-0.5278
Dakar_SN,Adaptation_recall,0.8889
Dakar_SN,Adaptation_fpr,0.8235
Dakar_SN,Resource_Efficiency_score,-0.8333
Dakar_SN,Resource_Efficiency_recall,1.0
Dakar_SN,Resource_Efficiency_fpr,0.8462
Dakar_SN,Nature_Based_Solutions_score,0.0
Dakar_SN,Nature_Based_Solutions_recall,1.0
Dakar_SN,Nature_Based_Solutions_fpr,0.0
Geneva_CH,composite_score,0.6364
Geneva_CH,extraction_f1,0.0909
Geneva_CH,extraction_precision,0.0476
Geneva_CH,extraction_recall,1.0
Geneva_CH,role_agreement,1.0
Geneva_CH,parent_attribution_accuracy,1.0
Geneva_CH,primary_cat_agreement,1.0
Geneva_CH,financial_instrument_agreement,1.0
Geneva_CH,secondary_category_agreement,0.0
Geneva_CH,plus_one_coverage,1.0
Geneva_CH,matched,1
Geneva_CH,unmatched_ext,20
Geneva_CH,unmatched_gt,0
Geneva_CH,Mitigation_score,-0.8
Geneva_CH,Mitigation_recall,1.0
Geneva_CH,Mitigation_fpr,0.9
Geneva_CH,Adaptation_score,-1.0
Geneva_CH,Adaptation_recall,1.0
Geneva_CH,Adaptation_fpr,1.0
Geneva_CH,Resource_Efficiency_score,-1.0
Geneva_CH,Resource_Efficiency_recall,1.0
Geneva_CH,Resource_Efficiency_fpr,1.0
Geneva_CH,Nature_Based_Solutions_score,-1.0
Geneva_CH,Nature_Based_Solutions_recall,1.0
Geneva_CH,Nature_Based_Solutions_fpr,1.0
Hiroshima_JP,composite_score,0.3984
Hiroshima_JP,extraction_f1,0.0541
Hiroshima_JP,extraction_precision,0.0333
Hiroshima_JP,extraction_recall,0.1429
Hiroshima_JP,role_agreement,0.7
Hiroshima_JP,parent_attribution_accuracy,1.0
Hiroshima_JP,primary_cat_agreement,0.6
Hiroshima_JP,financial_instrument_agreement,1.0
Hiroshima_JP,secondary_category_agreement,0.0
Hiroshima_JP,plus_one_coverage,0.1429
Hiroshima_JP,matched,10
Hiroshima_JP,unmatched_ext,50
Hiroshima_JP,unmatched_gt,4
Hiroshima_JP,Mitigation_score,-0.7647
Hiroshima_JP,Mitigation_recall,0.1538
Hiroshima_JP,Mitigation_fpr,0.9615
Hiroshima_JP,Adaptation_score,-1.0
Hiroshima_JP,Adaptation_recall,1.0
Hiroshima_JP,Adaptation_fpr,1.0
Hiroshima_JP,Resource_Efficiency_score,-1.0
Hiroshima_JP,Resource_Efficiency_recall,0.0
Hiroshima_JP,Resource_Efficiency_fpr,0.95
Hiroshima_JP,Nature_Based_Solutions_score,-1.0
Hiroshima_JP,Nature_Based_Solutions_recall,1.0
Hiroshima_JP,Nature_Based_Solutions_fpr,1.0
Kuwait_KW,composite_score,0.4511
Kuwait_KW,extraction_f1,0.0588
Kuwait_KW,extraction_precision,0.0519
Kuwait_KW,extraction_recall,0.0678
Kuwait_KW,role_agreement,0.6333
Kuwait_KW,parent_attribution_accuracy,1.0
Kuwait_KW,primary_cat_agreement,0.8667
Kuwait_KW,financial_instrument_agreement,0.7667
Kuwait_KW,secondary_category_agreement,0.0
Kuwait_KW,plus_one_coverage,0.0678
Kuwait_KW,matched,30
Kuwait_KW,unmatched_ext,47
Kuwait_KW,unmatched_gt,29
Kuwait_KW,Mitigation_score,-1.0
Kuwait_KW,Mitigation_recall,0.0
Kuwait_KW,Mitigation_fpr,1.0
Kuwait_KW,Adaptation_score,-0.7143
Kuwait_KW,Adaptation_recall,0.0233
Kuwait_KW,Adaptation_fpr,0.95
Kuwait_KW,Resource_Efficiency_score,-0.8235
Kuwait_KW,Resource_Efficiency_recall,0.1429
Kuwait_KW,Resource_Efficiency_fpr,1.0
Kuwait_KW,Nature_Based_Solutions_score,-0.3333
Kuwait_KW,Nature_Based_Solutions_recall,0.2857
Kuwait_KW,Nature_Based_Solutions_fpr,0.8
Miami_Dade_US,composite_score,0.5591
Miami_Dade_US,extraction_f1,0.242
Miami_Dade_US,extraction_precision,0.1462
Miami_Dade_US,extraction_recall,0.7037
Miami_Dade_US,role_agreement,1.0
Miami_Dade_US,parent_attribution_accuracy,0.95
Miami_Dade_US,primary_cat_agreement,0.5926
Miami_Dade_US,financial_instrument_agreement,1.0
Miami_Dade_US,secondary_category_agreement,0.0
Miami_Dade_US,plus_one_coverage,0.7037
Miami_Dade_US,matched,27
Miami_Dade_US,unmatched_ext,103
Miami_Dade_US,unmatched_gt,0
Miami_Dade_US,Mitigation_score,-0.5417
Miami_Dade_US,Mitigation_recall,0.619
Miami_Dade_US,Mitigation_fpr,0.8852
Miami_Dade_US,Adaptation_score,-1.0
Miami_Dade_US,Adaptation_recall,1.0
Miami_Dade_US,Adaptation_fpr,1.0
Miami_Dade_US,Resource_Efficiency_score,-0.9444
Miami_Dade_US,Resource_Efficiency_recall,1.0
Miami_Dade_US,Resource_Efficiency_fpr,0.8511
Miami_Dade_US,Nature_Based_Solutions_score,-0.5238
Miami_Dade_US,Nature_Based_Solutions_recall,1.0
Miami_Dade_US,Nature_Based_Solutions_fpr,0.7619
Portugal_PT,composite_score,0.6058
Portugal_PT,extraction_f1,0.1732
Portugal_PT,extraction_precision,0.0965
Portugal_PT,extraction_recall,0.8462
Portugal_PT,role_agreement,0.9231
Portugal_PT,parent_attribution_accuracy,1.0
Portugal_PT,primary_cat_agreement,0.8462
Portugal_PT,financial_instrument_agreement,0.9231
Portugal_PT,secondary_category_agreement,0.0
Portugal_PT,plus_one_coverage,0.8462
Portugal_PT,matched,13
Portugal_PT,unmatched_ext,101
Portugal_PT,unmatched_gt,0
Portugal_PT,Mitigation_score,0.0
Portugal_PT,Mitigation_recall,1.0
Portugal_PT,Mitigation_fpr,0.5
Portugal_PT,Adaptation_score,-0.7647
Portugal_PT,Adaptation_recall,0.8182
Portugal_PT,Adaptation_fpr,0.8941
Portugal_PT,Resource_Efficiency_score,-0.8182
Portugal_PT,Resource_Efficiency_recall,1.0
Portugal_PT,Resource_Efficiency_fpr,0.9091
Portugal_PT,Nature_Based_Solutions_score,-1.0
Portugal_PT,Nature_Based_Solutions_recall,1.0
Portugal_PT,Nature_Based_Solutions_fpr,1.0
Seattle_US,composite_score,0.4819
Seattle_US,extraction_f1,0.1579
Seattle_US,extraction_precision,0.0882
Seattle_US,extraction_recall,0.75
Seattle_US,role_agreement,0.75
Seattle_US,parent_attribution_accuracy,1.0
Seattle_US,primary_cat_agreement,0.5
Seattle_US,financial_instrument_agreement,0.75
Seattle_US,secondary_category_agreement,0.0
Seattle_US,plus_one_coverage,0.75
Seattle_US,matched,4
Seattle_US,unmatched_ext,30
Seattle_US,unmatched_gt,0
Seattle_US,Mitigation_score,-0.6316
Seattle_US,Mitigation_recall,0.75
Seattle_US,Mitigation_fpr,0.9412
Seattle_US,Adaptation_score,0.0
Seattle_US,Adaptation_recall,1.0
Seattle_US,Adaptation_fpr,0.0
Seattle_US,Resource_Efficiency_score,-1.0
Seattle_US,Resource_Efficiency_recall,1.0
Seattle_US,Resource_Efficiency_fpr,0.8824
Seattle_US,Nature_Based_Solutions_score,0.0
Seattle_US,Nature_Based_Solutions_recall,1.0
Seattle_US,Nature_Based_Solutions_fpr,0.0
