location,metric,value
Kuwait_KW,Adaptation_score,0.4375
Kuwait_KW,Adaptation_recall,0.7209
Kuwait_KW,Adaptation_fpr,0.2857
Kuwait_KW,Resource_Efficiency_score,1.0
Kuwait_KW,Resource_Efficiency_recall,1.0
Kuwait_KW,Resource_Efficiency_fpr,0.0
Kuwait_KW,Nature_Based_Solutions_score,0.7143
Kuwait_KW,Nature_Based_Solutions_recall,0.8571
Kuwait_KW,Nature_Based_Solutions_fpr,0.0
Miami_Dade_US,composite_score,0.5526
Miami_Dade_US,extraction_f1,0.3273
Miami_Dade_US,extraction_precision,0.2169
Miami_Dade_US,extraction_recall,0.6667
Miami_Dade_US,role_agreement,0.88
Miami_Dade_US,parent_attribution_accuracy,1.0
Miami_Dade_US,primary_cat_agreement,0.48
Miami_Dade_US,financial_instrument_agreement,1.0
Miami_Dade_US,secondary_category_agreement,0.0
Miami_Dade_US,plus_one_coverage,0.6667
Miami_Dade_US,matched,25
Miami_Dade_US,unmatched_ext,58
Miami_Dade_US,unmatched_gt,2
Miami_Dade_US,Mitigation_score,-0.3333
Miami_Dade_US,Mitigation_recall,0.619
Miami_Dade_US,Mitigation_fpr,0.8387
Miami_Dade_US,Adaptation_score,0.0
Miami_Dade_US,Adaptation_recall,1.0
Miami_Dade_US,Adaptation_fpr,0.0
Miami_Dade_US,Resource_Efficiency_score,-0.9412
Miami_Dade_US,Resource_Efficiency_recall,1.0
Miami_Dade_US,Resource_Efficiency_fpr,0.8085
Miami_Dade_US,Nature_Based_Solutions_score,0.3333
Miami_Dade_US,Nature_Based_Solutions_recall,0.8
Miami_Dade_US,Nature_Based_Solutions_fpr,0.2
Portugal_PT,composite_score,0.4436
Portugal_PT,extraction_f1,0.0741
Portugal_PT,extraction_precision,0.0714
Portugal_PT,extraction_recall,0.0769
Portugal_PT,role_agreement,0.75
Portugal_PT,parent_attribution_accuracy,1.0
Portugal_PT,primary_cat_agreement,0.75
Portugal_PT,financial_instrument_agreement,0.75
Portugal_PT,secondary_category_agreement,0.0
Portugal_PT,plus_one_coverage,0.0769
Portugal_PT,matched,4
Portugal_PT,unmatched_ext,10
Portugal_PT,unmatched_gt,9
Portugal_PT,Mitigation_score,-0.75
Portugal_PT,Mitigation_recall,0.0
Portugal_PT,Mitigation_fpr,1.0
Portugal_PT,Adaptation_score,-0.8889
Portugal_PT,Adaptation_recall,0.0
Portugal_PT,Adaptation_fpr,0.9
Portugal_PT,Resource_Efficiency_score,1.0
Portugal_PT,Resource_Efficiency_recall,1.0
Portugal_PT,Resource_Efficiency_fpr,0.0
Portugal_PT,Nature_Based_Solutions_score,0.0
Portugal_PT,Nature_Based_Solutions_recall,1.0
Portugal_PT,Nature_Based_Solutions_fpr,0.0
Seattle_US,composite_score,0.4911
Seattle_US,extraction_f1,0.0714
Seattle_US,extraction_precision,0.0417
Seattle_US,extraction_recall,0.25
Seattle_US,role_agreement,1.0
Seattle_US,parent_attribution_accuracy,1.0
Seattle_US,primary_cat_agreement,0.75
Seattle_US,financial_instrument_agreement,0.5
Seattle_US,secondary_category_agreement,0.0
Seattle_US,plus_one_coverage,0.25
Seattle_US,matched,4
Seattle_US,unmatched_ext,20
Seattle_US,unmatched_gt,0
Seattle_US,Mitigation_score,-0.8333
Seattle_US,Mitigation_recall,0.25
Seattle_US,Mitigation_fpr,0.9412
Seattle_US,Adaptation_score,-1.0
Seattle_US,Adaptation_recall,1.0
Seattle_US,Adaptation_fpr,1.0
Seattle_US,Resource_Efficiency_score,-1.0
Seattle_US,Resource_Efficiency_recall,1.0
Seattle_US,Resource_Efficiency_fpr,1.0
Seattle_US,Nature_Based_Solutions_score,0.0
Seattle_US,Nature_Based_Solutions_recall,1.0
Seattle_US,Nature_Based_Solutions_fpr,0.0
