location,gt_index,ext_index,gt_policy,gt_category,gt_role,produced_policy,produced_category,produced_role,grade,similarity,statement_match,role_match,category_match,reasoning
Austin_US,4,42,Prioritize local emissions reduction investment and create equitable workforce development and training opportunities for emerging building technologies through partnerships serving low-income communities and communities of color.,Mitigation,sub,Leverage and align with existing local and national efforts to create equitable outcomes in materials decarbonization and look for opportunities for coworking and collaboration among businesses.,Mitigation,sub,-1,0.6845,False,True,True,"The extracted policy does not meaningfully match the ground-truth. The ground-truth commits to prioritizing local emissions-reduction investment and creating equitable workforce development and training opportunities for emerging building technologies through partnerships serving low-income communities and communities of color. The extracted policy instead refers broadly to aligning with existing efforts on materials decarbonization and collaboration among businesses. It misses the core elements of local investment, workforce development/training, emerging building technologies, and the specific focus on partnerships serving low-income communities and communities of color."
Austin_US,2,48,"Enhance resident and building owner understanding of energy savings and climate impacts through outreach, culturally relevant communications, expanded benchmarking requirements, and better access to energy and water data.",Mitigation,sub,"Develop and implement targeted outreach efforts to enhance water conservation program participation, collect input, and better engage residents in decision-making processes.",Resource Efficiency,sub,-1,0.6464,False,True,False,"The extracted policy does not meaningfully match the ground-truth. Ground-truth focuses on improving understanding of energy savings and climate impacts for residents and building owners through outreach, culturally relevant communications, expanded benchmarking requirements, and improved access to energy and water data. The extracted policy instead emphasizes water conservation program participation, public input, and resident engagement in decision-making, omitting the key elements of energy/climate understanding, building owner scope, benchmarking, and data access. With no source excerpt provided to support equivalence, this is a mismatch rather than a vague partial match."
Austin_US,18,49,"Evaluate water conservation, customer assistance, and workforce development program criteria to address structural barriers to participation and expand enrollment for low-income customers.",Resource Efficiency,sub,"Strategy 2: Evaluate water conservation, customer assistance, and workforce development program participation criteria",Resource Efficiency,parent,0,0.7515,False,False,True,"The extracted policy matches the general topic and action ('evaluate' program participation/criteria across water conservation, customer assistance, and workforce development), but it omits key specificity from the ground truth: addressing structural barriers to participation and expanding enrollment for low-income customers. With no source excerpt provided, this is directionally correct but incomplete and softened relative to the full policy intent."
Austin_US,17,51,"Enhance community engagement and partnerships to advance equity through Water Forward strategies, including advanced metering, incentives, and ordinances.",Resource Efficiency,sub,Create partnerships across City departments and with community organizations to enhance workforce development opportunities in water and green jobs.,Mitigation,sub,-1,0.654,False,True,False,"The extracted policy does not match the ground-truth policy. The ground truth is about advancing equity through Water Forward strategies via community engagement/partnerships and specific mechanisms such as advanced metering, incentives, and ordinances. The extracted policy instead focuses on workforce development opportunities in water and green jobs, which is a different objective and omits the core Water Forward equity strategies and mechanisms."
Austin_US,19,52,"Assess links between water demand reduction and energy consumption, and pursue synergistic water conservation and energy management efforts through programs and partnerships.",Mitigation,sub,Strategy 3: Reduce emissions at the water-energy nexus,Resource Efficiency,parent,0,0.6512,False,False,False,"The extracted policy is directionally related to the ground-truth because both concern the water-energy nexus. However, it is much vaguer and omits the specific commitments in the ground-truth: assessing links between water demand reduction and energy consumption, and pursuing synergistic water conservation and energy management through programs and partnerships. It also reframes the objective as emissions reduction, which is not the stated core commitment. Without the source excerpt, this is only a partial thematic match rather than a specific or accurate capture."
Austin_US,21,55,"Adopt Complete Communities plans that reverse historical racist impacts, address displacement, and preserve neighborhoods in communities of color.",Mitigation,sub,Strategy 1: Plan for complete communities,Mitigation,parent,0,0.607,False,False,True,"The extracted policy matches the general topic/scope of the ground-truth ('complete communities') but omits the key specificity and commitments: reversing historical racist impacts, addressing displacement, and preserving neighborhoods in communities of color. It is directionally correct but too vague to capture the full policy intent."
Austin_US,22,59,Work with medium and large employers to locate business sites in growth centers and along corridors.,Mitigation,sub,"Work with local corporations to include community amenities, such as parks, transit stops, healthy food locations, childcare options, health centers, community centers, and facilities for seniors in future development projects.",Resource Efficiency,sub,-1,0.6264,False,True,False,"The extracted policy does not match the ground-truth policy. The ground truth is about partnering with medium and large employers to site businesses in growth centers and along corridors. The extracted policy instead focuses on working with local corporations to add community amenities to development projects. This changes the scope, actors, and mechanism, with no meaningful overlap in the core commitment."
Austin_US,32,61,"Partner to improve transit stops, stations, and access to these facilities with engagement from low-income communities, communities of color, and people with disabilities.",Mitigation,sub,Improve the physical access to and through the transit stop/station area to be accessible to all.,Resource Efficiency,sub,0,0.6891,False,True,False,"The extracted policy is directionally aligned with the ground-truth on improving access at transit stops/stations, but it misses important specificity and scope. It omits the partnership/engagement mechanism and the explicit focus on low-income communities, communities of color, and people with disabilities. It also softens the commitment by reducing it to a general accessibility statement rather than improving stops, stations, and access with targeted community engagement."
Austin_US,23,63,Create community mobility hubs adjacent to transit stops that offer first- and last-mile mobility options and a complete trip experience.,Mitigation,sub,Provide diverse amenities and family-friendly spaces adjacent to mobility hubs.,Mitigation,sub,-1,0.7137,False,True,True,"The extracted policy does not match the ground-truth commitment. The ground truth is to create community mobility hubs adjacent to transit stops that provide first-/last-mile mobility options and a complete trip experience. The extraction instead mentions amenities and family-friendly spaces adjacent to mobility hubs, which shifts both the subject and mechanism and omits the core transportation function, transit-stop adjacency, and complete-trip intent."
Austin_US,24,65,Phase out free employee parking at city facilities and other large employers near the transit priority network and replace it with commuter benefit options.,Mitigation,sub,"Focus parking reduction strategies on large employers to lessen the potential negative impacts on communities of color, particularly those displaced to parts of the city where transit service is less frequent or unavailable. Providing free or subsidized parking for higher-income, predominantly white employees with other options incentivizes them to drive. This reduces funding and support for other modes like public transit that are disproportionately used by low-income communities and communities of color.",Resource Efficiency,sub,0,0.7105,False,True,False,"The extracted policy is directionally aligned on reducing parking incentives at large employers and critiques free/subsidized employee parking, which overlaps with the ground-truth intent. However, it misses the core specific commitment to phase out free employee parking at city facilities and employers near the transit priority network, and it omits the replacement mechanism of offering commuter benefit options. The extracted text is more rationale/context than a concrete policy commitment, so it is too vague for a full match."
Austin_US,36,67,"Actively promote remote work, telework, and flexible commute policies to maintain and further reduce single-occupancy vehicle trips.",Mitigation,sub,"Ensure all City policies for reduced parking, remote work, and telecommuting align with the goals of the Imagine Austin Comprehensive Plan and establish Austin as a leader for workplace and environmental policies to reduce single-occupancy vehicle trips.",Resource Efficiency,sub,0,0.6884,False,True,False,"The extracted policy is directionally aligned with the ground-truth because it includes remote work/telecommuting and the goal of reducing single-occupancy vehicle trips. However, it shifts the core commitment from 'actively promote remote work, telework, and flexible commute policies' to ensuring city policies align with broader plan goals, adds unrelated framing about reduced parking and leadership, and omits the explicit promotion of flexible commute policies and the maintenance/further reduction language. With no source excerpt provided, this is a partial but imprecise match rather than a full one."
Austin_US,37,68,"Implement City of Austin telework policies aligned with transportation mode-shift goals, including encouraging no less than 85% of eligible City employees to participate in telework and contributing toward 15% of Austin residents working from home by 2039.",Mitigation,sub,"The City of Austin should develop more remote work policies through a collaborative, allemployee process to develop clear goals and measured outcomes to reduce parking demand at City facilities. In developing City policies, Austin should build on the successful Travis County telework policy. By 2027, preserve and produce 135,000 housing units, including 60,000 affordable housing units*, with 75% of new housing located within ½ mile of Imagine Austin activity centers and corridors. *This goal is based on the Council-adopted Austin Strategic Housing Blueprint.",Resource Efficiency,sub,-1,0.8036,False,True,False,"The extracted policy only loosely mentions remote work policies, but it misses the core ground-truth commitments and replaces them with unrelated housing targets. It does not capture the specific telework participation target of at least 85% of eligible City employees or the contribution toward 15% of residents working from home by 2039. The added housing unit goals are not part of the ground-truth policy, making the extraction largely inaccurate and contaminated with unrelated content."
Austin_US,27,71,Increase funding for the city's Housing Trust Fund and support capacity building for community development corporations.,Adaptation,sub,"Incorporate robust tenant protections for all rental properties receiving City support, including streamlining the application process for affordable units.",Mitigation,sub,-1,0.627,False,True,False,"The extracted policy does not match the ground-truth policy. The ground truth is about increasing funding for the Housing Trust Fund and supporting capacity building for community development corporations, while the extracted policy focuses on tenant protections and streamlining affordable housing applications. These are different policy mechanisms and commitments, with no meaningful overlap in scope or delivery mechanism."
Austin_US,26,80,"Engage directly with communities vulnerable to displacement, connect them with services, and proactively monitor at-risk affordable housing properties to extend affordability.",Adaptation,sub,Strategy 3: Enhance community engagement for affordable housing and antidisplacement programs,Mitigation,individual,0,0.751,False,False,False,"The extracted policy is directionally aligned with the ground-truth on community engagement and antidisplacement/affordable housing. However, it is much vaguer and misses key specifics from the ground-truth: direct engagement with communities vulnerable to displacement, connecting them with services, and proactive monitoring of at-risk affordable housing properties to extend affordability. Without those mechanisms, it does not fully match the scope and specificity."
Austin_US,31,82,"Create comprehensive, user-friendly resources connecting community members with free transportation options, including expanded free transit access.",Mitigation,sub,Strategy 2: Promote free transportation options,Mitigation,individual,0,0.6534,False,False,True,"The extracted policy is directionally aligned with the ground-truth because it references promoting free transportation options. However, it is much less specific and omits key elements from the ground-truth: creating comprehensive, user-friendly resources, connecting community members to those options, and the inclusion of expanded free transit access. With no source excerpt to verify exact wording, this is a partial but vague match rather than a complete one."
Austin_US,34,85,Provide free or reduced-price bicycles and bicycle training for communities of color and train police officers on bicycle laws and racial profiling.,Mitigation,sub,Strategy 5: Enhance bicycle education and training,Mitigation,individual,0,0.6149,False,False,True,"The extracted policy is directionally related to bicycle education/training, but it misses most of the ground-truth specificity and scope. It does not capture the commitment to provide free or reduced-price bicycles, the focus on communities of color, or the training of police officers on bicycle laws and racial profiling. With no source excerpt provided, accuracy to the document cannot be verified beyond this mismatch. Overall, it is a vague partial match rather than a full match."
Austin_US,35,86,Update the city's Sidewalk Plan and Urban Trails Plan with an emphasis on equity and meaningful community engagement.,Mitigation,sub,"Strategy 6: Improve sidewalks, urban trails, and crossings",Resource Efficiency,individual,0,0.6765,False,False,False,"The extracted policy is directionally aligned with the ground-truth because it addresses sidewalks and urban trails, and likely related pedestrian infrastructure. However, it misses key specifics from the ground-truth: there is no mention of updating the Sidewalk Plan and Urban Trails Plan, nor the emphasis on equity and meaningful community engagement. Without those core elements, the match is only partial and too vague for a full score."
Austin_US,39,88,"Complete an Electric Vehicle Community Needs Assessment to identify mobility, electrification, and justice needs and inform an EV adoption growth plan.",Mitigation,sub,Strategy 1: Conduct an EV Community Needs Assessment,Mitigation,individual,0,0.7346,False,False,True,"The extracted policy matches the core action in the ground truth—conducting an EV Community Needs Assessment—but it is less specific. It omits key details that the assessment is meant to identify mobility, electrification, and justice needs and that it will inform an EV adoption growth plan. With no source excerpt provided, the extraction appears directionally correct but incomplete rather than fully matching."
Austin_US,40,89,"Collaborate with community partners to create inclusive, accessible incentives for buying or leasing electric vehicles, prioritizing low-income communities, communities of color, and areas with limited transit access.",Mitigation,sub,Strategy 2: Create equitable incentives for buying and leasing EVs,Resource Efficiency,individual,0,0.7359,False,False,False,"The extracted policy matches the general intent of the ground-truth—creating equitable incentives for buying and leasing EVs—but it omits important specifics. It does not mention collaboration with community partners, accessibility/inclusivity, or the prioritization of low-income communities, communities of color, and areas with limited transit access. With no source excerpt provided, the comparison is limited to ground-truth vs. extraction; the extraction is directionally correct but too vague to count as a full match."
Austin_US,41,90,Partner with mobility authorities to offer reduced or eliminated toll rates for low-income communities and communities of color who drive EVs from the Eastern Crescent to central Austin.,Mitigation,sub,Strategy 3: Reduce tolls for EVs in the Eastern Crescent,Mitigation,individual,0,0.6813,False,False,True,"The extracted policy is directionally aligned with the ground-truth on reducing tolls for EVs in the Eastern Crescent, but it omits key specificity and scope. It does not mention partnering with mobility authorities, the reduced or eliminated rates, the targeted beneficiaries (low-income communities and communities of color), or the travel corridor to central Austin. Without those core details, the match is only partial rather than exact."
Austin_US,42,91,Create an electric bike and car-sharing program centered on low-income communities and communities of color to provide low-cost zero-emissions mobility.,Mitigation,sub,Strategy 4: Launch an e-bike and electric car-sharing program,Resource Efficiency,individual,0,0.7286,False,False,False,"The extracted policy matches the core topic of launching an e-bike and electric car-sharing program, but it omits key specificity and equity scope from the ground truth: it does not mention centering the program on low-income communities and communities of color, nor the purpose of providing low-cost zero-emissions mobility. With no source excerpt provided, this is directionally correct but incomplete rather than a full match."
Austin_US,43,92,"Encourage public sector fleets in the Austin-Round Rock-San Marcos region to commit to buying 100% electric vehicles when available, cost-competitive, and operationally suitable.",Mitigation,sub,Strategy 5: Electrify public sector fleet vehicles,Mitigation,individual,0,0.6716,False,False,True,"The extracted policy is directionally aligned with the ground-truth because it concerns electrifying public sector fleet vehicles. However, it is much less specific: it omits the regional scope (Austin-Round Rock-San Marcos), the commitment framing ('encourage' fleets to commit), the 100% electric purchasing target, and the important conditions ('when available, cost-competitive, and operationally suitable'). With no source excerpt provided, there is no basis to confirm stronger specificity or binding language. Thus this is a vague but generally correct match."
Austin_US,44,93,"By 2030, transition 100% of gig, rideshare, public health, and delivery vehicle fleets to electric, beginning with private fleets in the Eastern Crescent using pilots, support, regulation, incentives, and education.",Mitigation,sub,Strategy 6: Electrify private sector fleet vehicles,Mitigation,parent,0,0.6382,False,False,True,"The extracted policy matches the general direction of the ground-truth—electrifying fleet vehicles, especially private sector fleets—but it omits nearly all key specifics. It does not include the 100% target, the 2030 deadline, the covered fleet types (gig, rideshare, public health, delivery), the geographic focus on the Eastern Crescent, or the delivery mechanisms (pilots, support, regulation, incentives, education). It is directionally correct but too vague to count as a full match."
Austin_US,52,95,Austin will continue to pilot and early-adopt emerging transportation electrification technologies and ensure low-income communities and communities of color access the benefits first.,Mitigation,sub,"Prioritize working with local rideshare cooperatives and nonprofits serving low-income communities and communities of color. By 2030, Austin has a compelling and equitably distributed mix of level 1, 2, and DC fast charging infrastructure to accommodate 40% of total vehicle miles traveled in the city. This translates to 226 megawatts of electrical load and could mean more than 37,000 charging ports.",Mitigation,sub,-1,0.7007,False,True,True,"The extracted policy does not match the ground-truth policy’s core commitment. The ground truth is about continuing to pilot and early-adopt emerging transportation electrification technologies, with benefits reaching low-income communities and communities of color first. The extracted policy instead focuses on rideshare/nonprofit partnerships and a 2030 charging infrastructure buildout with quantified targets (40% VMT, 226 MW, 37,000 ports). While both mention equity for low-income communities and communities of color, the main scope, mechanism, and commitment are different, so this is not a meaningful match."
Austin_US,46,96,"Continue to incentivize EV charging installation by the city, businesses, manufacturers, and third parties to create a low-cost, reliable network accessible to all.",Mitigation,sub,"Strategy 1: Create a network with more low-cost, accessible charging stations",Mitigation,individual,0,0.6732,False,False,True,"The extracted policy matches the general intent of expanding a low-cost, accessible EV charging network, which aligns with the ground-truth. However, it omits important specificity and mechanism details: there is no mention of continuing incentives, the involvement of the city, businesses, manufacturers, and third parties, or the reliability component. With no source excerpt provided, accuracy cannot be further verified. Directionally correct but too vague and incomplete for a full match."
Austin_US,47,97,"By 2030, build a network of intelligent charging that supports grid reliability, resilience, efficiency, lower emissions, accessibility, and lower costs, and incentivize internet-connected charging infrastructure.",Mitigation,sub,Strategy 2: Incentivize internet-connected smart charging,Mitigation,individual,0,0.6537,False,False,True,"The extracted policy captures the core mechanism of the ground-truth policy—""incentivize internet-connected charging infrastructure""—and is directionally aligned with ""smart charging."" However, it omits key specifics from the ground truth, including the 2030 deadline, the broader commitment to build a network of intelligent charging, and the intended outcomes for grid reliability, resilience, efficiency, emissions, accessibility, and costs. With no source excerpt provided to verify wording, this is a partial but underspecified match."
Austin_US,48,98,Adopt new energy and building codes that address future EV charging needs and lower barriers to installing charging infrastructure more equitably.,Mitigation,sub,Strategy 3: Adopt new energy and building codes,Mitigation,individual,0,0.682,False,False,True,"The extracted policy matches the general action in the ground-truth ('Adopt new energy and building codes') but omits the key specifics and scope: addressing future EV charging needs and lowering barriers to installing charging infrastructure more equitably. Without those details, it is directionally correct but too vague to count as a full match."
Austin_US,51,100,"The city will lead creation of a regional coalition of government, business, and community stakeholders to support EV adoption in the five-county metropolitan area.",Mitigation,sub,Strategy 1: Create a regional coalition to support EVs,Mitigation,parent,0,0.7028,False,False,True,"The extracted policy matches the general intent of the ground-truth: creating a regional coalition to support EV adoption. However, it omits important specificity from the ground-truth, including that the city will lead the effort, the coalition’s membership (government, business, and community stakeholders), and the geographic scope (the five-county metropolitan area). With no source excerpt provided, this is directionally correct but underspecified rather than a full match."
Austin_US,54,107,Create a robust electric transportation economic cluster in Central Texas by supporting new and existing local EV supply-chain companies.,Mitigation,sub,Strategy 4: Expand the EV-related business ecosystem,Mitigation,parent,0,0.6027,False,False,True,"The extracted policy is directionally aligned with the ground-truth: both concern strengthening the EV business/supply-chain ecosystem. However, it is much vaguer and omits key specifics from the ground-truth, including the geographic scope (Central Texas), the economic-cluster framing, and the mechanism of supporting new and existing local EV supply-chain companies. With no source excerpt provided, this cannot be verified further, so the match is only partial."
Austin_US,56,110,"Apply a purchasing framework, support supply-chain infrastructure, and build a regional food system network to increase institutional and corporate procurement of pro-climate, pro-health food options.",Mitigation,sub,Strategy 1: Support institutional food purchasing,Mitigation,individual,0,0.6572,False,False,True,"The extracted policy is directionally aligned with the ground-truth because it refers to supporting institutional food purchasing, which is part of the intended policy area. However, it is much less specific: it omits the purchasing framework, support for supply-chain infrastructure, the regional food system network, and the goal of increasing institutional and corporate procurement of pro-climate, pro-health food options. With no source excerpt provided, there is no basis to confirm stronger commitment language. Overall, it captures the general intent but misses key mechanisms and scope."
Austin_US,58,113,"Develop community-driven programs and tools to equitably engage and empower Austin communities to make affordable and culturally relevant pro-climate, pro-health food choices.",Mitigation,sub,"Join or develop a program similar to Zero Foodprint to generate funding to support local food organizations and producers who contribute to a pro-climate, pro-health food system.",Mitigation,sub,0,0.6625,False,True,True,"The extracted policy is directionally related to supporting a pro-climate, pro-health food system, but it does not match the ground-truth policy’s core commitment. The ground truth emphasizes community-driven programs and tools that equitably engage and empower Austin communities to make affordable and culturally relevant food choices. The extracted policy instead focuses on joining or developing a funding program like Zero Foodprint to support local food organizations and producers. This captures a possible delivery mechanism for supporting the food system, but misses the central elements of community engagement, equity, affordability, cultural relevance, and consumer choice empowerment. With no source excerpt provided to verify wording, this is best graded as an imprecise partial match rather than a contradiction."
Austin_US,80,114,"Support farmers starting regenerative agriculture by providing access to land and other resources, prioritizing farmers of color.",Nature-Based Solutions,sub,Create a subsidized community-supported agriculture model for local regenerative food producers who employ low-income communities and communities of color.,Mitigation,sub,0,0.6716,False,True,False,"The extracted policy is directionally related to supporting regenerative agriculture and mentions communities of color, but it does not match the ground-truth closely. The ground-truth specifically commits to supporting farmers beginning regenerative agriculture by providing access to land and other resources, with prioritization for farmers of color. The extracted policy instead proposes a subsidized community-supported agriculture model for local producers and adds employment of low-income communities, which changes both the mechanism and target beneficiaries. Because the core intent overlaps only partially and key details are altered, this is an imprecise match rather than a full one."
Austin_US,57,118,"Implement community-driven programs to incentivize and promote more affordable and culturally relevant pro-climate, pro-health prepared and retail food choices while minimizing displacement.",Mitigation,sub,"Enhance incentives to make pro-climate, pro-health food choices more affordable, for example, at farmers' markets.",Mitigation,sub,0,0.7212,False,True,True,"The extracted policy aligns with the general intent of the ground-truth—using incentives to make pro-climate, pro-health food choices more affordable. However, it omits several important elements: the community-driven program aspect, the culturally relevant and prepared/retail food focus, and the explicit goal of minimizing displacement. The example of farmers' markets is narrower than the broader ground-truth scope. With no source excerpt provided to verify exact wording, this is directionally correct but lacks key specificity and scope."
Austin_US,59,119,"Conduct a food waste root cause analysis and implement changes to increase food waste reduction practices by 50% across single-family, multi-family, and commercial properties.",Mitigation,sub,Strategy 4: Conduct a food waste root cause analysis,Mitigation,individual,0,0.7575,False,False,True,"The extracted policy matches the core action of the ground-truth—conducting a food waste root cause analysis—but omits the key implementation commitment and specificity. It does not include the requirement to implement changes, the quantified target of increasing food waste reduction practices by 50%, or the scope across single-family, multi-family, and commercial properties. With no source excerpt provided to verify wording, this is directionally correct but materially incomplete."
Austin_US,61,120,Develop a methodology to measure lifecycle greenhouse gas emissions and other impacts from non-residential purchasing and establish a baseline for tracking progress.,Adaptation,sub,Strategy 1: Measure institutional lifecycle emissions,Mitigation,individual,0,0.633,False,False,False,"The extracted policy is directionally aligned with the ground-truth because both concern measuring lifecycle emissions at an institutional/non-residential level. However, it is substantially less specific: it omits the focus on non-residential purchasing, does not mention developing a methodology, excludes 'other impacts,' and leaves out establishing a baseline for tracking progress. With no source excerpt provided to verify wording, this is best scored as a partial but vague match rather than a full match."
Austin_US,62,121,Strengthen the City of Austin's Sustainable Procurement Program to serve as a local and national model.,Mitigation,sub,Strategy 2: Strengthen the City's sustainable purchasing program,Mitigation,parent,1,0.7321,True,False,True,"The extracted policy closely matches the ground-truth in scope and intent: 'Strengthen the City's sustainable purchasing program' is effectively equivalent to 'Strengthen the City of Austin's Sustainable Procurement Program.' While it omits the phrase 'to serve as a local and national model,' the core commitment is captured accurately, and neither version includes quantified targets or deadlines. No contradiction or hallucination is present."
