role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
individual,,Require EV-ready parking in new residential buildings (5+ units) and non-residential buildings (30+ spaces) at 20% of parking spaces under the EV Readiness Ordinance.,"“EV Readiness Ordinance, 2020: This  ordinance requires new construction of a residential building with 5 or more units and on-site parking to have 20% of parking spaces EV Ready, and in non-residential buildings with 30 or more parking spaces to provide 20% of parking spaces as EV ready.”",CLIMATE FINANCING AND DELIVERY CAPACITY,Binding ordinance with numeric requirements; supports vehicle electrification readiness.,Mitigation,False,direct,
individual,,Allocate $188 million for climate resiliency and mitigation as part of the Chicago Recovery Plan.,"“In October 2021, Chicago's City Council approved $188 million for climate resiliency and mitigation, as part of Mayor Lori Lightfoot's $2.5 billion Chicago Recovery Plan. This historic level of investment toward climate action will provide funding for resilient infrastructure and green workforce development opportunities.”",CLIMATE FINANCING AND DELIVERY CAPACITY,Budget appropriation with explicit climate purpose; qualifies as a financial instrument.,Adaptation,True,direct,Mitigation
individual,,Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities (Chicago Recovery Plan).,“Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities. This programwill support existing building retrofits andin-unit inter - ventions led by Chicago's Department of Housing.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded program deliverable with quantified units; clear building decarbonization action.,Mitigation,True,direct,Resource Efficiency
individual,,Retrofit and decarbonize 250 low- or moderate-income homes in underserved communities (Chicago Recovery Plan).,“Retrofitanddecarbonize250LMIhomesinunderservedcommunities.Thisprogram willsupportexistingbuildingretrofitsandin-homeinterventionsledbytheDepartment of Housing.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded program deliverable with quantified homes; clear decarbonization intervention.,Mitigation,True,direct,Resource Efficiency
individual,,Complete deep retrofits in at least 10 community anchor buildings and develop a network of resiliency hubs (Neighborhood Power Project Expansion).,“Completedeepretrofits in at least 10 communityanchorbuildings in neighborhoods that lack access to existing capital improvement funds. The project will decrease the energy burden on organizations and provide critical services to underserved communities.Thisprogramaimstodevelopanetworkofresiliencyhubsthroughout Chicagoandprovideenergyeducationservicesandshelterduringextremeweather.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"Funded, quantified retrofit deliverable plus explicit resiliency hub objective; combines mitigation and resilience.",Adaptation,True,direct,Mitigation
individual,,Enable retrofits and install solar panels at up to 10 Chicago Public Libraries (Library Power Project).,"“Enable retrofits and install solar panels at up to 10 Chicago Public Libraries, mini - mizingutilitycostsandensuringthatwesustainourlibraryassetsforthelongterm.”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded project with quantified sites; includes efficiency retrofits and renewable generation.,Mitigation,True,direct,Resource Efficiency
individual,,"Generate community solar energy to power at least hundreds of households, prioritizing subscriptions in environmental justice/frontline/underserved communities (Community Solar on Industrial Roofs).","“Generate solar energy to power at least hundreds of households via a community solarinanindustrialcommunity.Communitysolarsubscriptionstobeprioritizedin environmental justice, frontline, and/or underserved communities that are in close proximity to the site (s).”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded renewable energy project with defined beneficiary prioritization; quantified at least 'hundreds of households' (imprecise but still a concrete deliverable).,Mitigation,True,direct,
individual,,"Plant 75,000 trees over 5 years in underserved community areas (Expand Canopy Coverage).","“Plant 75,000 trees over 5 years in underserved community areas.”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"Funded, quantified nature-based deliverable with timeframe.",Nature-Based Solutions,True,direct,Adaptation
individual,,Install green alleys and targeted green infrastructure flood mitigation projects in flood-burdened communities (Community Green Infrastructure Investments).,“Install green alleys anddeveloptargeted green infrastructure flood mitigation projects in flood-burdened communities.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded infrastructure intervention explicitly for flood mitigation; clear adaptation mechanism using green infrastructure.,Nature-Based Solutions,True,direct,Adaptation
individual,,Install new community compost collection hubs in neighborhoods underserved by organics collection services (Community Composting Pilot).,“Install new community compost collection hubs in neighborhoods underserved by organics collection services.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded pilot with specific intervention (compost hubs); supports methane avoidance via organics diversion.,Mitigation,True,direct,
individual,,"Invest in municipal fleet electrification combined with EV charging, prioritizing fleet electrification in pollution-burdened neighborhoods (City Fleet and Building Decarbonization).",“Invest in municipal fleet electrification combinedwithelectric vehicle charging. This program will prioritize fleet electrification in pollution-burdened neighborhoods.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded investment with explicit prioritization and defined intervention (fleet electrification + charging).,Mitigation,True,direct,
individual,,"Expand bike/micromobility infrastructure and walkability investments and provide 5,000 bikes, helmets, and locks to underserved Chicagoans (Low-Carbon Mobility Projects).","“Expansion of bike and micromobility infrastructure and walkability investments in priority communities. This project will provide 5,000 bikes, helmets, and locks to underserved Chicagoans.”",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded program with quantified deliverables; supports mode shift and emissions reduction.,Mitigation,True,direct,
individual,,Invest in a citywide air monitoring network and partial remediation of the former Schroud Superfund site (Air Quality Monitoring and Land Remediation Project).,“Investment in a Citywide air monitoring network and partial remediation of the former Schroud Superfund site.”,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,"Funded environmental monitoring/remediation project; climate link is indirect (air quality and EJ), but included as part of climate plan investments.",Adaptation,True,indirect,
individual,,Reduce Chicago’s GHG emissions by a minimum of 62% by 2040 (from 2017 inventory levels).,"“The 2022 CAP aims to chart an equitable path to reduce Chicago's GHG emissions by a minimum of 62% by 2040. Following the principles defined in this plan, this pathway prioritizes improving the lives of all Chicagoans by promoting environmental justice, generating household savings, improving community health, transitioning away from fossil-fuel dependency, and ensuring that all Chicago communities are prepared for the undeniable impacts of climate change, by 2040.”",GHG REDUCTION Chicago's TARGETS,Quantified citywide emissions target with deadline; core mitigation policy.,Mitigation,False,direct,
parent,,Pillar 1 Strategy 1: Retrofit buildings.,"“1 Increase access to utility savings and renewable energy, prioritizing households | 1. Retrofit buildings | A. Retrofit residential buildings with 4 or fewer units:20% by 2030 and 50%by2040, prioritizing low- or moder- ate-income households B. Retrofit 20%of total 5+ unit residential buildings by 2030 C. Retrofit 20%of total industrial buildings by 2030 D. Retrofit90%oftotalCity-ownedandsisteragen - cy-owned buildings by 2035 E. Retrofit 20%of total commercial buildings by 2035”",CLIMATE ACTION STRATEGIES,Named strategy with multiple lettered sub-actions; extract as parent per hierarchy rules.,Resource Efficiency,False,direct,
sub,Pillar 1 Strategy 1: Retrofit buildings.,"Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 2040, prioritizing low- or moderate-income households.","“Retrofit residential buildings with 4 or fewer units: 20% by 2030 and 50% by 2040, prioritizing low- or moder- ate-income households”",CLIMATE ACTION STRATEGIES,Quantified retrofit targets with deadlines and prioritization; clear efficiency intervention.,Resource Efficiency,False,direct,
sub,Pillar 1 Strategy 1: Retrofit buildings.,Retrofit 20% of total 5+ unit residential buildings by 2030.,“Retrofit 20%of total 5+ unit residential buildings by 2030”,CLIMATE ACTION STRATEGIES,Quantified retrofit target with deadline; clear efficiency policy action.,Resource Efficiency,False,direct,
sub,Pillar 1 Strategy 1: Retrofit buildings.,Retrofit 20% of total industrial buildings by 2030.,“Retrofit 20%of total industrial buildings by 2030”,CLIMATE ACTION STRATEGIES,Quantified retrofit target with deadline; clear efficiency policy action.,Resource Efficiency,False,direct,
sub,Pillar 1 Strategy 1: Retrofit buildings.,Retrofit 90% of total City-owned and sister agency-owned buildings by 2035.,“Retrofit90%oftotalCity-ownedandsisteragen - cy-owned buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified retrofit target with deadline; applies to public portfolio.,Resource Efficiency,False,direct,
sub,Pillar 1 Strategy 1: Retrofit buildings.,Retrofit 20% of total commercial buildings by 2035.,“Retrofit 20%of total commercial buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified retrofit target with deadline; clear efficiency policy action.,Resource Efficiency,False,direct,
parent,,Pillar 1 Strategy 2: Connect communities to renewable energy.,"“1 Increase access to utility savings and renewable energy, prioritizing households | 2. Connect communities to renewable energy | A. Install 5 megawatts of co-owned community solar proj- ects by 2025 B. Increase Chicago-based community renewables to 20 megawatts by 2025 C. Increase community renewables subscriptions to achieve 25%subscribed by low-income and/or environ- mental justice low-income residents by 2030”",CLIMATE ACTION STRATEGIES,Named strategy with lettered sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 1 Strategy 2: Connect communities to renewable energy.,Install 5 megawatts of co-owned community solar projects by 2025.,“Install 5 megawatts of co-owned community solar proj- ects by 2025”,CLIMATE ACTION STRATEGIES,Quantified renewable energy deployment target with deadline.,Mitigation,False,direct,
sub,Pillar 1 Strategy 2: Connect communities to renewable energy.,Increase Chicago-based community renewables to 20 megawatts by 2025.,“Increase Chicago-based community renewables to 20 megawatts by 2025”,CLIMATE ACTION STRATEGIES,Quantified renewable energy target with deadline.,Mitigation,False,direct,
sub,Pillar 1 Strategy 2: Connect communities to renewable energy.,Increase community renewables subscriptions to achieve 25% subscribed by low-income and/or environmental justice low-income residents by 2030.,“Increase community renewables subscriptions to achieve 25%subscribed by low-income and/or environ- mental justice low-income residents by 2030”,CLIMATE ACTION STRATEGIES,Quantified participation target with deadline and equity focus.,Mitigation,False,direct,
parent,,Pillar 2 Strategy 1: Reduce waste and landfilling.,"“2 Build circular economies to create jobs and reduce waste | 1. Reduce waste and landfilling | A. Introduce community-wide organic waste collection and decomposition by 2025 B. Implement equitable waste source prevention strategies by 2030 C. Divert 90%ofcommercial, industrial, and institutional waste by 2030 D. Divert 75%of construction and demolition waste by 2030 E. Enable building design for disassembly and reuse by 2035 F. Divert 90%ofresidential waste by 2040”",CLIMATE ACTION STRATEGIES,Named strategy with multiple lettered sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 2 Strategy 1: Reduce waste and landfilling.,Introduce community-wide organic waste collection and decomposition by 2025.,“Introduce community-wide organic waste collection and decomposition by 2025”,CLIMATE ACTION STRATEGIES,Specific intervention with deadline; reduces landfill methane.,Mitigation,False,direct,
sub,Pillar 2 Strategy 1: Reduce waste and landfilling.,Implement equitable waste source prevention strategies by 2030.,“Implement equitable waste source prevention strategies by 2030”,CLIMATE ACTION STRATEGIES,Time-bound commitment to implement prevention strategies; somewhat broad but anchored by deadline and strategy type.,Mitigation,False,direct,
sub,Pillar 2 Strategy 1: Reduce waste and landfilling.,"Divert 90% of commercial, industrial, and institutional waste by 2030.","“Divert 90%ofcommercial, industrial, and institutional waste by 2030”",CLIMATE ACTION STRATEGIES,Quantified diversion target with deadline.,Mitigation,False,direct,
sub,Pillar 2 Strategy 1: Reduce waste and landfilling.,Divert 75% of construction and demolition waste by 2030.,“Divert 75%of construction and demolition waste by 2030”,CLIMATE ACTION STRATEGIES,Quantified diversion target with deadline; reduces embodied emissions via reuse/recycling.,Resource Efficiency,False,direct,
sub,Pillar 2 Strategy 1: Reduce waste and landfilling.,Enable building design for disassembly and reuse by 2035.,“Enable building design for disassembly and reuse by 2035”,CLIMATE ACTION STRATEGIES,Specific design-for-reuse commitment with deadline; resource efficiency mechanism.,Resource Efficiency,False,direct,
sub,Pillar 2 Strategy 1: Reduce waste and landfilling.,Divert 90% of residential waste by 2040.,“Divert 90%ofresidential waste by 2040”,CLIMATE ACTION STRATEGIES,Quantified diversion target with deadline.,Mitigation,False,direct,
parent,,"Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips.","“1. Makewalking, biking, or transit viable options for all trips | A. Expand high-quality and low-stress on-street bikeways and off-street trails B. Increase Divvy bikes and shared micromobility trips30% by 2030 C. Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45%ofall trips by 2040”",CLIMATE ACTION STRATEGIES,Named strategy with sub-actions; extract as parent.,Mitigation,False,direct,
sub,"Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips.",Expand high-quality and low-stress on-street bikeways and off-street trails.,“Expand high-quality and low-stress on-street bikeways and off-street trails”,CLIMATE ACTION STRATEGIES,Specific infrastructure expansion action (though not quantified in the table line itself).,Mitigation,False,direct,
sub,"Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips.",Increase Divvy bikes and shared micromobility trips 30% by 2030.,“Increase Divvy bikes and shared micromobility trips30% by 2030”,CLIMATE ACTION STRATEGIES,Quantified mode-shift target with deadline.,Mitigation,False,direct,
sub,"Pillar 3 Strategy 1: Make walking, biking, or transit viable options for all trips.","Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45% of all trips by 2040.","“Enable Chicagoans to walk, bike, take transit, or use shared micromobility for 45%ofall trips by 2040”",CLIMATE ACTION STRATEGIES,Quantified mode-share target with deadline; clear mitigation via VMT reduction.,Mitigation,False,direct,
parent,,Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development.,"“2. Increase transit performance and encourage equitable transit-oriented development | A. Update land use policies to encourage sustainable devel- opment, accessibility, and street safety by 2023 B. Expand use of commuter benefits by 2024 C. Require transportation demandmanagementplans for newdevelopment by 2025 D. Update citywide car and bike parking requirements by 2025”",CLIMATE ACTION STRATEGIES,Named strategy with multiple sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development.,"Update land use policies to encourage sustainable development, accessibility, and street safety by 2023.","“Update land use policies to encourage sustainable devel- opment, accessibility, and street safety by 2023”",CLIMATE ACTION STRATEGIES,Time-bound policy update commitment; land use lever for VMT reduction.,Mitigation,False,direct,
sub,Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development.,Expand use of commuter benefits by 2024.,“Expand use of commuter benefits by 2024”,CLIMATE ACTION STRATEGIES,Time-bound action to expand commuter benefits; supports transit uptake.,Mitigation,False,indirect,
sub,Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development.,Require transportation demand management plans for new development by 2025.,“Require transportation demandmanagementplans for newdevelopment by 2025”,CLIMATE ACTION STRATEGIES,Regulatory requirement with deadline; reduces single-occupancy trips.,Mitigation,False,direct,
sub,Pillar 3 Strategy 2: Increase transit performance and encourage equitable transit-oriented development.,Update citywide car and bike parking requirements by 2025.,“Update citywide car and bike parking requirements by 2025”,CLIMATE ACTION STRATEGIES,Time-bound zoning/parking reform action; supports mode shift and emissions reduction.,Mitigation,False,direct,
parent,,Pillar 3 Strategy 3: Enable zero-emission transit and fleets.,“3. Enable zero- emission transit and fleets | B. Support equitable electrification of ride-hail and taxi fleets by 2030 C. Enable 100% electrification of delivery fleets by 2035 D. Electrify 100%oftheCity's fleetby2035 E. Achieve zero-emission transit fleets across Chicagoland by 2040”,CLIMATE ACTION STRATEGIES,Named strategy with multiple sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 3 Strategy 3: Enable zero-emission transit and fleets.,Support equitable electrification of ride-hail and taxi fleets by 2030.,“Support equitable electrification of ride-hail and taxi fleets by 2030”,CLIMATE ACTION STRATEGIES,Time-bound fleet electrification commitment.,Mitigation,False,direct,
sub,Pillar 3 Strategy 3: Enable zero-emission transit and fleets.,Enable 100% electrification of delivery fleets by 2035.,“Enable 100% electrification of delivery fleets by 2035”,CLIMATE ACTION STRATEGIES,Quantified (100%) electrification target with deadline.,Mitigation,False,direct,
sub,Pillar 3 Strategy 3: Enable zero-emission transit and fleets.,Electrify 100% of the City's fleet by 2035.,“Electrify 100%oftheCity's fleetby2035”,CLIMATE ACTION STRATEGIES,Quantified (100%) municipal fleet electrification target with deadline.,Mitigation,False,direct,
sub,Pillar 3 Strategy 3: Enable zero-emission transit and fleets.,Achieve zero-emission transit fleets across Chicagoland by 2040.,“Achieve zero-emission transit fleets across Chicagoland by 2040”,CLIMATE ACTION STRATEGIES,Regional transit fleet target with deadline; clear mitigation action.,Mitigation,False,direct,
parent,,Pillar 4 Strategy 1: 100% clean renewable energy.,"“1. 100%clean renewable energy | A. Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030 B. Install 30 megawatts of clean renewable energy projects on City property by 2030 C. Achieve 100%clean renewable energy community-wide by 2035”",CLIMATE ACTION STRATEGIES,Named strategy with multiple quantified sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 4 Strategy 1: 100% clean renewable energy.,"Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030.","“Aggregate 5,000 megawatts of clean renewable energy within a 250-mile radius of Chicago by 2030”",CLIMATE ACTION STRATEGIES,Quantified renewable procurement/development target with deadline and geographic scope.,Mitigation,False,direct,
sub,Pillar 4 Strategy 1: 100% clean renewable energy.,Install 30 megawatts of clean renewable energy projects on City property by 2030.,“Install 30 megawatts of clean renewable energy projects on City property by 2030”,CLIMATE ACTION STRATEGIES,Quantified renewable installation target with deadline.,Mitigation,False,direct,
sub,Pillar 4 Strategy 1: 100% clean renewable energy.,Achieve 100% clean renewable energy community-wide by 2035.,“Achieve 100%clean renewable energy community-wide by 2035”,CLIMATE ACTION STRATEGIES,Quantified (100%) clean electricity target with deadline.,Mitigation,False,direct,
parent,,Pillar 4 Strategy 2: Enable building and personal vehicle electrification.,“2. Enable buildingand personal vehicle electrification | A. Enact policies that support electrified renovations and newconstruction by 2023 B. Electrify 30%oftotal existing residential buildings by 2035 C. Electrify 20%oftotal existing industrial buildings by 2035 D. Electrify 10%of total existing commercial buildings by 2035 E. Electrify 90%oftotal existing City-owned buildings by 2035”,CLIMATE ACTION STRATEGIES,Named strategy with multiple quantified sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification.,Enact policies that support electrified renovations and new construction by 2023.,“Enact policies that support electrified renovations and newconstruction by 2023”,CLIMATE ACTION STRATEGIES,Time-bound policy enactment commitment; supports electrification.,Mitigation,False,direct,
sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification.,Electrify 30% of total existing residential buildings by 2035.,“Electrify 30%oftotal existing residential buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline.,Mitigation,False,direct,
sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification.,Electrify 20% of total existing industrial buildings by 2035.,“Electrify 20%oftotal existing industrial buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline.,Mitigation,False,direct,
sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification.,Electrify 10% of total existing commercial buildings by 2035.,“Electrify 10%of total existing commercial buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline.,Mitigation,False,direct,
sub,Pillar 4 Strategy 2: Enable building and personal vehicle electrification.,Electrify 90% of total existing City-owned buildings by 2035.,“Electrify 90%oftotal existing City-owned buildings by 2035”,CLIMATE ACTION STRATEGIES,Quantified electrification target with deadline for public buildings.,Mitigation,False,direct,
parent,,Pillar 4 Strategy 3: Align building codes and standards with climate best practices.,"“3. Align building codes and standards with climate best practices | A. Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023 B. Enable net-zero-carbon construction by 2040”",CLIMATE ACTION STRATEGIES,Named strategy with sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 4 Strategy 3: Align building codes and standards with climate best practices.,"Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023.","“Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023”",CLIMATE ACTION STRATEGIES,Time-bound policy strengthening action; nature-based/greening intervention explicitly stated.,Nature-Based Solutions,False,direct,Adaptation
sub,Pillar 4 Strategy 3: Align building codes and standards with climate best practices.,Enable net-zero-carbon construction by 2040.,“Enable net-zero-carbon construction by 2040”,CLIMATE ACTION STRATEGIES,Time-bound commitment to enable net-zero-carbon construction; clear mitigation target.,Mitigation,False,direct,
parent,,Pillar 4 Strategy 4: Decommission fossil power.,“4. Decommission fossil power | A. Develop a fossil-fuel plants transition strategy by 2024”,CLIMATE ACTION STRATEGIES,Named strategy with a specific sub-action; extract as parent.,Mitigation,False,direct,
sub,Pillar 4 Strategy 4: Decommission fossil power.,Develop a fossil-fuel plants transition strategy by 2024.,“Develop a fossil-fuel plants transition strategy by 2024”,CLIMATE ACTION STRATEGIES,Time-bound commitment to develop a transition strategy for fossil plants; mitigation-focused.,Mitigation,False,direct,
parent,,Pillar 4 Strategy 5: Enable interconnection and storage.,"“5. Enable interconnection | A. Ensure 150 megawatts of energy storage by 2025 B. Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040”",CLIMATE ACTION STRATEGIES,Named strategy with quantified sub-actions; extract as parent.,Mitigation,False,direct,
sub,Pillar 4 Strategy 5: Enable interconnection and storage.,Ensure 150 megawatts of energy storage by 2025.,“Ensure 150 megawatts of energy storage by 2025”,CLIMATE ACTION STRATEGIES,Quantified storage capacity target with deadline; supports renewable integration.,Mitigation,False,direct,Adaptation
sub,Pillar 4 Strategy 5: Enable interconnection and storage.,"Encourage 1,000 megawatts of new energy demand reduction by 2030, and 3,000 megawatts by 2040.","“Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040”",CLIMATE ACTION STRATEGIES,Quantified demand reduction targets with deadlines; efficiency/demand response mechanism.,Resource Efficiency,False,direct,Adaptation
parent,,Pillar 5 Strategy 1: Collect relevant data.,“5 | 1. Collect relevant data | A. Report energy burden by community area by 2023 B. Develop a water and soil quality measurement and miti- gation strategy by 2023 C. Establish a robust outdoor air quality monitoring network by 2025”,CLIMATE ACTION STRATEGIES,Named strategy with sub-actions; extract as parent.,Adaptation,False,indirect,
sub,Pillar 5 Strategy 1: Collect relevant data.,Report energy burden by community area by 2023.,“Report energy burden by community area by 2023”,CLIMATE ACTION STRATEGIES,Time-bound reporting commitment; supports equity-focused climate implementation.,Adaptation,False,indirect,
sub,Pillar 5 Strategy 1: Collect relevant data.,Develop a water and soil quality measurement and mitigation strategy by 2023.,“Develop a water and soil quality measurement and miti- gation strategy by 2023”,CLIMATE ACTION STRATEGIES,Time-bound strategy development with explicit mitigation component for environmental quality.,Adaptation,False,indirect,
sub,Pillar 5 Strategy 1: Collect relevant data.,Establish a robust outdoor air quality monitoring network by 2025.,“Establish a robust outdoor air quality monitoring network by 2025”,CLIMATE ACTION STRATEGIES,Time-bound commitment to establish monitoring network; supports tracking pollution and climate co-benefits.,Adaptation,False,indirect,
parent,,Pillar 5 Strategy 2: Enable data-driven decision-making.,"“5 | 2. Enable data-driven decision-making | A. Publish clean energy just transition metrics by 2022 B. Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023 C. Develop a Heat Vulnerability Index and integrate into planning and development, community safety, and public health planning processes beginning in 2023 D. Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023 E. Assess and optimize community-level emergency management strategies related to climate preparedness by 2024”",CLIMATE ACTION STRATEGIES,Named strategy with multiple sub-actions; extract as parent.,Adaptation,False,direct,
sub,Pillar 5 Strategy 2: Enable data-driven decision-making.,Publish clean energy just transition metrics by 2022.,“Publish clean energy just transition metrics by 2022”,CLIMATE ACTION STRATEGIES,Time-bound publication of just transition metrics; governance/accountability tool for climate transition.,Adaptation,False,indirect,
sub,Pillar 5 Strategy 2: Enable data-driven decision-making.,Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023.,“Integrate community resilience and climate justice criteria into department-level strategic planning and annual budget setting by 2023”,CLIMATE ACTION STRATEGIES,Time-bound integration into planning and budgeting; institutionalizes resilience/justice criteria.,Adaptation,False,direct,
