role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","Enhance resident and building owner understanding of energy savings opportunities and climate impacts through outreach, communications, benchmarking, and better utility data access.","Enhance resident and building owner understanding of energy savings opportunities, benefits, and climate impacts of energy consumption. This will be done through direct outreach, culturally relevant communications, expanding benchmarking requirements for all existing buildings, and better access to energy and water data.",SUSTAINABLE BUILDINGS,"This is a specific intervention including expanded benchmarking requirements, which is a concrete policy mechanism.",Resource Efficiency,False,direct,Mitigation
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Expand utility consumption information access and streamline whole-building utility data access for building owners.,"Expand information access for utility consumption through billing systems, mobile and web applications, and reporting requirements. Create streamlined processes for building owners to access whole-building utility data to support energy and water reduction goals.",SUSTAINABLE BUILDINGS,This is a concrete operational and reporting commitment under the parent strategy.,Resource Efficiency,False,indirect,
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Create workforce development and training opportunities for students of color and integrate energy education through schools and youth organizations.,"Create workforce development and training opportunities for students of color in schools and universities.

Collaborate with schools, youth-serving, and youth-led organizations to integrate energy education within the curriculum and planned activities.",SUSTAINABLE BUILDINGS,This is a specific educational and workforce intervention tied to building energy goals.,Resource Efficiency,False,indirect,
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Evaluate automated communications systems to facilitate utility data sharing and communication during disasters.,"Collaborate with schools, youth-serving, and youth-led organizations to integrate energy education within the curriculum and planned activities.
- Evaluate ways in which automated communications systems can help facilitate data sharing and communication during disasters.",SUSTAINABLE BUILDINGS,This is a concrete though somewhat exploratory action tied to disaster communication and utility data systems.,Adaptation,False,indirect,Resource Efficiency
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","Achieve net-zero carbon buildings through new building energy codes, amendments, incentives, education, and utility collaboration.","Achieve goal milestones for net-zero carbon buildings through new building energy codes, amendments, and other methods. Engage owners and operators of existing buildings to decarbonize through incentives and education for contractors and occupants.",SUSTAINABLE BUILDINGS,This is a clear regulatory and programmatic commitment under the parent goal.,Mitigation,False,direct,Resource Efficiency
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","Enable high-efficiency, electrified, peak-load-shifting, microgrid, and distributed-generation features in new construction and major renovations through incentives, education, or code amendments.","For new construction and major building renovations, incentives, education, or code amendments will enable a high level of energy efficiency, building systems and appliance electrification, peak-load shifting, microgrids, and distributed generation.

Energy efficiency will be a primary strategy for existing buildings to help reduce energy burden and greenhouse gas emissions, complemented by grid stabilization and equitable rate structures.",SUSTAINABLE BUILDINGS,This is a concrete package of interventions with explicit code and incentive mechanisms.,Mitigation,False,direct,Resource Efficiency
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","Use energy efficiency, on-site renewables, smart technologies, and gas-to-electric replacement to decarbonize existing buildings.","Energy efficiency will be a primary strategy for existing buildings to help reduce energy burden and greenhouse gas emissions, complemented by grid stabilization and equitable rate structures. On-site renewable energy, reducing energy demand, smart building technologies, gas-to-electric equipment replacement, and other natural gas emissions reduction measures will further decarbonize existing buildings.",SUSTAINABLE BUILDINGS,This is a specific decarbonization intervention for existing buildings with named mechanisms.,Mitigation,False,direct,Resource Efficiency
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","Pursue equitable natural gas emissions reduction strategies including renewable natural gas, efficiency programs, leak detection and reduction, and new technologies.","Equitable natural gas emission reduction strategies may include but are not limited to renewable natural gas, expanded energy efficiency programs, system leak detection and reduction, and other new technologies and programs.

Offer incentives to HVAC and water heater distributors and retailers that make lower-carbon options like heat pumps and heat pump water heaters the cheapest options without additional paperwork burden on consumers and business owners.",SUSTAINABLE BUILDINGS,This is a concrete set of named interventions under the building decarbonization strategy.,Mitigation,False,direct,Resource Efficiency
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Offer incentives so lower-carbon HVAC and water-heating options such as heat pumps become the cheapest options for consumers and businesses.,"Offer incentives to HVAC and water heater distributors and retailers that make lower-carbon options like heat pumps and heat pump water heaters the cheapest options without additional paperwork burden on consumers and business owners.

Ensure all new programs are created with equity principles, are guided by community input, and value cultural differences.",SUSTAINABLE BUILDINGS,This is an explicit incentive-based policy and therefore a financial instrument.,Mitigation,True,direct,Resource Efficiency
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Prioritize net-zero carbon buildings in low-income communities and communities of color and expand weatherization services for multifamily residents.,"Collaborate with affordable housing developers, publicserving entities, and small businesses to prioritize net-zero carbon buildings in low-income communities and communities of color. Pursue ways to expand energy services, such as weatherization, to best serve all multi-family residents.",SUSTAINABLE BUILDINGS,This is a concrete prioritization and service-expansion commitment under the parent strategy.,Mitigation,False,direct,Resource Efficiency
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","Create equitable workforce development and training opportunities for emerging building technologies through partnerships with unions, schools, and advocacy organizations.","Prioritize investment in local emissions reduction and create equitable workforce development and training opportunities for emerging technologies by partnering with local unions, education, and advocacy organizations that serve low-income communities and communities of color. Increasing these opportunities can positively impact families, aid in relationship building, and support community capacity to drive decision-making in future projects and programs.",SUSTAINABLE BUILDINGS,This is a specific workforce-development intervention under the building goal.,Mitigation,False,indirect,
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.","Partner with local educational institutions, unions, and advocacy organizations to develop workforce opportunities in emerging building technologies.","Develop workforce opportunities by partnering with local universities and schools, such as Huston-Tillotson University, Austin Community College, Texas State Technical College, and the Career and Technical Education Program at Austin Independent School District, as well as local unions and advocacy organizations.

Pursue partnerships and support from local clean technology companies to help create internships, apprenticeships, training, and employment opportunities for individuals.",SUSTAINABLE BUILDINGS,This is a concrete partnership-based workforce action under the parent strategy.,Mitigation,False,indirect,
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Expand repair programs for elderly and disabled residents by increasing workforce and organizational capacity to ensure health and habitability of affordable and multifamily housing.,"Expand repair programs that serve residents most in need, such as the elderly and those with disabilities, by increasing workforce and organizational capacity. Programs should ensure the health, habitability, and compliance of affordable housing and multi-family units.

Consider scholarships to help with training for low-income communities.",SUSTAINABLE BUILDINGS,This is a concrete housing repair and capacity-building commitment with resilience and equity implications.,Adaptation,False,indirect,
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Consider scholarships to support training for low-income communities in emerging building technologies.,"Expand repair programs that serve residents most in need, such as the elderly and those with disabilities, by increasing workforce and organizational capacity. Programs should ensure the health, habitability, and compliance of affordable housing and multi-family units.

Consider scholarships to help with training for low-income communities.",SUSTAINABLE BUILDINGS,"This is a financial support mechanism for workforce training, though phrased somewhat tentatively.",Mitigation,True,indirect,
sub,"By 2030, achieve net-zero carbon for all new buildings and reduce emissions by 25% for existing buildings while lowering all natural gas-related emissions by 30%.",Create or participate in bulk purchasing programs for lower-carbon technologies for affordable housing and City-supported properties and explore passing discounts to residents and businesses.,"For affordable housing and other City-owned, operated, or funded properties, create or participate in a local or state bulk purchasing program. This will help secure volume price discounts on lower-carbon technologies, such as heat pumps, heat pump water heaters, solar photovoltaic and solar thermal systems, battery storage systems, etc. Explore opportunities with suppliers to pass on discounted pricing to area residents and businesses.",SUSTAINABLE BUILDINGS,This is a concrete procurement and price-reduction policy with explicit financial implications.,Mitigation,True,direct,Resource Efficiency
parent,,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.","By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.

Strategy 1: Capture and destroy old refrigerants",SUSTAINABLE BUILDINGS,"This is a quantified emissions-reduction target with multiple listed strategies beneath it, so it is a parent policy.",Mitigation,False,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.",Develop a refrigerant destruction program that prices older high-ozone-depleting and high-GWP refrigerants to increase capture and safe destruction.,"Develop a refrigerant destruction program that places a price on older high ozone-depleting substances and global warming potential (GWP) refrigerants. The program could be run by the City or a contractor, increasing the capture of old refrigerants and safely destroying harmful gases.",SUSTAINABLE BUILDINGS,"This is a specific program with a pricing mechanism, making it both concrete and financial.",Mitigation,True,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.",Examine feasibility and funding opportunities for a refrigerant destruction program by learning from similar programs in other cities.,"Examine the feasibility of designing and deploying the program.

Explore similar programs in other cities and determine potential funding opportunities.",SUSTAINABLE BUILDINGS,"This is an implementation-oriented commitment under the refrigerant program, though more preparatory than outcome-focused.",Mitigation,False,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.",Advance code amendments and local action to allow and encourage low- and no-GWP refrigerants as soon as feasible.,"Closely follow developments in revised building codes that allow the use of low and no GWP refrigerants, such as California's state building code changes and U.S. Green Building Council ® policies, and move forward with code amendments and other local action as soon as feasible.",SUSTAINABLE BUILDINGS,This is a regulatory commitment tied to cleaner refrigerants.,Mitigation,False,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.",Partner with innovators and leverage market trends to stimulate voluntary adoption of low- to no-GWP refrigerants.,"In the meantime, partner with organizations that are innovators in low to no GWP refrigerants and highlight successes in marketing efforts.

Leverage any market trends to stimulate voluntary action.",SUSTAINABLE BUILDINGS,This is a specific voluntary-market strategy under the refrigerant goal.,Mitigation,False,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.","Create incentives for refrigerant leak detection, prevention, and repair across food retail, warehousing, and HVAC sectors.","Partner with grocery stores, convenience stores, restaurants, restaurant supply companies, refrigerated warehouses, and HVAC tune-up and repair companies to create an incentive for
designing and tracking refrigerant leak detection, prevention, and repair. Regularly maintaining units and repairing leaks can help prevent leakage during disasters such as flooding and windstorms.",SUSTAINABLE BUILDINGS,This is a concrete incentive-based policy with explicit leak-prevention and disaster-related benefits.,Mitigation,True,direct,Adaptation
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.",Ensure refrigerant leak incentives engage diverse sectors and prioritize outreach and program development for local small businesses owned by people of color.,"Ensure incentives can engage a diversity of sectors and business sizes in participation.

Prioritize outreach and program development to support local, small businesses owned by people of color.",SUSTAINABLE BUILDINGS,This is a specific equity-focused design requirement for the incentive program.,Mitigation,True,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.","Create multilingual awareness, education, and training for HVAC providers and building operators on refrigerant management and leak prevention.","Create an awareness, education, and training campaign for local HVAC service providers, building owners, operators, inspectors, and maintenance leads on the importance of refrigerant management and strategies for leak detection, prevention, and repair.

Ensure training and education are provided in multiple languages and are accessible to workers of color in this industry.",SUSTAINABLE BUILDINGS,This is a specific training campaign under the refrigerant goal.,Mitigation,False,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.","Lead by example by implementing a refrigerant leak detection, prevention, and repair program at City-owned facilities.","Approach stakeholders with empathy and emphasize the importance and benefits of this work.
Lead by example by implementing a refrigerant leak detection, prevention, and repair program at City-owned facilities.",SUSTAINABLE BUILDINGS,This is a concrete operational commitment for municipal facilities.,Mitigation,False,direct,
sub,"By 2030, reduce community-wide greenhouse gas emissions from refrigerant leakage by 25%.","Reduce and prevent refrigerant use, especially high-GWP refrigerants, through passive design, reduction, and efficiency-oriented codes and incentives.","Emphasize the link between design and refrigerant use by reducing and preventing the use of refrigerants to the extent possible, particularly those with high GWP.

Ensure codes and incentives that favor passive design, reduction, and efficiency are expanded and prioritized.",SUSTAINABLE BUILDINGS,This is a concrete design and policy direction with explicit code and incentive mechanisms.,Mitigation,False,direct,Resource Efficiency
parent,,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline.","By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline*.

*The embodied carbon associated with the construction and materials must not exceed 500 kg CO2e/m 2 (~100 lbs. CO2e/sf) per project.",SUSTAINABLE BUILDINGS,"This is a quantified target with a measurable threshold and multiple sub-strategies, so it is a parent policy.",Mitigation,False,direct,
sub,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline.","Develop City design and construction specifications and purchasing agreements for healthy, low-carbon buildings in partnership with other cities and states.","In partnership with other cities and states, develop City of Austin design and construction specifications and purchasing agreements to result in healthy, low-carbon buildings.

For example, encourage lower-carbon building materials, whole-building lifecycle analysis, healthy building certifications, and building reuse and deconstruction in City-funded projects.",SUSTAINABLE BUILDINGS,This is a concrete standards and procurement commitment under the embodied carbon goal.,Mitigation,False,direct,Resource Efficiency
sub,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline.",Prioritize healthy building strategies and certifications first in community-serving facilities in low-income communities and communities of color.,"Ensure healthy building strategies and certifications are prioritized in community centers, libraries, and other community
facilities serving low-income communities and communities of color first.

Employ circular design strategies to ensure building and building material longevity, such as designing for a building's durability, deconstruction and potential future uses.",SUSTAINABLE BUILDINGS,This is a specific prioritization rule for municipal/community facilities under the embodied carbon strategy.,Mitigation,False,indirect,Resource Efficiency
sub,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline.",Integrate lower-carbon materials and deconstruction practices into City incentive programs and transition voluntary guidance into planning and development agreements over time.,"Enhance and integrate lower-carbon building materials and deconstruction practices into City incentive programs, like the expedited permitting process and Austin Energy's Green Building program, to transition voluntary design guidance into planning and development agreements over time.",SUSTAINABLE BUILDINGS,This is a concrete incentive and planning-policy commitment.,Mitigation,True,direct,Resource Efficiency
sub,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline.","Develop an embodied carbon baseline and incentivize durability, recycling, reuse, and reduced toxic materials in building design.","Develop an embodied carbon baseline to measure success effectively. Since this is a new initiative, education and actionable information about the embodied carbon of local building materials are under development.

In addition to low-carbon materials, consider ways to incentivize design for durability and plans that include material capture for recycling and reuse.",SUSTAINABLE BUILDINGS,This is a measurable baseline-setting and incentive commitment under the embodied carbon goal.,Mitigation,True,direct,Resource Efficiency
sub,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline.","Create a performance framework and educational programming on reducing lifecycle and health impacts of building materials, focusing on low-income communities and communities of color.","Create a performance framework and educational programming for industry professionals and the general public, focusing on low-income communities and communities of color, to reduce the lifecycle and negative health impacts of building materials and construction practices.",SUSTAINABLE BUILDINGS,This is a specific educational and performance-framework intervention under the embodied carbon goal.,Mitigation,False,indirect,
sub,"By 2030, reduce the embodied carbon footprint of building materials used in local construction by 40% from a 2020 baseline.","Prioritize partnerships with local materials markets to decarbonize high-impact construction materials such as glass, steel, aluminum, concrete, drywall, insulation, and carpet.","Prioritize partnerships within local materials markets to decarbonize high-impact materials, specifically glass, steel, aluminum, concrete, drywall, insulation, and carpet.

Leverage and align with existing local and national efforts to create equitable outcomes in materials decarbonization and look for opportunities for coworking and collaboration among businesses.",SUSTAINABLE BUILDINGS,This is a specific industrial/materials decarbonization intervention under the embodied carbon goal.,Mitigation,False,direct,
