role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
individual,,"Increase the share of owned next generation vehicles to 19% by FY2020 and 38% by FY2030, and increase public transport users to 598,000 people/day by FY2020.","| Rate of No. of owned next generation vehicles | 14.2% (FY2015)              | 19%                   | 38%                 |
| No. of public transport users in the city     | 567,000people /day (FY2014) | 598,000people /day    | -                   |",## ◇ Key Performance Indicator (KPI),These are quantified KPI targets for transport decarbonization (vehicle transition and ridership).,Mitigation,False,direct,
individual,,Promote citizen and business initiatives in waste reduction and recycling through educational activities.,Promote educational activities to make citizens and business operators take initiatives in waste reduction and recycling.,## ◆ Waste,This is a concrete intervention (education to drive waste reduction/recycling) that reduces emissions from waste management.,Resource Efficiency,False,indirect,
individual,,Increase efficiency of waste power generation and increase recycling rate of construction by-products produced at construction sites.,"Increase the efficiency of waste power generation and the recycling rate of construction by-product produced

- 2) Promotion of large-scale introduction of innovative technology (Change of Action) at construction sites.",## ◆ Waste,This specifies operational/technology improvements (waste-to-energy efficiency and construction recycling) that reduce emissions and improve resource efficiency.,Resource Efficiency,False,indirect,Mitigation
individual,,Promote a resource-circulating system by shifting from petroleum-derived plastics to biomass plastics made from carbon-free plants.,"Construct the circulating system of resources and for a sustainable circulating society by promoting the shift from using petroleum-derived plastic that emits a large amount of greenhouse effect gases at burning to using

- 3) Promotion of development of low-carbon city (Change of Social System) biomass plastic whose raw materials are carbon-free plants, etc.",## ◆ Waste,This is a specific material substitution policy (biomass plastics) explicitly linked to reducing GHG emissions from burning plastics.,Mitigation,False,direct,Resource Efficiency
individual,,"Reduce waste generation to 826 g/person/day by FY2020 and reduce waste incineration to 295,000 tons/year by FY2020.","| Waste amount per day per person | 859 g/person/day (FY2013) | 826 g/ person/day     | -                   |
| Incineration amount of waste    | 304,000 ton/year (FY2013) | 295,000 ton/year      | -                   |",## ◇ Key Performance Indicator (KPI),"These are quantified waste reduction/incineration targets, which are concrete resource-efficiency policies with climate co-benefits.",Resource Efficiency,False,indirect,
individual,,Educate and promote tree planting on private lands and forest creation by citizens.,- 1) Promotion of development of environmentally-friendly people and offices (Change of Values) Education and promotion of tree planting on private lands and creation of forests by citizens,## ◆ Source of forest absorption /planting trees,This is a specific nature-based intervention (tree planting/forest creation) that supports carbon sinks.,Nature-Based Solutions,False,direct,Mitigation
individual,,Promote tree planting on private lands and introduce woody biomass.,- 2) Promotion of large-scale introduction of innovative technology (Change of Action) Promotion of tree planting on private lands as well as the introduction of woody biomass,## ◆ Source of forest absorption /planting trees,"This combines a nature-based action (tree planting) with a biomass energy/material action (woody biomass), both explicitly stated.",Nature-Based Solutions,False,direct,Mitigation
individual,,Conserve and plant trees on green lands to create and preserve healthy forests.,"- 3) Promotion of development of low-carbon city (Change of Social System) Conservation and tree planting on green lands, creating and preserving healthy forests",## ◆ Source of forest absorption /planting trees,This is a concrete ecosystem management commitment (conservation and tree planting) supporting carbon sinks and ecological integrity.,Nature-Based Solutions,False,direct,Mitigation
individual,,"Implement heat-island countermeasures by increasing greenery on roofs and building sides and utilizing the city's water and greenery network (forests, rivers, coasts).","- 4) Countermeasures against heat-island phenomenon Promote to increase greenery on the top and sides of buildings in the city, utilizing the network of rich water and greenery from our forests, green land, rivers, coasts, etc., which are the city's characteristics, under the three pillars of measure directions.",## ◆ Source of forest absorption /planting trees,"This is a specific urban greening intervention explicitly framed as heat-island countermeasures, qualifying as adaptation via nature-based cooling.",Nature-Based Solutions,False,direct,Adaptation
individual,,"Increase introduced biomass boilers in city facilities to 3 by FY2020 and 9 by FY2030, and expand park/green space area to 1,000 ha by FY2020.","| No. of introduced biomass boilers in the city facilities (cumulative total) | 1 (FY2016)        | 3                     | 9                   |
| Area of park and green spaces                                               | 975.71ha (FY2015) | 1,000ha               | -                   |",## ◇ Key Performance Indicator (KPI),"These are quantified KPI targets for biomass boiler deployment (mitigation) and green space expansion (nature-based), both concrete commitments.",Mitigation,False,direct,Nature-Based Solutions
individual,,"Conduct a citywide campaign aligned with 'COOL CHOICE' (""Breaking Free from Global Warming! All citizens Campaign"") to reduce GHG emissions through energy saving and environmentally-friendly actions, and educate on smart communities.","In response to the statewide movement 'COOL CHOICE', citizens, business operators and administrations, etc., cooperate  under  the  same  target;  conduct  'Breaking  Free  from  Global  Warming!  All  citizens  Campaign (tentative)' that aims to reduce greenhouse gas emissions by saving energy, etc., foster the values, and act in an environmentally-friendly way.

Further, educate people and promote the meaning and necessity of, not only global warming countermeasures, but  also  the  smart  community  that  is  a  beneficial  system  for  regional  development  as  well  as  economic development.",## ◆ Cross-sectional measures,"This is a named campaign with an explicit emissions-reduction aim and associated education actions, qualifying as a mitigation policy.",Mitigation,False,direct,Resource Efficiency
individual,,Promote and expand dispersed power systems usable as emergency power sources and build the foundation of smart communities.,"Promote  and  expand  the  use  of  the  dispersed  power  system  whose  energy  can  be  effectively  used  in  a community as well as an emergency power source at the time of disaster, and build the foundation of a smart community.",## ◆ Cross-sectional measures,"This commits to deploying distributed energy systems and smart community foundations, explicitly including disaster-time emergency power (resilience).",Mitigation,False,direct,Adaptation
individual,,"Promote construction of a sustainable low-carbon city by promoting smart communities, supporting innovation with new energies (e.g., hydrogen), and promoting eco-friendly city creation.","Promote  the  construction  of  a  sustainable  low-carbon  city  by  promoting  smart  community,  supporting innovation with new energies, e.g., hydrogen, etc., and promoting the building of a city with little effect on the environment.",## ◆ Cross-sectional measures,"This is a concrete policy direction naming interventions (smart community, hydrogen/new energies) to build a low-carbon city.",Mitigation,False,direct,
individual,,"Increase dispersed power installations in city facilities to 1 by FY2020 and 8 by FY2030, and increase smart communities to 3 by FY2020 and 10 by FY2030.","| Introduction no. of dispersed power in the city facilities (cumulative total) | 0 (FY2016)       |                     1 |                   8 |
| Introduction no. of smart communities (cumulative total)                      | 1 (FY2016)       |                     3 |                  10 |",## ◇ Key Performance Indicator (KPI),"These are quantified deployment targets for distributed power and smart communities, making them concrete implementation commitments.",Mitigation,False,direct,
individual,,"Share Hiroshima City's achievements with neighboring towns and plan measures to promote next generation energy (woody biomass, small hydroelectric generation, hydrogen) using greater-area resource circulation.","We will share Hiroshima City's achievements with neighboring towns and consider a system to promote the introduction of eco-friendly energy. For example, we utilize the resources in the greater Hiroshima city area effectively, considering not only the circulation of energy in the area, but also the circulation of 'people, objects and money' so that it would have an effect on the whole city area cooperating with municipalities in the area, and plan measures to promote the introduction of the next generation energy such as woody biomass, small

hydroelectric generation and hydrogen, etc.",## ◆ Promotion of low-carbon city network,"This is a concrete inter-municipal cooperation commitment to promote specific clean energy types, qualifying as mitigation policy.",Mitigation,False,direct,
individual,,"Cooperate with domestic and international cities through networks (ICLEI, Compact of Mayors) to share achievements, build cooperation systems, and create a low-carbon city from a global viewpoint.","Hiroshima City is an executive board member city of the Japan Bureau of 'ICLEI', an international network in which more than 1,500 municipalities participate, as well as a member city of 'Compact of Mayors' participated by more than 7,100 municipalities (as of January 2017); the city aims to achieve 'Compact of Mayors' for the first time in Japan, share our achievements and leading measures by other cities, build the system to cooperate with domestic and international cities for creating synergy, and create a low-carbon city from a global viewpoint.",## ◆ Promotion of low-carbon city network,This is a commitment to international cooperation mechanisms explicitly aimed at low-carbon outcomes; it is an institutional policy action.,Mitigation,False,direct,
parent,,Advance adaptation measures under two pillars (improving understanding; improving regional capacity to deal with climate risks) and three measures (promote understanding environment; build resilient city; build learning/evaluation system).,"Adaptation measures will have 2 pillars as the directions of measures; under those pillars, there are 3 measures that will be comprehensively developed in line with the plan.

<<First Pillar>>

Improvement of acknowledgement and understanding of climate change and its effect

<<Second Pillar>>

Improvement of regions' comprehensive ability to deal with climate change risks

<Measures>

Creating environment to promote understanding climate change and its effect

<Measures>

Building of a city with resilience against climate

Building of a system to learn and evaluate the effect of climate change",## 2. Direction and structure of measures,This is an umbrella adaptation program structure with clearly enumerated sub-measures; it qualifies as a parent policy framework.,Adaptation,False,direct,
sub,Advance adaptation measures under two pillars (improving understanding; improving regional capacity to deal with climate risks) and three measures (promote understanding environment; build resilient city; build learning/evaluation system).,"Create an environment to promote accurate understanding of climate change and its effects through publicity, school materials, and delivery lectures.","Promote the creation of an environment for more accurate understanding of climate change and its effect.

◇ Main measures

- -New Publicity and  education  using  the  city's  PR  magazine  'Hiroshima  Citizens  and  Municipal Government' and the city website,
- -New Preparation of sub-readings available for school education,
- -New Delivery lecture by the city and Hiroshima City Global Warming Countermeasure Regional Council, etc.",## 1) Creating an environment to promote understanding of climate change and its effect,"This is a specific set of adaptation capacity-building actions (publicity, education materials, lectures) explicitly tied to climate change understanding.",Adaptation,False,direct,
sub,Advance adaptation measures under two pillars (improving understanding; improving regional capacity to deal with climate risks) and three measures (promote understanding environment; build resilient city; build learning/evaluation system).,"Build resilience against climate change by advancing measures in seven areas, focusing on natural disasters/coasts, health, and people's/city life, incorporating an additional adaptation viewpoint.","The  city  will  advance  measures  in  7  areas  in  which  'the  state's  adaptation  plan'  will  be  adopted  according  to natural/economic/social conditions; particularly, the city will focus on the items of 'natural disaster/coast area', 'health' and 'people's life/city life' whose damage by climate change has become obvious in the city.

There  are  many  measures  that  have  already  been  implemented  from  the  viewpoints  of  disaster  prevention  and healthcare; however, they will be advanced with the additional 'adaptation' viewpoint.",## 2)    Building resilience against climate change,This is a clear commitment to advance resilience measures with defined priority areas; it is an adaptation policy even though specific projects are detailed separately.,Adaptation,False,direct,
sub,Advance adaptation measures under two pillars (improving understanding; improving regional capacity to deal with climate risks) and three measures (promote understanding environment; build resilient city; build learning/evaluation system).,Implement measures against short-duration heavy rain by city renovation for disaster prevention and by constructing/enhancing disaster information sharing and delivery systems.,"【 Measures against increase of heavy rain in short time 】

- -City renovation for disaster prevention, construction of disaster information sharing system, enhancement of disaster information delivery system",## 2)    Building resilience against climate change,This is a specific adaptation intervention addressing a named hazard (heavy rain) with concrete infrastructure and information-system actions.,Adaptation,False,direct,
sub,Advance adaptation measures under two pillars (improving understanding; improving regional capacity to deal with climate risks) and three measures (promote understanding environment; build resilient city; build learning/evaluation system).,Implement health measures for temperature rise impacts by publicizing heat disorder risks and providing heat disorder prevention information.,"【 Measures against the effect of climate change on health due to the temperature rises, etc. 】

- -Publicity on heat disorder, information provision of heat disorder prevention",## 2)    Building resilience against climate change,This is a concrete adaptation public-health intervention explicitly linked to temperature rise impacts.,Adaptation,False,direct,
sub,Advance adaptation measures under two pillars (improving understanding; improving regional capacity to deal with climate risks) and three measures (promote understanding environment; build resilient city; build learning/evaluation system).,Counter heat/heat-island effects by creating water and green networks via conservation/creation of public open spaces (rivers/roads for wind paths) and promoting roof/wall greening (including via the green promotion system).,"【 Countermeasures against heat (heat island phenomenon, etc.) 】

- -Creation of water and green network by the conservation and creation of public open space such as rivers and roads through which the wind passes; promotion of greenery increase on roof and walls of buildings (including those by the green promotion system).",## 2)    Building resilience against climate change,"This is a specific adaptation measure addressing heat hazards using ecosystem/urban greening mechanisms, qualifying as NBS-driven adaptation.",Nature-Based Solutions,False,direct,Adaptation
sub,Advance adaptation measures under two pillars (improving understanding; improving regional capacity to deal with climate risks) and three measures (promote understanding environment; build resilient city; build learning/evaluation system).,Build a system to learn and evaluate climate change effects by cooperating with the state and universities and considering an evaluation system to advance adaptation at suitable times.,"In order to prepare for the estimated effects and advance 'adaptation measures' appropriately at a suitable time, the city will cooperate with the state and universities and consider a system to learn and evaluate.",## 3)    Building of a system to learn and evaluate the effects of climate change,"This is an institutional commitment to establish monitoring/learning/evaluation capacity for adaptation, with named partners (state and universities).",Adaptation,False,direct,
individual,,"Set government operations (city office) GHG reduction targets of 5.1% by FY2020 and 30% by FY2030 compared to FY2013, alongside city-area targets.","| Short-term target | FY2013                  | FY2020                                                     | ▲ 5%                                                       | ▲ 5.1%             |
| Mid-term target   | FY2013                  | FY2030                                                     | ▲ 30%                                                      | ▲ 30%              |",## 3. Reduction target,"This is a quantified, time-bound emissions reduction target for municipal operations, a core mitigation policy.",Mitigation,False,direct,
individual,,"Implement administrative system changes for municipal mitigation: green contracts (eco-friendly contract laws), green procurement under Hiroshima City Green Purchase Policy, and thorough application of energy-saving specifications for city-owned buildings.","The city will also change the 'system' of administration as follows for achieving targets effectively and efficiently in the limited budget.
1. Introduction of contract system based on the eco-friendly contract laws(*)
2. 'Promotion of procuring of environmental goods based on 'Hiroshima City Green Purchase Policy'
3. Thorough application of 'Energy saving specification of city-owned buildings'",## 4. Policy direction,"This is a concrete set of binding administrative/procurement mechanisms (contracts, procurement policy, building specifications) to achieve emissions targets.",Resource Efficiency,True,direct,Mitigation
individual,,Count surplus power from waste power generation after self-consumption as greenhouse gas emissions reductions to promote eco-friendly energy use.,"In  order  to  promote  the  use  of  eco-friendly  energy,  surplus  power  from  waste  power  generation,  etc.,  after self-consumption is counted as the reduction of greenhouse gas emissions.",## 4. Policy direction,"This is an accounting/implementation rule tied to promoting low-carbon energy use in municipal operations, constituting a policy mechanism.",Mitigation,False,direct,
individual,,"Introduce high energy-saving facilities and efficient resource/energy use in waste, sewage, and water supply operations to reduce emissions.","For  the  emission  of  greenhouse  effect  gases  from  processing  waste,  sewage  and  water  supply,  the  planned introduction of the facilities with a high-energy saving effect and efficient use of resource/energy are conducted.",## 4. Policy direction,"This commits to planned introduction of efficient facilities across municipal utilities, a concrete operational mitigation/resource-efficiency policy.",Resource Efficiency,False,direct,Mitigation
individual,,"Implement municipal measures to reduce emissions from administrative offices, including eco-friendly power contracts, LED retrofits, carbon management (renewal/operation improvement), ESCO renewals, next generation vehicles, eco-driving, and solar/woody biomass introduction.","|                                                            | Power contract based on eco-friendly contract laws                                                                               | 8,770                 |
|                                                            | Introduction of LED lighting (Basically 50% of straight tube type fluorescents with more than 15 years of use are to be changed) | 5,970                 |
|                                                            | Carbon management promotion project (facility renewal and operation improvement)                                                 | 1,050                 |
|                                                            | Facility renewal byESCO project                                                                                                  | 380                   |
|                                                            | Introduction of the next generation vehicles (renewal of basically more than 50%ofpublic cars except special-purpose vehicles)   | 410                   |
|                                                            | Thorough conduct of eco-drive                                                                                                    | 240                   |
|                                                            | Introduction of solar power and woody biomass, etc.                                                                              | 530                   |",## 5. Main measures by emission source and estimated reduction of greenhouse gas emissions,"This lists specific municipal operational interventions (procurement, retrofits, ESCO, fleet transition, renewables/biomass) with implementation detail, qualifying as concrete policies.",Mitigation,True,direct,Resource Efficiency
individual,,Reduce emissions from waste processing through waste reduction/recycling and efficiency improvements in waste power generation.,"Emissions from waste processing                                                                                                  | 17,200

Waste reduction and recycle, efficiency improvement of waste power generation                                                    | 17,200",## 5. Main measures by emission source and estimated reduction of greenhouse gas emissions,This is a concrete operational commitment for municipal waste processing with specified measures.,Resource Efficiency,False,direct,Mitigation
individual,,Reduce emissions from sewage processing by improving facility efficiency and expanding sewage gas power generation.,"Emissions from sewage processing                                                                                                 | 7,330

Efficiency improvement of facilities, expansion of sewage gas power generation                                                   | 7,330",## 5. Main measures by emission source and estimated reduction of greenhouse gas emissions,This specifies concrete measures (efficiency improvements and biogas power expansion) for municipal sewage operations.,Mitigation,False,direct,Resource Efficiency
individual,,"Reduce emissions from water supply by improving facility efficiency (lighting, voltage transformation facilities, etc.).","Emissions from water supply                                                                                                      | 180

Efficiency improvement of facilities (lighting, voltage transformation facility, etc.)                                           | 180",## 5. Main measures by emission source and estimated reduction of greenhouse gas emissions,This is a concrete efficiency upgrade commitment for municipal water supply operations.,Resource Efficiency,False,direct,
individual,,Manage progress of city measures using the Hiroshima City Environment Management System and publish annual implementation status on the city website.,"In  order  to  progress  the  city  measures,  progress  is  managed  based  on  the  'Hiroshima  City  Environment Management System' that has been uniquely developed by the city.

The conduct status of each year will be published on the city website.","## 〇 Progress management, etc.",This is a concrete governance/implementation commitment (monitoring system and public reporting) supporting climate policy delivery.,Mitigation,False,indirect,
individual,,"Establish a 'Low-carbon City Development Citizens Conference (tentative)' representing citizens, businesses, and administrators to advance the plan collaboratively.","By  preparing  this  plan,  'Low-carbon  City  Development  Citizens  Conference  (tentative)'  representing  citizens, business operators and administrators, etc., is established as a system to take actions together.",## 1. Plan promotion system and progress management,"This is a concrete institutional arrangement (establishment of a conference) to implement the plan, qualifying as a policy action.",Mitigation,False,indirect,
individual,,"Evaluate achievement status in FY2020 and revise measures and GHG reduction targets based on domestic/international and socio-economic changes, then change the plan or prepare the next plan.","In the short-term target year in this plan (FY2020), the achievement status of measures will be evaluated, and directions of  measures  and  reduction  target  of  greenhouse  effect  gases,  etc.  will  be  revised  based  on  the  domestic  and international changes concerning global warming as well as social economic changes, and then the plan will be changed or the next plan will be prepared.",## 2. Revision of plan,This is a time-bound commitment to review and revise targets/measures (a governance mechanism) anchored to FY2020.,Mitigation,False,indirect,
