location,role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
Chicago_US,sub,Retrofit buildings,Retrofit 20% of total industrial buildings by 2030.,| 1.1.C | Retrofit 20%of total industrial buildings by 2030 |,IMPLEMENTATION TABLE,Quantified retrofit target with deadline.,Resource Efficiency,False,direct,
Chicago_US,sub,Retrofit buildings,Retrofit 90% of total City-owned and Sister Agency-owned buildings by 2035.,| 1.1.D | Retrofit 90% of total City-owned and Sister Agency-owned buildings by 2035 |,IMPLEMENTATION TABLE,Quantified public-building retrofit target.,Resource Efficiency,False,direct,
Chicago_US,sub,Retrofit buildings,Retrofit 20% of total commercial buildings by 2035.,| 1.1.E | Retrofit 20%of total commercial buildings by 2035 |,IMPLEMENTATION TABLE,Quantified retrofit target with deadline.,Resource Efficiency,False,direct,
Chicago_US,parent,,Connect communities to renewable energy.,Expanding innovative community ownership models for renewable energy projects on City property and utilizing state funding will help Chicago achieve 100% clean renewable energy community-wide by 2035. The City will support the development of community-owned solar projects in order to increase access to renewable energy.,CONNECT COMMUNITIES TO RENEWABLE ENERGY,Named renewable-energy initiative with quantified sub-actions.,Mitigation,False,direct,
Chicago_US,sub,Connect communities to renewable energy,Install 5 MW of co-owned community solar projects by 2025.,| 1.2.A | Install 5 megawatts of co-owned community solar projects by 2025 |,IMPLEMENTATION TABLE,Quantified solar target.,Mitigation,False,direct,
Chicago_US,sub,Connect communities to renewable energy,Increase Chicago-based community renewables to 20 MW by 2025.,| 1.2.B | IncreaseChicago-basedcommunityrenewablesto20megawattsby2025 |,IMPLEMENTATION TABLE,Quantified renewable-energy target.,Mitigation,False,direct,
Chicago_US,sub,Connect communities to renewable energy,Achieve 25% community renewable subscriptions by low-income and/or environmental justice low-income residents by 2030.,| 1.2.C | Increasecommunityrenewablessubscriptionstoachieve25%subscribed bylow-incomeand/orenvironmentaljusticelow-incomeresidentsby2030 |,IMPLEMENTATION TABLE,Quantified renewable subscription equity target.,Mitigation,False,direct,
Chicago_US,parent,,Reduce waste and landfilling.,The 2022 CAP aligns with the recommendations made in the 2021 City of Chicago Materials Management Strategy. Waste diversion goals are guided by the following principles:,REDUCE WASTE AND LANDFILLING,Named waste-reduction initiative with listed sub-actions.,Resource Efficiency,False,direct,
Chicago_US,sub,Reduce waste and landfilling,Introduce community-wide organic waste collection and decomposition by 2025.,| 2.1.A | Introducecommunity-wideorganicwastecollectionanddecomposition by 2025 |,IMPLEMENTATION TABLE,Specific waste intervention with deadline.,Resource Efficiency,False,direct,
Chicago_US,sub,Reduce waste and landfilling,Implement equitable waste source prevention strategies by 2030.,| 2.1.B | Implement equitable waste source prevention strategies by 2030 |,IMPLEMENTATION TABLE,Specific waste-prevention strategy.,Resource Efficiency,False,direct,
Chicago_US,sub,Reduce waste and landfilling,"Divert 90% of commercial, industrial, and institutional waste by 2030.","| 2.1.C | Divert 90%ofcommercial, industrial, and institutional waste by 2030 |",IMPLEMENTATION TABLE,Quantified waste diversion target.,Resource Efficiency,False,direct,
Chicago_US,sub,Reduce waste and landfilling,Divert 75% of construction and demolition waste by 2030.,| 2.1.D | Divert 75%of construction and demolition waste by 2030 |,IMPLEMENTATION TABLE,Quantified waste diversion target.,Resource Efficiency,False,direct,
Chicago_US,sub,Reduce waste and landfilling,Enable building design for disassembly and reuse by 2035.,| 2.1.E | Enable building design for disassembly and reuse by 2035 |,IMPLEMENTATION TABLE,Specific material reuse intervention.,Resource Efficiency,False,direct,
Chicago_US,sub,Reduce waste and landfilling,Divert 90% of residential waste by 2040.,| 2.1.F | Divert 90%ofresidential waste by 2040 |,IMPLEMENTATION TABLE,Quantified waste diversion target.,Resource Efficiency,False,direct,
Chicago_US,parent,,"Make walking, biking, or transit viable options for all trips.","On-road transportation accounts for 15% of total citywide GHG emissions. Reducing these emissions requires that Chicagoans travel fewer miles in fossil-fuel-burning vehicles and shift to lower-emission transportation options like walking, biking, transit, and shared micromobility.","MAKE WALKING, BIKING, OR TRANSIT VIABLE OPTIONS FOR ALL TRIPS",Named low-carbon mobility initiative.,Resource Efficiency,False,direct,Mitigation
Chicago_US,sub,"Make walking, biking, or transit viable options for all trips",Expand high-quality and low-stress on-street bikeways and off-street trails.,| 3.1.A | Expandhigh-qualityandlow-stresson-streetbikewaysandoff-streettrails |,IMPLEMENTATION TABLE,Specific active-transport infrastructure intervention.,Resource Efficiency,False,direct,
Chicago_US,sub,"Make walking, biking, or transit viable options for all trips",Increase Divvy bikes and shared micromobility trips 30% by 2030.,| 3.1.B | Increase Divvy bikes and shared micromobility trips30%by2030 |,IMPLEMENTATION TABLE,Quantified micromobility target.,Resource Efficiency,False,direct,
Chicago_US,sub,"Make walking, biking, or transit viable options for all trips","Enable 45% of trips by walking, biking, transit, or shared micromobility by 2040.","| 3.1.C | EnableChicagoanstowalk,bike,taketransit,orusesharedmicromobility for 45%ofall trips by 2040 |",IMPLEMENTATION TABLE,Quantified non-car mode-share target.,Resource Efficiency,False,direct,
Chicago_US,parent,,Increase transit performance and encourage equitable transit-oriented development.,"## INCREASE TRANSIT PERFORMANCE AND ENCOURAGE EQUITABLE TRANSIT-ORIENTED DEVELOPMENT

## Equity, Resiliency, and Environmental Justice Considerations",INCREASE TRANSIT PERFORMANCE AND ENCOURAGE EQUITABLE TRANSIT-ORIENTED DEVELOPMENT,Named transit/TOD initiative with sub-actions.,Resource Efficiency,False,direct,
Chicago_US,sub,Increase transit performance and encourage equitable transit-oriented development,"Update land use policies for sustainable development, accessibility, and street safety by 2023.","| 3.2.A | Update land use policies to encourage sustainable development, acces- sibility, and street safety by 2023 |",IMPLEMENTATION TABLE,Policy update with deadline.,Resource Efficiency,False,direct,
Chicago_US,sub,Increase transit performance and encourage equitable transit-oriented development,Expand use of commuter benefits by 2024.,| 3.2.B | Expand use of commuter benefits by 2024 |,IMPLEMENTATION TABLE,Specific commuter-benefits expansion.,Resource Efficiency,False,direct,
Chicago_US,sub,Increase transit performance and encourage equitable transit-oriented development,Require transportation demand management plans for new development by 2025.,| 3.2.C | Requiretransportationdemandmanagementplansfornewdevelopment by 2025 |,IMPLEMENTATION TABLE,Binding TDM planning requirement.,Resource Efficiency,False,direct,
Chicago_US,sub,Increase transit performance and encourage equitable transit-oriented development,Update citywide car and bike parking requirements by 2025.,| 3.2.D | Update citywide car and bike parking requirements by 2025 |,IMPLEMENTATION TABLE,Parking policy update with deadline.,Resource Efficiency,False,direct,
Chicago_US,sub,Increase transit performance and encourage equitable transit-oriented development,Increase CTA ridership by 20% by 2030.,| 3.2.E | Increase CTAridershipby20%by2030 |,IMPLEMENTATION TABLE,Quantified transit ridership target.,Resource Efficiency,False,direct,
Chicago_US,parent,,Enable zero-emission transit and fleets.,"## ENABLE ZERO-EMISSION TRANSIT AND FLEETS

Zero-emission transit options are necessary to curbing emissions and improving local air quality.",ENABLE ZERO-EMISSION TRANSIT AND FLEETS,Named zero-emission transport initiative.,Mitigation,False,direct,
Chicago_US,sub,Enable zero-emission transit and fleets,Enable electric freight loading docks at commercial and industrial buildings by 2025/2030.,"| 3.3.A | Enableelectricfreightloadingdocksatcommercialandindustrialbuildings, addressing newbuildings by 2025 and existing buildings by 2030 |",IMPLEMENTATION TABLE,Freight electrification infrastructure target.,Mitigation,False,direct,
Chicago_US,sub,Enable zero-emission transit and fleets,Support equitable electrification of ride-hail and taxi fleets by 2030.,| 3.3.B | Support equitable electrification of ride-hail and taxi fleets by 2030 |,IMPLEMENTATION TABLE,Fleet electrification action with deadline.,Mitigation,False,direct,
Chicago_US,sub,Enable zero-emission transit and fleets,Enable 100% electrification of delivery fleets by 2035.,| 3.3.C | Enable 100% electrification of delivery fleets by 2035 |,IMPLEMENTATION TABLE,Quantified fleet electrification target.,Mitigation,False,direct,
Chicago_US,sub,Enable zero-emission transit and fleets,Electrify 100% of the City's fleet by 2035.,| 3.3.D | Electrify 100% of the City's fleet by 2035 |,IMPLEMENTATION TABLE,Quantified municipal fleet electrification target.,Mitigation,False,direct,
Chicago_US,sub,Enable zero-emission transit and fleets,Achieve zero-emission transit fleets across Chicagoland by 2040.,| 3.3.E | Achieve zero-emission transit fleets across Chicagoland by 2040 |,IMPLEMENTATION TABLE,Zero-emission transit fleet target.,Mitigation,False,direct,
Chicago_US,parent,,100% clean renewable energy.,"Renewable energy is naturally replenishing, virtually inexhaustible, and emissions-free. It can also increase the reliability and resiliency of the electric grid.",100% CLEAN RENEWABLE ENERGY,Named renewable-energy initiative.,Mitigation,False,direct,
Chicago_US,sub,100% clean renewable energy,"Aggregate 5,000 MW of clean renewable energy within 250 miles of Chicago by 2030.","| 4.1.A | Aggregate5,000megawattsofcleanrenewableenergywithina250-mile radius of Chicago by 2030 |",IMPLEMENTATION TABLE,Quantified renewable-energy target.,Mitigation,False,direct,
Chicago_US,sub,100% clean renewable energy,Install 30 MW of clean renewable energy projects on City property by 2030.,| 4.1.B | Install30megawattsofcleanrenewableenergyprojectsonCityproperty by 2030 |,IMPLEMENTATION TABLE,Quantified renewable installation target.,Mitigation,False,direct,
Chicago_US,sub,100% clean renewable energy,Achieve 100% clean renewable energy community-wide by 2035.,| 4.1.C | Achieve 100%clean renewable energy community-wide by 2035 |,IMPLEMENTATION TABLE,Community-wide clean-energy target.,Mitigation,False,direct,
Chicago_US,parent,,Enable building and personal vehicle electrification.,"As the effects of climate change grow more serious, decreasing reliance on fossil fuels is critical to reducing emissions and mitigating climate-related impacts. In 2017, more than 42% of Chicago's GHG footprint came from electricity consumption.",ENABLE BUILDING AND PERSONAL VEHICLE ELECTRIFICATION,Named electrification initiative with sub-actions.,Mitigation,False,direct,
Chicago_US,sub,Enable building and personal vehicle electrification,Enact policies supporting electrified renovations and new construction by 2023.,| 4.2.A | Enact policies that support electrified renovations andnewconstruction by 2023 |,IMPLEMENTATION TABLE,Policy adoption action.,Mitigation,False,direct,
Chicago_US,sub,Enable building and personal vehicle electrification,Electrify 30% of total existing residential buildings by 2035.,| 4.2.B | Electrify 30%oftotal existing residential buildings by 2035 |,IMPLEMENTATION TABLE,Quantified building electrification target.,Mitigation,False,direct,
Chicago_US,sub,Enable building and personal vehicle electrification,Electrify 20% of total existing industrial buildings by 2035.,| 4.2.C | Electrify 20%oftotal existing industrial buildings by 2035 |,IMPLEMENTATION TABLE,Quantified building electrification target.,Mitigation,False,direct,
Chicago_US,sub,Enable building and personal vehicle electrification,Electrify 10% of total existing commercial buildings by 2035.,| 4.2.D | Electrify 10%of total existing commercial buildings by 2035 |,IMPLEMENTATION TABLE,Quantified building electrification target.,Mitigation,False,direct,
Chicago_US,sub,Enable building and personal vehicle electrification,Electrify 90% of total existing City-owned buildings by 2035.,| 4.2.E | Electrify 90%oftotal existing City-owned buildings by 2035 |,IMPLEMENTATION TABLE,Quantified municipal-building electrification target.,Mitigation,False,direct,
Chicago_US,sub,Enable building and personal vehicle electrification,"Enable 2,500 new public passenger EV charging stations by 2035.","| 4.2.F | Enable 2,500 new public passenger electric vehicle charging stations by 2035 |",IMPLEMENTATION TABLE,Quantified EV infrastructure target.,Mitigation,False,direct,
Chicago_US,parent,,Align building codes and standards with climate best practices.,"| 3. Align building codes and standards with climate best practices | A. Strengthen policies that support installation of green roofs and walls, tree planting, and other vegetative cover by 2023 B. Enable net-zero-carbon construction by 204",ALIGN BUILDING CODES AND STANDARDS WITH CLIMATE BEST PRACTICES,Named code/standard initiative.,Mitigation,False,direct,
Chicago_US,sub,Align building codes and standards with climate best practices,"Strengthen policies supporting green roofs, green walls, tree planting, and vegetative cover by 2023.","| 4.3.A | Strengthenpoliciesthatsupportinstallationofgreenroofsandwalls,tree planting, and other vegetative cover by 2023 |",IMPLEMENTATION TABLE,Policy adoption for vegetative infrastructure.,Nature-Based Solutions,False,direct,
Chicago_US,sub,Align building codes and standards with climate best practices,Enable net-zero-carbon construction by 2040.,| 4.3.B | Enable net-zero-carbon construction by 2040 |,IMPLEMENTATION TABLE,Net-zero construction commitment.,Mitigation,False,direct,
Chicago_US,parent,,Decommission fossil power.,| 4. Decommission fossil power | A. Develop a fossil-fuel plants transition strategy by 2024 |,DECOMMISSION FOSSIL POWER,Named fossil-power initiative.,Mitigation,False,direct,
Chicago_US,sub,Decommission fossil power,Develop a fossil-fuel plants transition strategy by 2024.,| 4.4.A | Develop a fossil-fuel plants transition strategy by 2024 |,IMPLEMENTATION TABLE,Specific fossil-fuel transition strategy.,Mitigation,False,direct,
Chicago_US,parent,,Enable interconnection.,"| 5. Enable interconnection | A. Ensure 150 megawatts of energy storage by 2025 B. Encourage 1,000 megawattsofnewenergydemand reduction by 2030, and 3,000 megawatts by 2040 |",ENABLE INTERCONNECTION,Named grid/interconnection initiative.,Mitigation,False,direct,
Chicago_US,sub,Enable interconnection,Ensure 150 MW of energy storage by 2025.,| 4.5.A | Ensure 150 megawatts of energy storage by 2025 |,IMPLEMENTATION TABLE,Quantified energy storage target.,Mitigation,False,direct,
Chicago_US,sub,Enable interconnection,"Encourage 1,000 MW of new energy demand reduction by 2030 and 3,000 MW by 2040.","| 4.5.B | Encourage 1,000 megawatts of new energy demand reduction by 2030, and 3,000 megawatts by 2040 |",IMPLEMENTATION TABLE,Quantified demand reduction targets.,Resource Efficiency,False,direct,
Chicago_US,parent,,Collect relevant data.,| 5 | 1. Collect relevant data | A. Report energy burden by community area by 2023 B. Develop a water and soil quality measurement and miti- gation strategy by 2023 C. Establish a robust,COLLECT RELEVANT DATA,Named data initiative with sub-actions.,Adaptation,False,indirect,
Chicago_US,sub,Collect relevant data,Report energy burden by community area by 2023.,| 5.1.A | Report energy burden by community area by 2023 |,IMPLEMENTATION TABLE (cont.),Data publication action.,Resource Efficiency,False,indirect,
Chicago_US,sub,Collect relevant data,Develop a water and soil quality measurement and mitigation strategy by 2023.,| 5.1.B | Develop a water and soil quality measurement and mitigation strategy by 2023 |,IMPLEMENTATION TABLE (cont.),Deadline-based measurement and mitigation strategy.,Adaptation,False,indirect,
Chicago_US,sub,Collect relevant data,Establish a robust outdoor air quality monitoring network by 2025.,| 5.1.C | Establish a robust outdoor air quality monitoring network by 2025 |,IMPLEMENTATION TABLE (cont.),Monitoring network action.,Adaptation,False,indirect,
Chicago_US,parent,,Enable data-driven decision-making.,| Strengthen communities and protect health | 2. Enable data-driven decision-making | A. Publish clean energy just transition metrics by 2022 B. Integrate community resilience and climate justice criteria into department-level strategic pla,ENABLE DATA-DRIVEN DECISION-MAKING,Named decision-support initiative.,Adaptation,False,direct,
Chicago_US,sub,Enable data-driven decision-making,Publish clean energy just transition metrics by 2022.,| 5.2.A | Publish just energy transition metrics by 2022 |,IMPLEMENTATION TABLE (cont.),Deadline-based metrics publication.,Mitigation,False,indirect,
Chicago_US,sub,Enable data-driven decision-making,Integrate community resilience and climate justice criteria into strategic planning and annual budgets by 2023.,| 5.2.B | Integrate community resilience and climate justice criteria into depart- ment-level strategic planning and annual budget setting by 2023 |,IMPLEMENTATION TABLE (cont.),Resilience and climate justice planning integration.,Adaptation,False,direct,
Chicago_US,sub,Enable data-driven decision-making,Develop a Heat Vulnerability Index and integrate it into planning processes beginning in 2023.,"| 5.2.C | DevelopaHeatVulnerabilityIndexandintegrateintoplanninganddevel- opment,communitysafety,andpublichealthplanningprocessesbeginning in 2023 |",IMPLEMENTATION TABLE (cont.),Heat-risk adaptation tool.,Adaptation,False,direct,
Chicago_US,sub,Enable data-driven decision-making,Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023.,| 5.2.D | Publish citywide and community-level quality-of-life metrics on equity and sustainability by 2023 |,IMPLEMENTATION TABLE (cont.),Deadline-based sustainability metrics action.,Adaptation,False,indirect,
Chicago_US,sub,Enable data-driven decision-making,Assess and optimize community-level emergency management strategies for climate preparedness by 2024.,| 5.2.E | Assessandoptimizecommunity-levelemergencymanagementstrategies related to climate preparedness by 2024 |,IMPLEMENTATION TABLE (cont.),Climate preparedness action.,Adaptation,False,direct,
Chicago_US,parent,,Enable community resiliency.,| | 3. Enable community resiliency | A. Resource community-led climate infrastructure projects by 2022 B. Integrate community resiliency strategies with the City's hazard mitigation planning,ENABLE COMMUNITY RESILIENCY,Named community resilience initiative.,Adaptation,False,direct,
Chicago_US,sub,Enable community resiliency,Resource community-led climate infrastructure projects by 2022.,| 5.3.A | Resource community-led climate infrastructure projects by 2022 |,IMPLEMENTATION TABLE (cont.),Resource allocation with deadline.,Adaptation,True,direct,
Chicago_US,sub,Enable community resiliency,Integrate community resiliency strategies with City hazard mitigation planning by 2023.,| 5.3.B | IntegratecommunityresiliencystrategieswiththeCity'shazardmitigation planning by 2023 |,IMPLEMENTATION TABLE (cont.),Resilience/hazard mitigation planning action.,Adaptation,False,direct,
Chicago_US,parent,,Allocate $188 million through the Chicago Recovery Plan for climate resiliency and mitigation investments.,"In October 2021, Chicago's City Council approved $188 million for climate resiliency and mitigation, as part of Mayor Lori Lightfoot's $2.5 billion Chicago Recovery Plan. This historic level of investment toward climate action will provide funding for resilient infrastructure and green workforce development opportunities.",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Public budget allocation with sub-investments.,Mitigation,True,direct,Adaptation
Chicago_US,sub,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Allocate $6 million to retrofit and decarbonize 200 multifamily affordable housing units.,| Decarbonize Affordable Multifamily Buildings | $6 million | Retrofit and decarbonize 200 multifamily affordable housing units in underserved communities. |,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funding with quantified retrofit/decarbonization deliverable.,Resource Efficiency,True,direct,Mitigation
Chicago_US,sub,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Allocate $15 million to retrofit and decarbonize 250 LMI homes.,| Low- or Moderate-Income (LMI) Housing Retrofits | $15 million | Retrofitanddecarbonize250LMIhomesinunderservedcommunities. |,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funding with quantified housing retrofit deliverable.,Resource Efficiency,True,direct,Mitigation
Chicago_US,sub,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Allocate $10 million to complete deep retrofits in at least 10 community anchor buildings and develop resiliency hubs.,| Neighborhood Power Project Expansion | $10 million | Completedeepretrofits in at least 10 communityanchorbuildings in neighborhoods that lack access to existing capital improvement funds. |,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funded retrofit and resilience project.,Resource Efficiency,True,direct,Adaptation
Chicago_US,sub,Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Allocate $5 million to retrofit and install solar panels at up to 10 Chicago Public Libraries.,"| Library Power Project | $5 million | Enable retrofits and install solar panels at up to 10 Chicago Public Libraries, mini - mizingutilitycostsandensuringthatwesustainourlibraryassetsforthelongterm. |",Chicago Recovery Plan funding overlap with Chicago's 2022 Climate Action Plan,Funding with quantified solar/retrofit deliverable.,Mitigation,True,direct,Resource Efficiency
