location,metric,value
Geneva_CH,secondary_category_agreement,0.0
Geneva_CH,plus_one_coverage,1.0
Geneva_CH,matched,1
Geneva_CH,unmatched_ext,22
Geneva_CH,unmatched_gt,0
Geneva_CH,Mitigation_score,-0.8333
Geneva_CH,Mitigation_recall,1.0
Geneva_CH,Mitigation_fpr,0.9167
Geneva_CH,Adaptation_score,-1.0
Geneva_CH,Adaptation_recall,1.0
Geneva_CH,Adaptation_fpr,1.0
Geneva_CH,Resource_Efficiency_score,-1.0
Geneva_CH,Resource_Efficiency_recall,1.0
Geneva_CH,Resource_Efficiency_fpr,1.0
Geneva_CH,Nature_Based_Solutions_score,-1.0
Geneva_CH,Nature_Based_Solutions_recall,1.0
Geneva_CH,Nature_Based_Solutions_fpr,1.0
Kuwait_KW,composite_score,0.3927
Kuwait_KW,extraction_f1,0.0312
Kuwait_KW,extraction_precision,0.029
Kuwait_KW,extraction_recall,0.0339
Kuwait_KW,role_agreement,0.5
Kuwait_KW,parent_attribution_accuracy,0.7647
Kuwait_KW,primary_cat_agreement,0.875
Kuwait_KW,financial_instrument_agreement,0.825
Kuwait_KW,secondary_category_agreement,0.0
Kuwait_KW,plus_one_coverage,0.0339
Kuwait_KW,matched,40
Kuwait_KW,unmatched_ext,29
Kuwait_KW,unmatched_gt,19
Kuwait_KW,Mitigation_score,-0.9
Kuwait_KW,Mitigation_recall,0.0
Kuwait_KW,Mitigation_fpr,1.0
Kuwait_KW,Adaptation_score,-0.5714
Kuwait_KW,Adaptation_recall,0.0233
Kuwait_KW,Adaptation_fpr,0.9762
Kuwait_KW,Resource_Efficiency_score,-0.75
Kuwait_KW,Resource_Efficiency_recall,0.0
Kuwait_KW,Resource_Efficiency_fpr,1.0
Kuwait_KW,Nature_Based_Solutions_score,-0.5
Kuwait_KW,Nature_Based_Solutions_recall,0.1429
Kuwait_KW,Nature_Based_Solutions_fpr,0.8333
Miami_Dade_US,composite_score,0.3962
Miami_Dade_US,extraction_f1,0.0488
Miami_Dade_US,extraction_precision,0.0364
Miami_Dade_US,extraction_recall,0.0741
Miami_Dade_US,role_agreement,0.5909
Miami_Dade_US,parent_attribution_accuracy,1.0
Miami_Dade_US,primary_cat_agreement,0.6818
Miami_Dade_US,financial_instrument_agreement,0.9545
Miami_Dade_US,secondary_category_agreement,0.0
Miami_Dade_US,plus_one_coverage,0.0741
Miami_Dade_US,matched,22
Miami_Dade_US,unmatched_ext,33
Miami_Dade_US,unmatched_gt,5
Miami_Dade_US,Mitigation_score,-0.5385
Miami_Dade_US,Mitigation_recall,0.0952
Miami_Dade_US,Mitigation_fpr,0.9643
Miami_Dade_US,Adaptation_score,0.0
Miami_Dade_US,Adaptation_recall,1.0
Miami_Dade_US,Adaptation_fpr,0.0
Miami_Dade_US,Resource_Efficiency_score,-0.9
Miami_Dade_US,Resource_Efficiency_recall,0.0
Miami_Dade_US,Resource_Efficiency_fpr,0.9412
Miami_Dade_US,Nature_Based_Solutions_score,-0.6364
Miami_Dade_US,Nature_Based_Solutions_recall,0.0
Miami_Dade_US,Nature_Based_Solutions_fpr,1.0
Portugal_PT,composite_score,0.6273
Portugal_PT,extraction_f1,0.3256
Portugal_PT,extraction_precision,0.2333
Portugal_PT,extraction_recall,0.5385
Portugal_PT,role_agreement,0.9091
Portugal_PT,parent_attribution_accuracy,1.0
Portugal_PT,primary_cat_agreement,0.8182
Portugal_PT,financial_instrument_agreement,0.9091
Portugal_PT,secondary_category_agreement,0.0
Portugal_PT,plus_one_coverage,0.5385
Portugal_PT,matched,11
Portugal_PT,unmatched_ext,19
Portugal_PT,unmatched_gt,2
Portugal_PT,Mitigation_score,0.0
Portugal_PT,Mitigation_recall,1.0
Portugal_PT,Mitigation_fpr,0.5
Portugal_PT,Adaptation_score,-0.5
Portugal_PT,Adaptation_recall,0.5455
Portugal_PT,Adaptation_fpr,0.84
Portugal_PT,Resource_Efficiency_score,-1.0
Portugal_PT,Resource_Efficiency_recall,0.0
Portugal_PT,Resource_Efficiency_fpr,0.0
Portugal_PT,Nature_Based_Solutions_score,-1.0
Portugal_PT,Nature_Based_Solutions_recall,1.0
Portugal_PT,Nature_Based_Solutions_fpr,0.5
Seattle_US,composite_score,0.3844
Seattle_US,extraction_f1,0.0392
Seattle_US,extraction_precision,0.0213
Seattle_US,extraction_recall,0.25
Seattle_US,role_agreement,0.75
Seattle_US,parent_attribution_accuracy,1.0
Seattle_US,primary_cat_agreement,0.5
Seattle_US,financial_instrument_agreement,0.75
Seattle_US,secondary_category_agreement,0.0
Seattle_US,plus_one_coverage,0.25
Seattle_US,matched,4
Seattle_US,unmatched_ext,43
Seattle_US,unmatched_gt,0
Seattle_US,Mitigation_score,-0.7826
Seattle_US,Mitigation_recall,0.25
Seattle_US,Mitigation_fpr,1.0
Seattle_US,Adaptation_score,0.0
Seattle_US,Adaptation_recall,1.0
Seattle_US,Adaptation_fpr,0.0
Seattle_US,Resource_Efficiency_score,-1.0
Seattle_US,Resource_Efficiency_recall,1.0
Seattle_US,Resource_Efficiency_fpr,0.9615
Seattle_US,Nature_Based_Solutions_score,0.0
Seattle_US,Nature_Based_Solutions_recall,1.0
Seattle_US,Nature_Based_Solutions_fpr,0.0
