location,role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale,primary_category,is_financial_instrument,climate_relevance,secondary_category
Chicago_US,sub,"Increase access to utility savings and renewable energy, prioritizing households",Increase Chicago-based community renewables to 20 megawatts by 2025.,"B. Increase Chicago-based community renewables to 20 megawatts by 2025

C. Increase community renewables subscriptions to achieve 25%subscribed by low-income and/or environ- mental justice low-income residents by 2030",CLIMATE ACTION STRATEGIES,"This is a specific renewable energy capacity target with a deadline, qualifying as a policy.",Mitigation,False,direct,
Chicago_US,sub,"Increase access to utility savings and renewable energy, prioritizing households",Increase community renewables subscriptions to achieve 25% subscribed by low-income and/or environmental justice low-income residents by 2030.,"C. Increase community renewables subscriptions to achieve 25%subscribed by low-income and/or environ- mental justice low-income residents by 2030


With more than 2.7 million residents, Chicago generated 4.13 million tons of materials in 2020, or more than 1.5 tons of waste per person per year.",CLIMATE ACTION STRATEGIES,"This is a measurable access target for renewable energy subscriptions, clearly a policy commitment.",Mitigation,False,direct,
Chicago_US,parent,,Build circular economies to create jobs and reduce waste.,"Build circular economies to create jobs and reduce waste

Deliver a robust zero-emission mobility network that connects communities and improves air quality

Drive equitable development of Chicago's clean-energy future",CLIMATE ACTION STRATEGIES,This is a named pillar-level climate policy area with multiple sub-actions focused on waste reduction and circularity.,Resource Efficiency,False,direct,
Chicago_US,sub,Build circular economies to create jobs and reduce waste,Introduce community-wide organic waste collection and decomposition by 2025.,"A. Introduce community-wide organic waste collection and decomposition by 2025

B. Implement equitable waste source prevention strategies by 2030

C. Divert 90%ofcommercial, industrial, and institutional waste by 2030",CLIMATE ACTION STRATEGIES,"This is a specific, time-bound waste collection and composting commitment, which qualifies as a policy.",Resource Efficiency,False,direct,Nature-Based Solutions
Chicago_US,sub,Build circular economies to create jobs and reduce waste,Implement equitable waste source prevention strategies by 2030.,"B. Implement equitable waste source prevention strategies by 2030

C. Divert 90%ofcommercial, industrial, and institutional waste by 2030

D. Divert 75% of construction and demolition waste by 2030",CLIMATE ACTION STRATEGIES,"This is a concrete waste prevention commitment with a deadline, though somewhat broad in wording.",Resource Efficiency,False,direct,
Chicago_US,sub,Build circular economies to create jobs and reduce waste,"Divert 90% of commercial, industrial, and institutional waste by 2030.","C. Divert 90%ofcommercial, industrial, and institutional waste by 2030

D. Divert 75% of construction and demolition waste by 2030

E. Enable building design for disassembly and reuse by 2035",CLIMATE ACTION STRATEGIES,This is a quantified waste diversion target with a deadline and therefore a policy.,Resource Efficiency,False,direct,
Chicago_US,sub,Build circular economies to create jobs and reduce waste,Divert 75% of construction and demolition waste by 2030.,"D. Divert 75% of construction and demolition waste by 2030

E. Enable building design for disassembly and reuse by 2035

F. Divert 90%ofresidential waste by 2040",CLIMATE ACTION STRATEGIES,"This is a specific diversion target for construction and demolition waste, making it a policy commitment.",Resource Efficiency,False,direct,
Chicago_US,sub,Build circular economies to create jobs and reduce waste,Enable building design for disassembly and reuse by 2035.,"E. Enable building design for disassembly and reuse by 2035

F. Divert 90%ofresidential waste by 2040


## Pillar

## 3",CLIMATE ACTION STRATEGIES,"This is a specific design standard commitment aimed at reuse and waste reduction, qualifying as a policy.",Resource Efficiency,False,direct,
Chicago_US,sub,Build circular economies to create jobs and reduce waste,Divert 90% of residential waste by 2040.,"F. Divert 90%ofresidential waste by 2040


## Pillar

## 3

Deliver a robust zero-emission mobility network that connects communities and improves air quality",CLIMATE ACTION STRATEGIES,This is a quantified residential waste diversion target with a deadline and therefore a policy.,Resource Efficiency,False,direct,
Dakar_SN,individual,,"The City of Dakar will produce and implement a Climate Plan aligned with Senegal's NDC and the Paris Agreement to guide its transition to a smart, low-carbon, inclusive and resilient city by 2050.","Since then, we have committed to producing a Climate Plan, which reflects our vision of making the capital a 'smart city and low-carbon for inclusive and resilient development' by 2050.

This commitment,  which  is consistent with Senegal's Nationally Determined  Contribution  (NDC),  is  a clear response to the Paris Agreement  guidelines.",EDITORIAL OF THE MAYOR,This is a clear governing commitment with a defined long-term target and policy framework. It qualifies as a policy because it sets an outcome and links implementation to national and international climate commitments.,Mitigation,False,direct,Adaptation
Dakar_SN,individual,,"Dakar will strengthen climate governance by diagnosing greenhouse gas emissions and vulnerability and integrating renewable energy, energy savings, soft transport, circular economy, and green spaces into municipal policy.","The city of Dakar is now in the process of strengthening its  climate  governance.  By  carrying  out  a  diagnosis  of its  greenhouse  gas  emissions  and  assessing  its  levels of  vulnerability,  the  municipality  is  integrating  into  its policy  the  development  of  renewable  energies,  energy savings  in  municipal  buildings  and  public  lighting,  the promotion of soft modes of transport, a circular economy and the development of green spaces for a healthy living environment.",EDITORIAL OF THE MAYOR,"This is a concrete policy commitment because it specifies named interventions and a diagnostic basis for action. It is somewhat broad, but still sufficiently anchored in explicit measures.",Mitigation,False,direct,Nature-Based Solutions
Dakar_SN,individual,,The City of Dakar will implement a participatory and inclusive approach by mobilizing all stakeholders for climate action implementation.,"To  achieve  this, Dakar  will  undertake  a participatory  and  inclusive  approach  by    mobilizing  all stakeholders.",EDITORIAL OF THE MAYOR,"This is a governance and implementation commitment. It is policy-relevant because it directs how the climate plan will be carried out, though it is less specific than sectoral measures.",Adaptation,False,direct,
Dakar_SN,individual,,The City of Dakar will develop and implement a Territorial Climate Energy Plan to reduce greenhouse gas emissions and vulnerability to climate change.,"Like  the  world's  greatest  cities,  Dakar is committed  to  contributing to the collective effort.  By  implementing  its PCET, the city is setting targets to reduce its GHG emissions and reduce its vulnerability to climate change.",1. Introduction,This is a direct policy commitment with a defined instrument and explicit mitigation/adaptation objectives. It qualifies clearly as a climate policy.,Mitigation,False,direct,Adaptation
Dakar_SN,individual,,"Dakar will use citizen engagement, awareness-raising, and public consultations to co-construct the climate plan and inform vulnerability analysis.","Citizen engagement,  is an important axis of the co-construction of the PCET, through  citizen  participation  in  raising awareness and mobilizing actors around climate  culture  as  well  as  the  public consultations  (or  citizen  consultation).

This activity allowed to take into account the  perception  of  the  Dakar  population in the analysis of the vulnerabilities of the City  to  climate  change.",1. Introduction,"This is a procedural policy commitment because it establishes a participatory method for climate planning. It is not a technical emissions measure, but it is a deliberate governance action.",Adaptation,False,direct,
Dakar_SN,individual,,Dakar will carry out a city-wide greenhouse gas inventory and an energy audit of municipal buildings to quantify consumption and energy-saving potential.,"Dakar  has  also  carried  out  a  city-wide GHG  inventory  and  an  energy  audit of municipal buildings to quantify consumption  levels  and  energy-saving potential.  Together,  these  studies  have helped to define strategic directions with GHG  emission  reduction targets and objectives.",1. Introduction,This is a concrete planning and diagnostic commitment that underpins later mitigation actions. It qualifies because it specifies named studies and their policy purpose.,Mitigation,False,direct,Resource Efficiency
Dakar_SN,individual,,"Dakar will implement a five-year action plan supported by resource mobilization, communication, and monitoring and evaluation.","The Dakar's  PCET  is  built  around  a  vision  of the territory by 2050. Its implementation is  supported,  in  the  short  and  medium term,  by  a  five-year  action  plan  based on  a  strategy  of  resource  mobilization, communication  and  action  monitoring and evaluation.",1. Introduction,"This is a policy because it commits to an implementation framework with named support functions. It is broad, but clearly operational.",Adaptation,False,direct,
Dakar_SN,individual,,"Senegal will implement coastal protection infrastructure, retention basins, and drinking water supply systems to reduce vulnerability to climate impacts.","On  the  adaptation  side,  Senegal  intends  to implement,  among  other  things,  structuring projects such as coastal protection infrastructures,  retention  basins  and  drinking water supply systems to reduce the vulnerability of populations.",2.1 International and national context,"This is a concrete adaptation commitment with named infrastructure types. It is national rather than city-specific, but still a policy commitment in the document.",Adaptation,False,direct,
Dakar_SN,individual,,"Senegal will implement activities that reduce greenhouse gas emissions or promote carbon sequestration, with unconditional and conditional targets to cut emissions by 7 to 29 percent by 2030 compared with 2010.","On the mitigation  side,  specific  activities  that have  an  impact  on  GHG  emissions  reduction or promote carbon sequestration are planned. These  will  be  achieved  both  on  the  basis  of  national  resources  (unconditional  objectives) and  with the support of the international community  (conditional  objectives).  Senegal's target is to reduce its GHG emissions by 7 to 29% by 2030 compared to 2010, the baseline year.",2.1 International and national context,This is a clear mitigation policy with a quantified target and explicit mechanisms. It qualifies strongly as climate policy.,Mitigation,False,direct,Nature-Based Solutions
Dakar_SN,individual,,"The City of Dakar will develop a PCET to adapt to climate change, reduce greenhouse gas emissions, and support implementation of the NDC through renewable energy, eco-citizen behavior, and sustainable resource management.","Aware  of  the  climate  emergency,  the  city  is committed to developing a PCET that allows to adapt, reduce GHG emissions and contribute to the implementation of the NDC.  This plan aims to provide a real answer to the climate change issue, by offering an alternative for a sustainable management  of  resources,  the  development of  renewable  energies,  the  promotion of  ecocitizen behaviour, awareness of production and  consumption  patterns  and  urban  layout allowing each space to play its part.",2.2. Territorial context of the City of Dakar,This is a direct policy commitment with explicit mitigation and adaptation goals and named interventions. It is not merely descriptive.,Mitigation,False,direct,Adaptation
Dakar_SN,individual,,"The City of Dakar will mobilize stakeholders through environmental education, information, awareness, and capacity building on climate change.","The aim is to stimulate collective awareness through a programme of environmental education, information, awareness and capacity building on the issue of climate change.",3. Stakeholder engagement and communication strategy,This is a policy because it commits to a specific outreach and capacity-building program. It is an enabling measure rather than a direct emissions action.,Adaptation,False,direct,
Dakar_SN,parent,,"The City of Dakar will organize the co-construction of the Climate Plan through a coordination unit, steering committee, and the DAKCLIM platform to mobilize community actors and ensure inclusive participation.","Indeed, an organizational system has been set up with a coordination unit and a steering  committee  composed  of  elected officials,  technical  services  of  the  city  and representatives of certain decentralized departments  and  services  of  the  State including  the  Directorate  of  Environment and Classified Settlements (DEEC). This institutional architecture has been reinforced  by  the  creation  of  a  platform called  Dakar  Acts  for  Climate  (DAKCLIM) in order to mobilize community actors in a process  of  co-construction  of  the  Climate Plan  to  ensure  inclusiveness  and  effective participation of populations.",3.1. Co-construction of the Climate Plan,"This is an umbrella governance initiative with multiple sub-actions beneath it, so it should be treated as a parent policy.",Adaptation,False,direct,
Dakar_SN,sub,"The City of Dakar will organize the co-construction of the Climate Plan through a coordination unit, steering committee, and the DAKCLIM platform to mobilize community actors and ensure inclusive participation.",Dakar will create and use the DAKCLIM platform to mobilize community actors in the co-construction of the Climate Plan.,This institutional architecture has been reinforced  by  the  creation  of  a  platform called  Dakar  Acts  for  Climate  (DAKCLIM) in order to mobilize community actors in a process  of  co-construction  of  the  Climate Plan  to  ensure  inclusiveness  and  effective participation of populations.,3.1. Co-construction of the Climate Plan,This is a specific action under the broader co-construction initiative and qualifies as a policy because it establishes a named platform for implementation.,Adaptation,False,direct,
Dakar_SN,sub,"The City of Dakar will organize the co-construction of the Climate Plan through a coordination unit, steering committee, and the DAKCLIM platform to mobilize community actors and ensure inclusive participation.",Dakar will consult and sensitize more than 500 community stakeholders across its 19 municipalities as part of public consultation on climate.,More than 500 community  stakeholders  were  consulted and sensitized in the city's 19 municipalities as part of the public consultation on climate . This is reinforced by the awareness of more than one million Dakar citizens on climaterelated issues.,3.1. Co-construction of the Climate Plan,This is a concrete participatory action with a quantified outreach target. It qualifies as a policy because it is a deliberate implementation commitment.,Adaptation,False,direct,
Dakar_SN,individual,,"The City of Dakar will identify stakeholders, focal points, and climate referents and seek expressions of interest from civil society organizations to support climate engagement.","-  Identification and choice of focal point by service (city departments and services and other partner institutions);
-  Identification of climate referents in each

municipality;
-  Request for expressions of interest from local civil society organizations working in the field of the environment and/or climate change to determine their power or capacity of  influence  in  the  process  of  community engagement.",3.2. Stakeholders identification,This is a policy because it sets out a structured stakeholder identification process for climate planning. It is operational and specific.,Adaptation,False,direct,
Dakar_SN,individual,,The City of Dakar will implement a communication plan with awareness-raising and mobilization activities as a prerequisite for PCET success.,"In an ongoing outreach strategy, communication  plays  a  cross-cutting  role throughout the PCET development process. This  cross-cutting  has  been  reinforced  by practices dictated  by  a  communication plan  defining  strategy  and  targets.",3.3. Awareness and mobilization actions,This is a policy because it commits to a communication plan with defined strategy and targets. It is an enabling implementation measure.,Adaptation,False,direct,
Dakar_SN,individual,,"The City of Dakar will use a specific logo, graphic charter, and partner branding across climate program materials to improve visibility and communication.","To give more visibility to the action of the project, a specific logo, with a graphic charter, responding to the spirit of the climate-energy duo was created with a PCET label encircling the Map of Dakar. This logo as well as that of the European Union, the  City  of  Dakar  and  all  other  strategic partners are used on all documents, videos and materials of the programme.",3.4. Language elements and communication actions,This is a concrete communication policy because it prescribes a standardized branding approach for the program. It is minor but still a deliberate action.,Adaptation,False,direct,
Dakar_SN,individual,,"The City of Dakar will conduct ecological hikes, environmental hip-hop, school competitions, reforestation activities, and environmental education to promote eco-citizen behavior.","Organized in July 2018 to raise awareness about eco-gestures and promote ecocitizen  behaviour,  it  has  mobilized  a  large number of citizens. More than 2,000 Dakar  residents  have  been  mobilized and sensitized to the harmful impact of plastic pollution  on  the  environment,  biodiversity and health.

Inspired by this declaration, the PCET has co-organized with the European Union awareness activities on environmental concepts as well as eco-citizen actions to be  adopted  in  order  to  preserve  nature.",3.3. Awareness and mobilization actions,"This is a policy because it includes named awareness programs and activities. It is primarily behavioral and educational, but clearly climate-related.",Nature-Based Solutions,False,direct,
Geneva_CH,individual,,The City of Geneva intends to reduce greenhouse gas emissions by 60% by 2030 and achieve carbon neutrality by 2050.,"The City of Geneva declared a climate emergency in February 2020. It intends to reduce greenhouse gas (GHG) emissions by 60% by 2030 and to achieve carbon neutrality by 2050, in order to limit climate change and comply with the Paris Agreement.",A WORD FROM THE EXECUTIVE COUNCIL,"This is a clear quantified climate target with deadlines, making it a standalone policy commitment.",Mitigation,False,direct,
Geneva_CH,individual,,"The Climate Strategy will incorporate climate change into all public policies and guide the city's ecological, social, and economic transition.","The municipal's Climate Strategy marks a new stage in its actions, by incorporating climate change into all its public policies. This innovative and ambitious set of guidelines not only aims to reduce direct and indirect carbon emissions within the territory, but is also focused on its ecological, social and economic transition.",A WORD FROM THE EXECUTIVE COUNCIL,"This is a broad strategic commitment to mainstream climate considerations across government action. It is policy-relevant, though somewhat general and framework-like.",Mitigation,False,direct,
Geneva_CH,individual,,"The City will implement strong measures to support and speed up the transformation of consumption toward more desirable, practical, and affordable alternatives, with short supply chains and the circular economy central to its actions.","The city will therefore be implementing strong measures to support and speed up the transformation of our current modes of consumption to alternative modes that must be more desirable, practical and affordable than they are today. Short supply chains and the circular economy will be central to its actions.",Priority 1 CONSUMPTION OF GOODS AND SERVICES,"This is a concrete policy direction with named interventions, though it is broad and not numerically specified.",Resource Efficiency,False,direct,
Geneva_CH,individual,,"The City will strengthen cooperation with key players in Greater Geneva to ensure a supply of high-quality food that is accessible to all, and promote a healthy local diet with less emphasis on meat.","One of the main objectives under this heading is a healthy, local diet with less emphasis on meat. The City will strengthen its cooperation with the various key players in Greater Geneva to ensure a supply of high-quality food that is accessible to all.",Priority 1 CONSUMPTION OF GOODS AND SERVICES,"This is a specific intervention on food systems and consumption patterns. It is climate-relevant through demand-side emissions reduction, though the text does not set a quantified target.",Mitigation,False,indirect,
Geneva_CH,individual,,"The City will act mainly on modes of consumption by supporting the sustainable use of resources, sharing, recycling, and the circular economy more generally.","As a result, the City has chosen to act mainly on modes of consumption by supporting the sustainable use of resources, sharing, recycling and the circular economy more generally.",Priority 1 CONSUMPTION OF GOODS AND SERVICES,This is a deliberate operational commitment to resource-efficient consumption practices and qualifies as a policy.,Resource Efficiency,False,indirect,
Geneva_CH,individual,,"The City will ensure that sustainable use of resources, sharing, recycling, and the circular economy are applied across culture, sports, and recreation.","The City will ensure that these principles are applied across the board in culture, sports and recreation, while guaranteeing that multiple dynamic and diverse activities remain on offer.",Priority 1 CONSUMPTION OF GOODS AND SERVICES,This is a concrete implementation commitment extending circular-economy principles across municipal sectors.,Resource Efficiency,False,indirect,
Geneva_CH,individual,,The City aims to heat buildings using 100% renewable sources by 2050.,The challenge we have set is to heat buildings using 100% renewable sources by 2050. This means not only,CLIMATE TARGETS AT THE HEART OF OUR ENERGY POLICY,"This is a clear quantified energy transition target with a deadline, qualifying as a policy commitment.",Mitigation,False,direct,
Geneva_CH,individual,,"The City will massively reduce energy consumption by buildings and infrastructure and promote renewable energy sources, both local and imported, as cornerstones of the energy transition.","The reduction in the city's carbon footprint is inextricably linked with a massive reduction in energy consumption by buildings and infrastructure, which are the second largest source of greenhouse gas (GHG) emissions in the municipal area. Taking action on buildings, reducing their consumption and promoting renewable energy sources - both local and imported - are the cornerstones of the energy transition.",CLIMATE TARGETS AT THE HEART OF OUR ENERGY POLICY,This is a specific mitigation policy combining efficiency and renewable energy deployment. It is broad but clearly committed.,Mitigation,False,direct,Resource Efficiency
Geneva_CH,individual,,The City will reduce the space reserved for cars and motorcycles to reduce motorised traffic and limit its negative impacts.,The City will act to reduce the space currently reserved for cars and motorcycles to reduce motorised traffic and limit its negative impacts. In,Priority 3 TRANSPORT,"This is a concrete transport demand-management and space-allocation policy. The excerpt is truncated, but the commitment is explicit.",Resource Efficiency,False,indirect,
Geneva_CH,individual,,"The City will make part of the urban area more permeable and create a series of new, interconnected planted areas with trees and water.","The City of Geneva will embark on a process of making part of the urban area more permeable and will create a series of new, interconnected planted areas with trees and water.",## A NETWORK OF OASES IN THE CITY,This is a specific urban greening and permeability intervention aimed at heat and flooding resilience.,Nature-Based Solutions,False,direct,Adaptation
Geneva_CH,individual,,"The City will convert more areas to natural spaces to address impermeable land, heat islands, and flooding risk.",Geneva is the most densely populated city in Switzerland. Two thirds of its territory are impermeable and this is increasing year on year. More areas will be converted to natural spaces to address this problem. The City will work to modify,## A NETWORK OF OASES IN THE CITY,"This is a nature-based adaptation measure with explicit hazard references. The final sentence is truncated, but the commitment is still identifiable.",Nature-Based Solutions,False,direct,Adaptation
Geneva_CH,individual,,The City will implement structural and social changes to protect vulnerable populations and improve resilience to climate impacts.,Climate change affects quality of life and health. Geneva faces the challenge of transforming current lifestyles and making judicious use of its available natural ressources. This is the only way that the Geneva area and its population will become more resilient. Its priority will be to implement both structural and social changes to protect its most vulnerable populations.,"## CLIMATE, HEALTH AND QUALITY OF LIFE: A COMMITMENT TO ALL","This is a direct adaptation and resilience commitment, though broad and not operationally detailed.",Adaptation,False,direct,
Geneva_CH,individual,,"The City will strengthen actions to protect vulnerable citizens, including children, young people, older people, and people in precarious situations, as part of its commitment to equality.","The City will strengthen its actions to protect its most vulnerable citizens - children, young people, older people and those in precarious situations - as part of its commitment to equality. It will encourage solidarity at","## CLIMATE, HEALTH AND QUALITY OF LIFE: A COMMITMENT TO ALL","This is a targeted social adaptation measure focused on vulnerable groups. The excerpt is truncated, but the commitment is explicit.",Adaptation,False,direct,
Geneva_CH,individual,,"The City plans to restore, protect, and develop its natural ecosystems and take practical actions to protect the soil.","The City of Geneva plans to restore, protect and develop its natural ecosystems. In addition, it will take practical actions to protect the soil",## PROTECTING BIODIVERSITY IN THE HEART OF THE CITY,This is a clear ecosystem management commitment with climate-relevant nature-based functions.,Nature-Based Solutions,False,indirect,
Geneva_CH,individual,,"The City will provide citizens with practical tools to keep them informed, encourage collective action, and support behavioural changes that lower personal climate impact.","The City of Geneva will provide its citizens with practical tools to keep them informed, encourage them to take collective action and to support behavioural changes which lower their personal climat impact.",## MOBILISATION OF THE POPULATION,"This is a public engagement and behavior-change policy intended to reduce emissions. It is a concrete municipal action, though not regulatory.",Mitigation,False,direct,
Geneva_CH,individual,,"The City intends to accelerate its climate commitments and encourage businesses, international organisations, NGOs, and residents to play their part in reducing the city's carbon footprint.","The City intends not only to accelerate its commitments to protect the climate, but also to encourage businesses, international organisations, NGOs and people living or working in Geneva or passing through it to play their part. It is therefore promoting a genuine social project to reduce the city's carbon footprint in a constructive and inclusive manner.",## MOBILISATION OF THE POPULATION,This is a broad mobilization commitment with a clear mitigation objective. It is somewhat general but still a policy statement.,Mitigation,False,direct,
Geneva_CH,individual,,"The City will encourage businesses, international organisations, NGOs, and citizens to overcome barriers to change and support the ecological transition, while setting a clear example.","The City wants to encourage businesses, international organisations, NGOs and citizens of all generations to overcome the barriers to change and act to support the ecological transition. It will set a clear example to achieve this.",## MOBILISATION OF THE POPULATION,This is a behavioral and leadership commitment supporting climate transition. It is policy-relevant though not highly specific.,Mitigation,False,direct,
Geneva_CH,individual,,The City is committed to supporting sustainable finance and encouraging greater transparency in calculating the financial sector's emissions.,"The City of Geneva will work alongside the key players in the financial centre to support sustainable finance and encourage them to get involved, in particular to ensure greater transparency in calculating the financial sector's emissions. It will ensure its own investments and financial holdings are compatible with climate targets to lead the way.",## INVESTMENTS TO PROTECT THE CLIMATE,"This is a climate finance policy with a clear institutional commitment. It is not itself a financial instrument, but it directs financial-sector behavior.",Mitigation,False,direct,
Geneva_CH,individual,,The City will ensure its own investments and financial holdings are compatible with climate targets.,"The City of Geneva will work alongside the key players in the financial centre to support sustainable finance and encourage them to get involved, in particular to ensure greater transparency in calculating the financial sector's emissions. It will ensure its own investments and financial holdings are compatible with climate targets to lead the way.",## INVESTMENTS TO PROTECT THE CLIMATE,"This is a concrete commitment to align municipal investments with climate goals. It is a policy action, though not a standalone funding instrument.",Mitigation,False,direct,
Geneva_CH,individual,,"The municipal administration will accelerate existing measures and develop new actions to achieve carbon neutrality, using political, institutional, administrative, and awareness-raising levers.","Nonetheless, these results are not yet up to the scale of the challenge. The municipal administration is committed to embracing its responsibilities and leading the way by accelerating the measures that are already implemented and developing new actions as part of the global effort to achieve carbon neutrality. It is also committed to using all available levers: political, institutional, administrative and awareness-raising.",## THE CITY OF GENEVA: A PIONEER AND MODEL,This is a broad but explicit implementation commitment to strengthen climate action across the administration.,Mitigation,False,direct,
Hiroshima_JP,parent,,The city will promote energy saving actions and environmental learning and education through global warming prevention campaigns.,"Take measures to promote energy saving actions and environment-related learning/education by global warming prevention campaign, etc.

- Promotion of large-scale introduction of innovative technology (Change of Action)",◆ Household,"This is a concrete mitigation policy action with a named intervention (campaign-based energy saving and education). It is part of a broader household measures framework, but the text here is a standalone commitment rather than a sub-item list.",Mitigation,False,direct,
