location,key,category,policy_id,grade,similarity,statement_match,role_match,category_match,reasoning
Chicago_US,Mitigation::gt10_ext11_Implement equitable waste source prevention strategies by 2030.,Mitigation,Implement equitable waste source prevention strategies by 2030.,1,0.7902,True,True,False,"The extracted policy matches the ground-truth policy in commitment, scope, and deadline. It preserves the core action ('implement equitable waste source prevention strategies') and the target year ('by 2030'). The omission of 'Chicago' does not materially change the policy content in this evaluation context and appears to be an entity-drop rather than a substantive mismatch."
Chicago_US,"Mitigation::gt11_ext12_Divert 90% of commercial, industrial, and institutional waste by 2030.",Mitigation,"Divert 90% of commercial, industrial, and institutional waste by 2030.",1,0.8172,True,True,False,"The extracted policy matches the ground-truth exactly in target (90% diversion), scope (commercial, industrial, and institutional waste), and deadline (by 2030). Although the source excerpt is not provided, relative to the ground-truth this is a precise and accurate match."
Chicago_US,Mitigation::gt12_ext13_Divert 75% of construction and demolition waste by 2030.,Mitigation,Divert 75% of construction and demolition waste by 2030.,1,0.7986,True,True,False,"The extracted policy matches the ground-truth exactly in target (75%), scope (construction and demolition waste), and deadline (by 2030). Although the source document excerpt is not provided, relative to the ground-truth this is a precise and complete match with no loss of specificity."
Chicago_US,Mitigation::gt13_ext14_Enable building design for disassembly and reuse by 2035.,Mitigation,Enable building design for disassembly and reuse by 2035.,1,0.8047,True,True,False,"The extracted policy matches the ground-truth exactly in scope, mechanism, and deadline: enabling building design for disassembly and reuse by 2035. The omission of 'Chicago will' does not change the substantive commitment. No contradiction or loss of specificity is present."
Chicago_US,Mitigation::gt14_ext15_Divert 90% of residential waste by 2040.,Mitigation,Divert 90% of residential waste by 2040.,1,0.7676,True,True,False,"The extracted policy matches the ground-truth exactly in target (90%), scope (residential waste), and deadline (by 2040). Although the source document excerpt is not provided, relative to the ground-truth this is a precise and accurate match with no loss of specificity or weakening of commitment."
Dakar_SN,Mitigation::gt14_ext0_The City of Dakar will produce and implement a Climate Plan aligned with Senegal,Mitigation,The City of Dakar will produce and implement a Climate Plan aligned with Senegal,-1,0.5682,False,True,True,"The extracted policy does not match the ground-truth policy. The ground truth is a specific waste-management target: composting 50% of organic waste and 30% of garden waste by 2050. The extracted policy instead describes a broad commitment to produce and implement a Climate Plan aligned with national and international frameworks. It omits the waste composting targets, the specific percentages, and the concrete policy mechanism in the ground truth, so there is no meaningful match."
Dakar_SN,Adaptation::gt6_ext1_Dakar will strengthen climate governance by diagnosing greenhouse gas emissions ,Adaptation,Dakar will strengthen climate governance by diagnosing greenhouse gas emissions ,-1,0.6909,False,False,False,"The extracted policy does not match the ground-truth commitment. The ground-truth is a specific, quantified target to increase urban green spaces by 150 hectares by 2030. The extraction instead describes a broad climate governance agenda with diagnostics and integration of multiple themes, mentioning green spaces only as one area among several. It omits the 150-hectare target, the 2030 deadline, and the specific commitment to expand urban green space, so it is not a meaningful match."
Dakar_SN,Adaptation::gt4_ext2_The City of Dakar will implement a participatory and inclusive approach by mobil,Adaptation,The City of Dakar will implement a participatory and inclusive approach by mobil,-1,0.6851,False,False,True,"The extracted policy does not match the ground-truth policy. The ground-truth is specifically about increasing initiatives to protect populations against risks and disasters linked to extreme events and climate change. The extracted statement instead focuses on a participatory, inclusive stakeholder mobilization approach for climate action implementation, which is a different mechanism and broader governance process rather than a commitment to disaster risk protection. It misses the core scope of protecting populations from climate-related risks and disasters."
Dakar_SN,Adaptation::gt3_ext3_The City of Dakar will develop and implement a Territorial Climate Energy Plan t,Adaptation,The City of Dakar will develop and implement a Territorial Climate Energy Plan t,0,0.6951,False,False,False,"The extracted policy is directionally related because it includes reducing vulnerability to climate change, which overlaps with the ground-truth aim of reducing populations’ vulnerability to heatwaves. However, it is less specific on the hazard (heatwaves are omitted) and shifts the policy to a broader planning mechanism focused also on greenhouse gas emissions. Without the source text, this cannot be confirmed as an exact match. The general intent is right, but key specificity is missing and the scope is broadened."
Dakar_SN,"Adaptation::gt0_ext4_Dakar will use citizen engagement, awareness-raising, and public consultations t",Adaptation,"Dakar will use citizen engagement, awareness-raising, and public consultations t",-1,0.68,False,False,True,"The extracted policy does not match the ground-truth policy. The ground truth is about improving the living environment and public hygiene as adaptation measures to strengthen resilience. The extracted policy instead focuses on citizen engagement, awareness-raising, public consultations, and co-construction of the climate plan, which is a different mechanism and scope. With no source excerpt provided to support equivalence, this is a substantive mismatch rather than a vague paraphrase."
Dakar_SN,Mitigation::gt10_ext5_Dakar will carry out a city-wide greenhouse gas inventory and an energy audit of,Mitigation,Dakar will carry out a city-wide greenhouse gas inventory and an energy audit of,-1,0.6983,False,True,True,"The extracted policy does not match the ground-truth policy. The ground truth is a specific outcome target: reducing the energy bill in Dakar’s built heritage by 75% by 2050. The extraction instead describes conducting a greenhouse gas inventory and energy audits of municipal buildings, which is a different action/mechanism and omits the quantified 75% reduction target, the 2050 deadline, and the scope of built heritage. Without source text to support equivalence, this is not a meaningful match."
Dakar_SN,Mitigation::gt9_ext8_Senegal will implement activities that reduce greenhouse gas emissions or promot,Mitigation,Senegal will implement activities that reduce greenhouse gas emissions or promot,-1,0.7452,False,True,True,"The extracted policy does not match the ground-truth policy. Ground truth is a Dakar-specific target of reducing GHG emissions by 54% by 2050. The extracted policy instead refers to Senegal at the national level, with different targets (7–29%) and a different deadline (2030 vs. 2050), plus different framing around unconditional/conditional activities. This is a scope, target, and timeline mismatch rather than a vague partial match."
Dakar_SN,"Mitigation::gt5_ext9_The City of Dakar will develop a PCET to adapt to climate change, reduce greenho",Mitigation,"The City of Dakar will develop a PCET to adapt to climate change, reduce greenho",-1,0.603,False,False,True,"The extracted policy does not match the ground-truth policy. The ground truth is a specific commitment to reduce air pollutants by 2030 in order to improve air quality and reduce respiratory disease. The extracted policy instead describes developing a PCET focused on climate adaptation, greenhouse gas reduction, NDC implementation, renewable energy, eco-citizen behavior, and resource management. It omits the air-pollution focus, the 2030 deadline, and the public-health objective, so this is not a meaningful match."
Dakar_SN,"Adaptation::gt2_ext10_The City of Dakar will mobilize stakeholders through environmental education, in",Adaptation,"The City of Dakar will mobilize stakeholders through environmental education, in",0,0.7731,False,False,True,"The extracted policy is directionally aligned with the ground truth: both describe Dakar using awareness/information-related measures to address climate change impacts. However, it does not capture the ground-truth outcome that this is specifically to reduce the number of people vulnerable to climate change effects, and it adds broader mechanisms like stakeholder mobilization and capacity building that are not confirmed by the ground truth. With no source excerpt to verify wording or strength, this is a partial but imprecise match rather than an exact one."
Dakar_SN,Adaptation::gt8_ext12_Dakar will create and use the DAKCLIM platform to mobilize community actors in t,Adaptation,Dakar will create and use the DAKCLIM platform to mobilize community actors in t,-1,0.712,False,True,True,"The extracted policy does not match the ground-truth policy. The ground truth is about increasing the proportion of infrastructure adapted and resilient to climate risks, while the extracted policy is about creating and using the DAKCLIM platform to mobilize community actors in co-constructing the Climate Plan. These are different in scope, mechanism, and outcome, with no meaningful overlap on the core commitment."
Dakar_SN,"Adaptation::gt1_ext14_The City of Dakar will identify stakeholders, focal points, and climate referent",Adaptation,"The City of Dakar will identify stakeholders, focal points, and climate referent",-1,0.6513,False,False,True,"The extracted policy does not match the ground-truth policy. The ground truth is about strengthening networks for observing, measuring, and collecting climate, coastal, and urban pollution data. The extracted policy instead focuses on identifying stakeholders, focal points, climate referents, and soliciting civil society interest for climate engagement. This is a different mechanism and scope, with no mention of data observation/measurement networks or pollution data collection."
Dakar_SN,"Adaptation::gt7_ext17_The City of Dakar will conduct ecological hikes, environmental hip-hop, school c",Adaptation,"The City of Dakar will conduct ecological hikes, environmental hip-hop, school c",-1,0.5513,False,False,False,"The extracted policy does not match the ground-truth policy. The ground truth is about increasing areas of ecological urban agriculture and improving access to higher-quality agricultural products by 2030 to strengthen food security. The extracted policy instead describes awareness and behavior-change activities (ecological hikes, hip-hop, school competitions, reforestation, environmental education) aimed at promoting eco-citizen behavior. This is a different policy area, with no matching target, deadline, or delivery mechanism related to urban agriculture or food security."
Geneva_CH,Mitigation::gt0_ext0_The City of Geneva intends to reduce greenhouse gas emissions by 60% by 2030 and,Mitigation,The City of Geneva intends to reduce greenhouse gas emissions by 60% by 2030 and,0,0.9868,False,True,True,"The extracted policy matches the quantified targets and deadlines exactly: 60% emissions reduction by 2030 and carbon neutrality by 2050. However, it weakens the commitment strength from the ground-truth's 'commits to' to 'intends to,' making it less binding and therefore not a full specificity/commitment match. With no source excerpt provided to verify wording, this is directionally correct but softened."
Hiroshima_JP,"Mitigation::gt2_ext1_The city will promote the introduction of low-carbon houses, including ZEH and Z",Mitigation,"The city will promote the introduction of low-carbon houses, including ZEH and Z",0,0.5846,False,False,True,"The extracted policy is directionally related to building energy efficiency and mentions ZEH/ZEB promotion, but it does not match the ground-truth commitment in specificity or strength. The ground truth is a specific target for newly built apartment buildings to achieve almost 100% ZEB adoption by FY2030. The extracted policy only says the city will 'promote the introduction' of low-carbon houses and devices, with no quantified target, no FY2030 deadline, and no focus on newly built apartment buildings. It captures general intent but misses the core target and scope."
Hiroshima_JP,Mitigation::gt1_ext4_The city will promote low-carbon houses and energy-saving devices using innovati,Mitigation,The city will promote low-carbon houses and energy-saving devices using innovati,0,0.5721,False,False,True,"The extracted policy is directionally related to low-carbon/energy-efficient housing, but it misses the key quantified target and deadline in the ground truth: 50% of newly built detached houses by FY2020. It also changes the policy from a concrete adoption target to a general promotional statement and adds mechanisms (ZEB, Top Runner Program) that are not tied to the ground-truth commitment. Without the source excerpt, this cannot be marked contradictory, but it is substantially less specific and weaker in commitment than the ground-truth policy."
Hiroshima_JP,Mitigation::gt8_ext7_The city will promote the introduction of next-generation vehicles such as elect,Mitigation,The city will promote the introduction of next-generation vehicles such as elect,0,0.5501,False,False,True,"The extracted policy is directionally aligned with the ground-truth because it concerns promoting next-generation vehicles. However, it omits the specific quantified ownership targets (19% by FY2020 and 38% by FY2030) and does not capture the concrete commitment level in the ground-truth. It is therefore too vague on specificity and only a partial match."
Hiroshima_JP,"Mitigation::gt13_ext24_City staff will continuously take actions to reduce greenhouse gas emissions, an",Mitigation,"City staff will continuously take actions to reduce greenhouse gas emissions, an",0,0.6566,False,False,True,"The extracted policy is directionally related to reducing greenhouse gas emissions in city operations, but it omits the core quantified commitments in the ground truth: 5.1% below FY2013 by FY2020 and 30% below FY2013 by FY2030 for city-office emissions. It also replaces the concrete reduction targets with vague process language about continuous action, administrative reform, efficiency, and budget constraints. Because the general intent matches but the specificity and binding target details are missing, this is only a partial match."
Kuwait_KW,Adaptation::gt33_ext1_Kuwait will implement the National Adaptation Plan to increase resilience and na,Adaptation,Kuwait will implement the National Adaptation Plan to increase resilience and na,0,0.7143,False,False,True,"The extracted policy is directionally aligned with adaptation and resilience-building, but it does not match the ground-truth with sufficient specificity. The ground-truth is specifically about adaptation plans for Kuwait’s Coastal Zone addressing sea-level rise risks through short-, medium-, and long-term actions. The extracted policy instead refers broadly to a National Adaptation Plan to increase overall resilience and adaptive capacity, omitting the coastal-zone scope, sea-level rise focus, and action time horizons. With no source excerpt provided to validate broader wording, this is best scored as an imprecise partial match rather than a full match or contradiction."
Kuwait_KW,Adaptation::gt9_ext2_Kuwait will maintain a comprehensive ongoing monitoring program to track climate,Adaptation,Kuwait will maintain a comprehensive ongoing monitoring program to track climate,0,0.7472,False,False,True,"The extracted policy is directionally aligned with the ground truth in that it concerns ongoing information-gathering and assessment of climate change impacts. However, it is less specific and shifts scope: the ground truth is about supporting research and initiatives focused on Kuwait's marine ecosystem, while the extraction broadens this to a comprehensive general monitoring program using environmental data, without mentioning the marine ecosystem or research/initiatives. With no source excerpt provided to verify wording, this is a partial but imprecise match rather than a full one."
Kuwait_KW,Adaptation::gt51_ext6_Kuwait will adjust official working hours to avoid work during maximum daytime t,Adaptation,Kuwait will adjust official working hours to avoid work during maximum daytime t,0,0.7188,False,False,True,"The extracted policy matches the general intent of the ground-truth: adjusting official working hours to avoid work during peak daytime heat. However, it omits key specificity present in the ground-truth—namely the commitment to study and issue a new temperature threshold. With no source excerpt provided to verify wording or binding strength, this is directionally correct but incomplete."
Kuwait_KW,Adaptation::gt53_ext7_Kuwait will establish national health alerts for dust events and heat waves.,Adaptation,Kuwait will establish national health alerts for dust events and heat waves.,1,0.7598,True,False,True,"The extracted policy matches the ground-truth closely in scope and commitment: both state establishing national health alerts for dust storms/events and heat waves. The wording change from 'dust storms' to 'dust events' is a minor paraphrase that does not materially alter intent. No source excerpt is provided to assess against document text, but relative to the ground truth this is an accurate match."
Kuwait_KW,Nature-Based Solutions::gt58_ext8_Kuwait will implement green belts and expand protected areas to adapt to dust st,Nature-Based Solutions,Kuwait will implement green belts and expand protected areas to adapt to dust st,0,0.8411,False,True,True,"The extracted policy matches the general intent of the ground-truth: implementing green belts and expanding protected areas as an adaptation response to dust storms. However, it is less specific and omits key details from the ground-truth, namely the reference to specific projects such as the Kuwait Green Wall Project, the mechanism of planting trees and shrubs, and the location along the border. With no source document excerpt provided, this is best graded as directionally correct but lacking specificity."
Kuwait_KW,Resource Efficiency::gt19_ext24_Kuwait will apply water conservation technologies to reduce water consumption by,Resource Efficiency,Kuwait will apply water conservation technologies to reduce water consumption by,0,0.64,False,False,True,"The extracted policy matches the general intent of the ground-truth: using water conservation technologies. However, it adds a specific quantified target ('reduce water consumption by 20 percent') that is not present in the ground-truth, and no source excerpt is provided to verify that target. This makes it directionally correct but more specific than supported."
Kuwait_KW,Adaptation::gt44_ext26_Kuwait will construct tidal barriers in new developments to protect against eros,Adaptation,Kuwait will construct tidal barriers in new developments to protect against eros,0,0.5904,False,False,True,"The extracted policy is directionally aligned with the ground-truth: both concern constructing barriers to protect coastlines from sea-level rise. However, it is more specific in a potentially unsupported way ('tidal barriers,' 'in new developments,' and 'against erosion') that is not present in the ground-truth, and no source text is provided to verify those added details. This is not a contradiction, but it is not an exact match in scope and specificity."
Kuwait_KW,Adaptation::gt37_ext27_Kuwait will conduct awareness campaigns and symposiums to increase public and st,Adaptation,Kuwait will conduct awareness campaigns and symposiums to increase public and st,0,0.5776,False,False,True,"The extracted policy is directionally aligned with the ground-truth on raising awareness about sea-level rise, but it is less specific and shifts the audience and framing. The ground-truth focuses on increasing decision-maker awareness of sea-level rise risks and damage to nearby urban areas, while the extracted policy broadens this to public and stakeholder awareness and reframes it as adaptation. It omits the specific emphasis on decision-makers, risks/damage, and nearby urban areas. With no source excerpt provided, this is a partial but imprecise match rather than a full one."
Kuwait_KW,Adaptation::gt28_ext29_Kuwait will establish the Water Resources Development and Management Program to ,Adaptation,Kuwait will establish the Water Resources Development and Management Program to ,0,0.5675,False,False,True,"The extracted policy is directionally aligned with the ground-truth because it concerns water resource management and policy development. However, it does not clearly capture the full preservation/protection scope of the ground-truth, instead emphasizing optimization of water use and integrated policy/action planning. With no source excerpt provided, accuracy cannot be verified, and the extraction is somewhat more specific in mechanism but not a clear match in core commitment."
Kuwait_KW,Adaptation::gt20_ext48_Kuwait has ratified the Environment Protection Law No. 42/2014 to address climat,Adaptation,Kuwait has ratified the Environment Protection Law No. 42/2014 to address climat,-1,0.5922,False,False,True,"The extracted policy does not match the ground-truth policy. The ground truth is a specific action: developing a risk assessment on depletion of water resources under climate change conditions in Kuwait. The extracted text instead cites a broad law (Environment Protection Law No. 42/2014) covering multiple environmental areas. It does not mention a risk assessment, water resource depletion under climate change, or any specific commitment, target, deadline, or mechanism tied to that assessment. This is too broad and misses the core policy action."
Kuwait_KW,Adaptation::gt47_ext56_The Supreme Council for Planning and Development will mainstream climate adaptat,Adaptation,The Supreme Council for Planning and Development will mainstream climate adaptat,-1,0.5707,False,False,True,"The extracted policy does not meaningfully match the ground-truth. The ground-truth is specifically about Adaptation Plans for the Human Health Sector that set out short-, medium-, and long-term actions to build capacity for climate-related health risks. The extracted policy instead refers broadly to mainstreaming climate adaptation into state strategic goals and development plans and proposing a financial mechanism for sectoral adaptation plans. It misses the human health sector focus, the resilience/capacity-building objective, and the time-phased action structure. With no source excerpt provided to support equivalence, this is a different policy."
Kuwait_KW,"Adaptation::gt4_ext61_Kuwait will enhance awareness, provide financial and technical support, and unde",Adaptation,"Kuwait will enhance awareness, provide financial and technical support, and unde",0,0.5694,False,False,True,"The extracted policy partially matches the ground-truth by including 'undertake risk and vulnerability assessments' for the fisheries sector. However, it broadens the scope from the specific 'fisheries value chain' to the more general 'fisheries and marine sector,' and adds additional commitments ('enhance awareness' and 'provide financial and technical support') that are not part of the ground-truth. With no source excerpt to verify wording or commitment strength, this is directionally correct but imprecise rather than an exact match."
Kuwait_KW,Nature-Based Solutions::gt7_ext62_Kuwait will designate new marine protected areas and develop local marine conser,Nature-Based Solutions,Kuwait will designate new marine protected areas and develop local marine conser,0,0.6783,False,False,True,"The extracted policy is directionally aligned with the ground truth because it includes the core element to 'develop local marine conservation and restoration options.' However, it adds an extra commitment — 'designate new marine protected areas' — that is not present in the ground-truth policy and cannot be verified from the source excerpt, which is not provided. Because of this unsupported added specificity, it is not an exact match, but it is still broadly consistent rather than contradictory."
Kuwait_KW,Adaptation::gt8_ext63_Kuwait will develop adaptation and development plans for marine life and fisheri,Adaptation,Kuwait will develop adaptation and development plans for marine life and fisheri,0,0.6644,False,False,True,"The extracted policy matches the core commitment in the ground truth: developing adaptation and development plans for marine life and fisheries. However, it adds an extra element—supporting research on marine climate impacts—not present in the ground-truth policy. With no source excerpt provided to verify that addition, the match is directionally correct but not exact. There are also no quantified targets, deadlines, or binding mechanisms in either version, so specificity remains limited."
Kuwait_KW,"Adaptation::gt14_ext64_Kuwait will prepare marine ecosystem-based adaptation strategies, develop adapti",Adaptation,"Kuwait will prepare marine ecosystem-based adaptation strategies, develop adapti",0,0.6124,False,False,True,"The extracted policy includes the core element of the ground-truth—'build prediction and monitoring capacity to prevent overfishing'—so it is directionally aligned. However, it adds broader marine adaptation and adaptive management actions not present in the ground-truth, and without the source text there is no basis to verify those additions. The match on the specific commitment is partial but somewhat expanded beyond the reference, so this is correct in intent but not a clean exact match."
Kuwait_KW,Adaptation::gt29_ext66_Kuwait will design effective policies to preserve and protect water resources an,Adaptation,Kuwait will design effective policies to preserve and protect water resources an,0,0.5664,False,False,True,"The extracted policy is directionally aligned with the ground-truth on supporting research about climate impacts on water resources, but it is less specific and shifts scope. The ground-truth is specifically to support R&D to model climate change impacts on water resources. The extraction instead says Kuwait will 'design effective policies to preserve and protect water resources and support research on climate impacts,' which omits the modeling focus, the R&D framing, and the explicit link to water resources in the research clause. It adds a broader water-protection policy element not present in the ground-truth. With no source excerpt provided to verify wording, this is a partial but imprecise match."
Kuwait_KW,"Nature-Based Solutions::gt42_ext68_Kuwait will develop adaptive coastal plans, restrict major projects on vulnerabl",Nature-Based Solutions,"Kuwait will develop adaptive coastal plans, restrict major projects on vulnerabl",0,0.5555,False,False,False,"The extracted policy is directionally aligned with the ground truth because it includes legislating restrictions on harmful coastal activities, which matches the core idea of restricting negative anthropogenic activities in coastal zones to protect coastal ecosystems/wildlife. However, it is less specific and not an exact match: it broadens the policy with additional elements ('develop adaptive coastal plans' and 'restrict major projects on vulnerable coasts') and does not explicitly mention maintaining coastal wildlife. With no source excerpt provided, accuracy to the document cannot be verified beyond semantic similarity. Overall this is a partial but imprecise match."
Kuwait_KW,"Adaptation::gt34_ext69_Kuwait will provide vulnerability and risk assessments, open information access,",Adaptation,"Kuwait will provide vulnerability and risk assessments, open information access,",0,0.6187,False,False,True,"The extracted policy partially matches the ground-truth because it includes 'vulnerability and risk assessments' for coastal adaptation, which aligns with developing vulnerability and risk assessment reports for coastal zones. However, it broadens the policy with additional elements ('open information access, capacity-building, and decision-maker awareness') not present in the ground-truth, and it omits the specific deliverable form of 'reports.' With no source excerpt to verify wording or strength, this is directionally correct but less precise than the ground-truth."
Kuwait_KW,"Adaptation::gt39_ext70_Kuwait will provide financial aid for coastal protection, ensure resources for p",Adaptation,"Kuwait will provide financial aid for coastal protection, ensure resources for p",0,0.6333,False,False,True,"The extracted policy partially matches the ground-truth: it includes providing financial aid for coastal protection, which aligns with financial aid for preventative and protective actions against coastal damage. However, it broadens the policy with additional elements ('ensure resources for projects' and 'legislate restrictions on harmful coastal activities') that are not in the ground-truth. Because no source excerpt is provided, these additions cannot be verified. The core intent is directionally correct, but the match is not exact and includes unsupported extra mechanisms."
Kuwait_KW,"Nature-Based Solutions::gt45_ext71_Kuwait will establish a specialized coastal management center, protect coastline",Nature-Based Solutions,"Kuwait will establish a specialized coastal management center, protect coastline",0,0.6269,False,False,False,"The extracted policy partially matches the ground-truth because it includes the core idea of strengthening coastline protection laws and policies. However, it adds specific measures not present in the ground-truth ('establish a specialized coastal management center' and 'protect coastlines with barriers'). With no source excerpt provided to verify those additions, the match is only directionally correct rather than exact. The legal/policy strengthening component aligns, but the extra mechanisms reduce accuracy."
Kuwait_KW,"Adaptation::gt52_ext72_Kuwait will increase public awareness, conduct risk assessments, adjust working ",Adaptation,"Kuwait will increase public awareness, conduct risk assessments, adjust working ",0,0.6489,False,False,True,"The extracted policy partially matches the ground-truth: it includes the core idea of increasing public awareness in response to dust storms and heat waves, which is directionally consistent with 'Raise awareness of how to respond to dust and heat wave events.' However, it adds several additional measures—risk assessments, adjusting working hours, and establishing national health alerts—not present in the ground-truth. With no source excerpt provided to verify those additions, the match is only partially accurate rather than exact."
Kuwait_KW,Adaptation::gt56_ext74_Kuwait will include climate change effects on health in the early education curr,Adaptation,Kuwait will include climate change effects on health in the early education curr,0,0.6739,False,False,True,"The extracted policy correctly captures the core ground-truth commitment to include climate change effects on health in the early education curriculum. However, it adds an extra element—establishing a climate-and-health research and monitoring network—that is not part of the ground-truth policy. With no source excerpt provided to verify that addition, this makes the match only partially precise rather than exact."
