location,metric,value
Geneva_CH,Adaptation_recall,1.0
Geneva_CH,Adaptation_fpr,1.0
Geneva_CH,Resource_Efficiency_score,-1.0
Geneva_CH,Resource_Efficiency_recall,1.0
Geneva_CH,Resource_Efficiency_fpr,1.0
Geneva_CH,Nature_Based_Solutions_score,-1.0
Geneva_CH,Nature_Based_Solutions_recall,1.0
Geneva_CH,Nature_Based_Solutions_fpr,1.0
Hiroshima_JP,composite_score,0.375
Hiroshima_JP,extraction_f1,0.0
Hiroshima_JP,extraction_precision,0.0
Hiroshima_JP,extraction_recall,0.0
Hiroshima_JP,role_agreement,0.0
Hiroshima_JP,parent_attribution_accuracy,1.0
Hiroshima_JP,primary_cat_agreement,1.0
Hiroshima_JP,financial_instrument_agreement,1.0
Hiroshima_JP,secondary_category_agreement,0.0
Hiroshima_JP,plus_one_coverage,0.0
Hiroshima_JP,matched,4
Hiroshima_JP,unmatched_ext,26
Hiroshima_JP,unmatched_gt,10
Hiroshima_JP,Mitigation_score,-0.84
Hiroshima_JP,Mitigation_recall,0.0
Hiroshima_JP,Mitigation_fpr,1.0
Hiroshima_JP,Adaptation_score,-1.0
Hiroshima_JP,Adaptation_recall,1.0
Hiroshima_JP,Adaptation_fpr,1.0
Hiroshima_JP,Resource_Efficiency_score,-1.0
Hiroshima_JP,Resource_Efficiency_recall,0.0
Hiroshima_JP,Resource_Efficiency_fpr,1.0
Hiroshima_JP,Nature_Based_Solutions_score,-1.0
Hiroshima_JP,Nature_Based_Solutions_recall,1.0
Hiroshima_JP,Nature_Based_Solutions_fpr,1.0
Kuwait_KW,composite_score,0.3656
Kuwait_KW,extraction_f1,0.0149
Kuwait_KW,extraction_precision,0.0133
Kuwait_KW,extraction_recall,0.0169
Kuwait_KW,role_agreement,0.0455
Kuwait_KW,parent_attribution_accuracy,1.0
Kuwait_KW,primary_cat_agreement,0.9091
Kuwait_KW,financial_instrument_agreement,0.9091
Kuwait_KW,secondary_category_agreement,0.0
Kuwait_KW,plus_one_coverage,0.0169
Kuwait_KW,matched,22
Kuwait_KW,unmatched_ext,53
Kuwait_KW,unmatched_gt,37
Kuwait_KW,Mitigation_score,-1.0
Kuwait_KW,Mitigation_recall,0.0
Kuwait_KW,Mitigation_fpr,1.0
Kuwait_KW,Adaptation_score,-0.7867
Kuwait_KW,Adaptation_recall,0.0233
Kuwait_KW,Adaptation_fpr,0.9804
Kuwait_KW,Resource_Efficiency_score,-0.9333
Kuwait_KW,Resource_Efficiency_recall,0.0
Kuwait_KW,Resource_Efficiency_fpr,1.0
Kuwait_KW,Nature_Based_Solutions_score,-0.6667
Kuwait_KW,Nature_Based_Solutions_recall,0.0
Kuwait_KW,Nature_Based_Solutions_fpr,1.0
Miami_Dade_US,composite_score,0.59
Miami_Dade_US,extraction_f1,0.5352
Miami_Dade_US,extraction_precision,0.4318
Miami_Dade_US,extraction_recall,0.7037
Miami_Dade_US,role_agreement,0.2593
Miami_Dade_US,parent_attribution_accuracy,1.0
Miami_Dade_US,primary_cat_agreement,0.5926
Miami_Dade_US,financial_instrument_agreement,0.963
Miami_Dade_US,secondary_category_agreement,0.0
Miami_Dade_US,plus_one_coverage,0.7037
Miami_Dade_US,matched,27
Miami_Dade_US,unmatched_ext,17
Miami_Dade_US,unmatched_gt,0
Miami_Dade_US,Mitigation_score,0.1111
Miami_Dade_US,Mitigation_recall,0.6667
Miami_Dade_US,Mitigation_fpr,0.5294
Miami_Dade_US,Adaptation_score,0.0
Miami_Dade_US,Adaptation_recall,1.0
Miami_Dade_US,Adaptation_fpr,0.0
Miami_Dade_US,Resource_Efficiency_score,-0.8333
Miami_Dade_US,Resource_Efficiency_recall,1.0
Miami_Dade_US,Resource_Efficiency_fpr,0.6957
Miami_Dade_US,Nature_Based_Solutions_score,0.6
Miami_Dade_US,Nature_Based_Solutions_recall,0.8
Miami_Dade_US,Nature_Based_Solutions_fpr,0.0
Portugal_PT,composite_score,0.2812
Portugal_PT,extraction_f1,0.0
Portugal_PT,extraction_precision,0.0
Portugal_PT,extraction_recall,0.0
Portugal_PT,role_agreement,0.5
Portugal_PT,parent_attribution_accuracy,0.0
Portugal_PT,primary_cat_agreement,0.875
Portugal_PT,financial_instrument_agreement,1.0
Portugal_PT,secondary_category_agreement,0.0
Portugal_PT,plus_one_coverage,0.0
Portugal_PT,matched,8
Portugal_PT,unmatched_ext,34
Portugal_PT,unmatched_gt,5
Portugal_PT,Mitigation_score,-1.0
Portugal_PT,Mitigation_recall,0.0
Portugal_PT,Mitigation_fpr,1.0
Portugal_PT,Adaptation_score,-0.8889
Portugal_PT,Adaptation_recall,0.0
Portugal_PT,Adaptation_fpr,1.0
Portugal_PT,Resource_Efficiency_score,0.0
Portugal_PT,Resource_Efficiency_recall,0.0
Portugal_PT,Resource_Efficiency_fpr,0.0
Portugal_PT,Nature_Based_Solutions_score,0.0
Portugal_PT,Nature_Based_Solutions_recall,1.0
Portugal_PT,Nature_Based_Solutions_fpr,0.0
Seattle_US,composite_score,0.4359
Seattle_US,extraction_f1,0.1053
Seattle_US,extraction_precision,0.0588
Seattle_US,extraction_recall,0.5
Seattle_US,role_agreement,0.75
Seattle_US,parent_attribution_accuracy,1.0
Seattle_US,primary_cat_agreement,0.5
Seattle_US,financial_instrument_agreement,0.75
Seattle_US,secondary_category_agreement,0.0
Seattle_US,plus_one_coverage,0.5
Seattle_US,matched,4
Seattle_US,unmatched_ext,30
Seattle_US,unmatched_gt,0
Seattle_US,Mitigation_score,-0.7273
Seattle_US,Mitigation_recall,0.5
Seattle_US,Mitigation_fpr,1.0
Seattle_US,Adaptation_score,0.0
Seattle_US,Adaptation_recall,1.0
Seattle_US,Adaptation_fpr,0.0
Seattle_US,Resource_Efficiency_score,-1.0
Seattle_US,Resource_Efficiency_recall,1.0
Seattle_US,Resource_Efficiency_fpr,0.8571
Seattle_US,Nature_Based_Solutions_score,0.0
Seattle_US,Nature_Based_Solutions_recall,1.0
Seattle_US,Nature_Based_Solutions_fpr,0.0
