location,metric,value
Hiroshima_JP,primary_cat_agreement,0.7
Hiroshima_JP,financial_instrument_agreement,1.0
Hiroshima_JP,secondary_category_agreement,0.0
Hiroshima_JP,plus_one_coverage,0.5
Hiroshima_JP,matched,10
Hiroshima_JP,unmatched_ext,58
Hiroshima_JP,unmatched_gt,4
Hiroshima_JP,Mitigation_score,-0.5946
Hiroshima_JP,Mitigation_recall,0.5385
Hiroshima_JP,Mitigation_fpr,0.8333
Hiroshima_JP,Adaptation_score,-1.0
Hiroshima_JP,Adaptation_recall,1.0
Hiroshima_JP,Adaptation_fpr,1.0
Hiroshima_JP,Resource_Efficiency_score,-1.0
Hiroshima_JP,Resource_Efficiency_recall,0.0
Hiroshima_JP,Resource_Efficiency_fpr,0.9
Hiroshima_JP,Nature_Based_Solutions_score,-1.0
Hiroshima_JP,Nature_Based_Solutions_recall,1.0
Hiroshima_JP,Nature_Based_Solutions_fpr,1.0
Kuwait_KW,composite_score,0.3665
Kuwait_KW,extraction_f1,0.0163
Kuwait_KW,extraction_precision,0.0156
Kuwait_KW,extraction_recall,0.0169
Kuwait_KW,role_agreement,0.5
Kuwait_KW,parent_attribution_accuracy,0.8333
Kuwait_KW,primary_cat_agreement,0.7667
Kuwait_KW,financial_instrument_agreement,0.6667
Kuwait_KW,secondary_category_agreement,0.0
Kuwait_KW,plus_one_coverage,0.0169
Kuwait_KW,matched,30
Kuwait_KW,unmatched_ext,34
Kuwait_KW,unmatched_gt,29
Kuwait_KW,Mitigation_score,-1.0
Kuwait_KW,Mitigation_recall,0.0
Kuwait_KW,Mitigation_fpr,1.0
Kuwait_KW,Adaptation_score,-0.6271
Kuwait_KW,Adaptation_recall,0.0
Kuwait_KW,Adaptation_fpr,1.0
Kuwait_KW,Resource_Efficiency_score,-0.9412
Kuwait_KW,Resource_Efficiency_recall,0.0
Kuwait_KW,Resource_Efficiency_fpr,1.0
Kuwait_KW,Nature_Based_Solutions_score,-0.7
Kuwait_KW,Nature_Based_Solutions_recall,0.1429
Kuwait_KW,Nature_Based_Solutions_fpr,0.75
Miami_Dade_US,composite_score,0.547
Miami_Dade_US,extraction_f1,0.2657
Miami_Dade_US,extraction_precision,0.1638
Miami_Dade_US,extraction_recall,0.7037
Miami_Dade_US,role_agreement,0.7778
Miami_Dade_US,parent_attribution_accuracy,1.0
Miami_Dade_US,primary_cat_agreement,0.5926
Miami_Dade_US,financial_instrument_agreement,0.963
Miami_Dade_US,secondary_category_agreement,0.0
Miami_Dade_US,plus_one_coverage,0.7037
Miami_Dade_US,matched,27
Miami_Dade_US,unmatched_ext,89
Miami_Dade_US,unmatched_gt,0
Miami_Dade_US,Mitigation_score,-0.4576
Miami_Dade_US,Mitigation_recall,0.6667
Miami_Dade_US,Mitigation_fpr,0.8542
Miami_Dade_US,Adaptation_score,-1.0
Miami_Dade_US,Adaptation_recall,1.0
Miami_Dade_US,Adaptation_fpr,1.0
Miami_Dade_US,Resource_Efficiency_score,-0.9355
Miami_Dade_US,Resource_Efficiency_recall,1.0
Miami_Dade_US,Resource_Efficiency_fpr,0.8095
Miami_Dade_US,Nature_Based_Solutions_score,-0.64
Miami_Dade_US,Nature_Based_Solutions_recall,0.8
Miami_Dade_US,Nature_Based_Solutions_fpr,0.84
Portugal_PT,composite_score,0.602
Portugal_PT,extraction_f1,0.303
Portugal_PT,extraction_precision,0.1887
Portugal_PT,extraction_recall,0.7692
Portugal_PT,role_agreement,1.0
Portugal_PT,parent_attribution_accuracy,1.0
Portugal_PT,primary_cat_agreement,0.6154
Portugal_PT,financial_instrument_agreement,0.9231
Portugal_PT,secondary_category_agreement,0.0
Portugal_PT,plus_one_coverage,0.7692
Portugal_PT,matched,13
Portugal_PT,unmatched_ext,40
Portugal_PT,unmatched_gt,0
Portugal_PT,Mitigation_score,1.0
Portugal_PT,Mitigation_recall,1.0
Portugal_PT,Mitigation_fpr,0.5
Portugal_PT,Adaptation_score,-0.5714
Portugal_PT,Adaptation_recall,0.7273
Portugal_PT,Adaptation_fpr,0.8462
Portugal_PT,Resource_Efficiency_score,-0.6667
Portugal_PT,Resource_Efficiency_recall,1.0
Portugal_PT,Resource_Efficiency_fpr,0.8333
Portugal_PT,Nature_Based_Solutions_score,-1.0
Portugal_PT,Nature_Based_Solutions_recall,1.0
Portugal_PT,Nature_Based_Solutions_fpr,0.6667
Seattle_US,composite_score,0.51
Seattle_US,extraction_f1,0.15
Seattle_US,extraction_precision,0.0833
Seattle_US,extraction_recall,0.75
Seattle_US,role_agreement,1.0
Seattle_US,parent_attribution_accuracy,1.0
Seattle_US,primary_cat_agreement,0.5
Seattle_US,financial_instrument_agreement,0.75
Seattle_US,secondary_category_agreement,0.0
Seattle_US,plus_one_coverage,0.75
Seattle_US,matched,4
Seattle_US,unmatched_ext,32
Seattle_US,unmatched_gt,0
Seattle_US,Mitigation_score,-0.5333
Seattle_US,Mitigation_recall,0.75
Seattle_US,Mitigation_fpr,0.9231
Seattle_US,Adaptation_score,0.0
Seattle_US,Adaptation_recall,1.0
Seattle_US,Adaptation_fpr,0.0
Seattle_US,Resource_Efficiency_score,-1.0
Seattle_US,Resource_Efficiency_recall,1.0
Seattle_US,Resource_Efficiency_fpr,0.913
Seattle_US,Nature_Based_Solutions_score,0.0
Seattle_US,Nature_Based_Solutions_recall,1.0
Seattle_US,Nature_Based_Solutions_fpr,0.0
